'Time','II','CVP','V','ABP','PLETH','I'
'[14:12:11.216]',0.461,-,0.835,130.521,-,-
'[14:12:11.224]',0.453,-,0.835,130.521,-,-
'[14:12:11.232]',0.461,-,0.835,130.521,-,-
'[14:12:11.240]',0.469,-,0.843,129.062,-,-
'[14:12:11.248]',0.484,-,0.850,127.969,-,-
'[14:12:11.256]',0.492,-,0.866,127.969,-,-
'[14:12:11.264]',0.500,-,0.866,127.969,-,-
'[14:12:11.272]',0.500,-,0.866,127.239,-,-
'[14:12:11.280]',0.516,-,0.874,126.510,-,-
'[14:12:11.288]',0.531,-,0.882,125.052,-,-
'[14:12:11.296]',0.539,-,0.890,122.500,-,-
'[14:12:11.304]',0.547,-,0.874,119.583,-,-
'[14:12:11.312]',0.562,-,0.882,117.031,-,-
'[14:12:11.320]',0.570,-,0.874,115.573,-,-
'[14:12:11.328]',0.562,-,0.866,114.114,-,-
'[14:12:11.336]',0.547,-,0.858,111.562,-,-
'[14:12:11.344]',0.523,-,0.858,109.375,-,-
'[14:12:11.352]',0.500,-,0.850,106.094,-,-
'[14:12:11.360]',0.469,-,0.850,102.448,-,-
'[14:12:11.368]',0.461,-,0.835,98.437,-,-
'[14:12:11.376]',0.445,-,0.835,94.427,-,-
'[14:12:11.384]',0.445,-,0.835,90.781,-,-
'[14:12:11.392]',0.438,-,0.835,87.500,-,-
'[14:12:11.400]',0.438,-,0.835,85.312,-,-
'[14:12:11.408]',0.438,-,0.835,82.760,-,-
'[14:12:11.416]',0.430,-,0.835,81.302,-,-
'[14:12:11.424]',0.414,-,0.858,80.573,-,-
'[14:12:11.432]',0.453,-,0.882,80.573,-,-
'[14:12:11.440]',0.531,-,0.945,81.302,-,-
'[14:12:11.448]',0.734,-,1.031,82.031,-,-
'[14:12:11.456]',0.930,-,1.094,83.489,-,-
'[14:12:11.464]',0.961,-,1.000,84.219,-,-
'[14:12:11.472]',0.797,-,0.874,85.312,-,-
'[14:12:11.480]',0.625,-,0.795,86.042,-,-
'[14:12:11.488]',0.516,-,0.764,86.042,-,-
'[14:12:11.496]',0.445,-,0.811,86.042,-,-
'[14:12:11.504]',0.406,-,0.819,85.312,-,-
'[14:12:11.512]',0.383,-,0.819,84.219,-,-
'[14:12:11.520]',0.375,-,0.819,83.489,-,-
'[14:12:11.528]',0.375,-,0.835,82.760,-,-
'[14:12:11.536]',0.375,-,0.835,81.302,-,-
'[14:12:11.544]',0.375,-,0.835,80.573,-,-
'[14:12:11.552]',0.391,-,0.835,78.750,-,-
'[14:12:11.560]',0.391,-,0.850,78.021,-,-
'[14:12:11.568]',0.398,-,0.843,77.292,-,-
'[14:12:11.576]',0.391,-,0.850,75.833,-,-
'[14:12:11.584]',0.391,-,0.850,75.104,-,-
'[14:12:11.592]',0.391,-,0.858,75.104,-,-
'[14:12:11.600]',0.398,-,0.858,74.375,-,-
'[14:12:11.608]',0.398,-,0.866,74.375,-,-
'[14:12:11.616]',0.406,-,0.866,73.281,-,-
'[14:12:11.624]',0.414,-,0.866,72.552,-,-
'[14:12:11.632]',0.422,-,0.866,72.552,-,-
'[14:12:11.640]',0.430,-,0.866,71.823,-,-
'[14:12:11.648]',0.445,-,0.874,71.823,-,-
'[14:12:11.656]',0.438,-,0.874,71.823,-,-
'[14:12:11.664]',0.445,-,0.882,71.823,-,-
'[14:12:11.672]',0.445,-,0.874,71.823,-,-
'[14:12:11.680]',0.461,-,0.882,71.823,-,-
'[14:12:11.688]',0.469,-,0.882,74.375,-,-
'[14:12:11.696]',0.477,-,0.890,77.292,-,-
'[14:12:11.704]',0.484,-,0.890,83.489,-,-
'[14:12:11.712]',0.500,-,0.906,92.239,-,-
'[14:12:11.720]',0.516,-,0.906,101.719,-,-
'[14:12:11.728]',0.523,-,0.921,112.656,-,-
'[14:12:11.736]',0.531,-,0.921,121.771,-,-
'[14:12:11.744]',0.539,-,0.929,130.521,-,-
'[14:12:11.752]',0.539,-,0.921,136.719,-,-
'[14:12:11.760]',0.531,-,0.921,141.458,-,-
'[14:12:11.768]',0.516,-,0.913,142.917,-,-
'[14:12:11.776]',0.500,-,0.913,142.187,-,-
'[14:12:11.784]',0.492,-,0.906,140.729,-,-
'[14:12:11.792]',0.484,-,0.906,138.177,-,-
'[14:12:11.800]',0.477,-,0.906,135.989,-,-
'[14:12:11.808]',0.477,-,0.906,133.437,-,-
'[14:12:11.816]',0.477,-,0.906,131.979,-,-
'[14:12:11.824]',0.477,-,0.906,130.521,-,-
'[14:12:11.832]',0.477,-,0.906,129.792,-,-
'[14:12:11.840]',0.469,-,0.913,129.062,-,-
'[14:12:11.848]',0.477,-,0.921,129.062,-,-
'[14:12:11.856]',0.484,-,0.929,129.062,-,-
'[14:12:11.864]',0.492,-,0.937,127.969,-,-
'[14:12:11.872]',0.500,-,0.945,127.969,-,-
'[14:12:11.880]',0.492,-,0.961,127.239,-,-
'[14:12:11.888]',0.508,-,0.961,125.781,-,-
'[14:12:11.896]',0.523,-,0.976,125.052,-,-
'[14:12:11.904]',0.531,-,0.976,123.594,-,-
'[14:12:11.912]',0.547,-,0.984,121.771,-,-
'[14:12:11.920]',0.547,-,0.976,120.312,-,-
'[14:12:11.928]',0.555,-,0.976,118.125,-,-
'[14:12:11.936]',0.562,-,0.969,115.573,-,-
'[14:12:11.944]',0.547,-,0.953,113.385,-,-
'[14:12:11.952]',0.531,-,0.929,110.833,-,-
'[14:12:11.960]',0.500,-,0.929,107.917,-,-
'[14:12:11.968]',0.484,-,0.921,105.364,-,-
'[14:12:11.976]',0.461,-,0.913,101.719,-,-
'[14:12:11.984]',0.445,-,0.906,97.708,-,-
'[14:12:11.992]',0.445,-,0.898,92.969,-,-
'[14:12:12.000]',0.445,-,0.890,89.687,-,-
'[14:12:12.008]',0.445,-,0.890,86.771,-,-
'[14:12:12.016]',0.445,-,0.874,84.219,-,-
'[14:12:12.024]',0.445,-,0.874,82.760,-,-
'[14:12:12.032]',0.438,-,0.882,82.031,-,-
'[14:12:12.040]',0.438,-,0.890,82.031,-,-
'[14:12:12.048]',0.492,-,0.929,82.031,-,-
'[14:12:12.056]',0.602,-,0.992,82.760,-,-
'[14:12:12.064]',0.820,-,1.094,84.219,-,-
'[14:12:12.072]',0.977,-,1.134,85.312,-,-
'[14:12:12.080]',0.906,-,1.000,85.312,-,-
'[14:12:12.088]',0.734,-,0.890,86.042,-,-
'[14:12:12.096]',0.547,-,0.795,86.771,-,-
'[14:12:12.104]',0.492,-,0.795,86.771,-,-
'[14:12:12.112]',0.445,-,0.835,86.042,-,-
'[14:12:12.120]',0.422,-,0.819,86.042,-,-
'[14:12:12.128]',0.422,-,0.819,86.042,-,-
'[14:12:12.136]',0.414,-,0.811,85.312,-,-
'[14:12:12.144]',0.406,-,0.819,84.219,-,-
'[14:12:12.152]',0.414,-,0.803,83.489,-,-
'[14:12:12.160]',0.422,-,0.803,82.760,-,-
'[14:12:12.168]',0.422,-,0.795,82.031,-,-
'[14:12:12.176]',0.422,-,0.795,80.573,-,-
'[14:12:12.184]',0.438,-,0.795,78.750,-,-
'[14:12:12.192]',0.438,-,0.795,76.562,-,-
'[14:12:12.200]',0.445,-,0.787,75.104,-,-
'[14:12:12.208]',0.445,-,0.795,73.281,-,-
'[14:12:12.216]',0.445,-,0.787,72.552,-,-
'[14:12:12.224]',0.445,-,0.780,72.552,-,-
'[14:12:12.232]',0.453,-,0.787,73.281,-,-
'[14:12:12.240]',0.453,-,0.780,73.281,-,-
'[14:12:12.248]',0.461,-,0.787,73.281,-,-
'[14:12:12.256]',0.461,-,0.787,73.281,-,-
'[14:12:12.264]',0.469,-,0.795,72.552,-,-
'[14:12:12.272]',0.469,-,0.787,71.823,-,-
'[14:12:12.280]',0.477,-,0.795,71.823,-,-
'[14:12:12.288]',0.484,-,0.787,71.823,-,-
'[14:12:12.296]',0.492,-,0.795,72.552,-,-
'[14:12:12.304]',0.500,-,0.795,75.104,-,-
'[14:12:12.312]',0.516,-,0.803,80.573,-,-
'[14:12:12.320]',0.516,-,0.811,87.500,-,-
'[14:12:12.328]',0.531,-,0.827,96.250,-,-
'[14:12:12.336]',0.547,-,0.835,106.094,-,-
'[14:12:12.344]',0.562,-,0.850,117.031,-,-
'[14:12:12.352]',0.578,-,0.850,126.510,-,-
'[14:12:12.360]',0.570,-,0.858,134.531,-,-
'[14:12:12.368]',0.562,-,0.843,140.729,-,-
'[14:12:12.376]',0.562,-,0.850,144.375,-,-
'[14:12:12.384]',0.547,-,0.835,146.198,-,-
'[14:12:12.392]',0.531,-,0.835,145.469,-,-
'[14:12:12.400]',0.516,-,0.835,142.917,-,-
'[14:12:12.408]',0.500,-,0.827,140.729,-,-
'[14:12:12.416]',0.492,-,0.819,138.177,-,-
'[14:12:12.424]',0.484,-,0.819,135.989,-,-
'[14:12:12.432]',0.477,-,0.819,134.531,-,-
'[14:12:12.440]',0.469,-,0.827,132.708,-,-
'[14:12:12.448]',0.477,-,0.835,131.979,-,-
'[14:12:12.456]',0.469,-,0.819,131.250,-,-
'[14:12:12.464]',0.477,-,0.835,130.521,-,-
'[14:12:12.472]',0.492,-,0.835,130.521,-,-
'[14:12:12.480]',0.500,-,0.850,129.792,-,-
'[14:12:12.488]',0.516,-,0.850,129.792,-,-
'[14:12:12.496]',0.508,-,0.850,129.062,-,-
'[14:12:12.504]',0.531,-,0.850,127.969,-,-
'[14:12:12.512]',0.539,-,0.858,127.239,-,-
'[14:12:12.520]',0.547,-,0.850,125.781,-,-
'[14:12:12.528]',0.547,-,0.850,124.323,-,-
'[14:12:12.536]',0.562,-,0.850,121.771,-,-
'[14:12:12.544]',0.570,-,0.850,120.312,-,-
'[14:12:12.552]',0.562,-,0.835,118.125,-,-
'[14:12:12.560]',0.539,-,0.819,115.573,-,-
'[14:12:12.568]',0.531,-,0.811,112.656,-,-
'[14:12:12.576]',0.500,-,0.803,109.375,-,-
'[14:12:12.584]',0.477,-,0.795,106.094,-,-
'[14:12:12.592]',0.461,-,0.795,102.448,-,-
'[14:12:12.600]',0.461,-,0.795,97.708,-,-
'[14:12:12.608]',0.453,-,0.795,94.427,-,-
'[14:12:12.616]',0.453,-,0.803,90.781,-,-
'[14:12:12.624]',0.445,-,0.795,87.500,-,-
'[14:12:12.632]',0.445,-,0.803,86.042,-,-
'[14:12:12.640]',0.438,-,0.795,84.219,-,-
'[14:12:12.648]',0.430,-,0.803,83.489,-,-
'[14:12:12.656]',0.477,-,0.850,83.489,-,-
'[14:12:12.664]',0.602,-,0.929,84.219,-,-
'[14:12:12.672]',0.836,-,1.055,85.312,-,-
'[14:12:12.680]',1.008,-,1.102,86.042,-,-
'[14:12:12.688]',1.031,-,0.984,86.771,-,-
'[14:12:12.696]',0.766,-,0.803,86.771,-,-
'[14:12:12.704]',0.570,-,0.677,87.500,-,-
'[14:12:12.712]',0.500,-,0.669,87.500,-,-
'[14:12:12.720]',0.461,-,0.724,86.771,-,-
'[14:12:12.728]',0.438,-,0.740,86.771,-,-
'[14:12:12.736]',0.422,-,0.740,86.042,-,-
'[14:12:12.744]',0.406,-,0.740,85.312,-,-
'[14:12:12.752]',0.406,-,0.740,84.219,-,-
'[14:12:12.760]',0.406,-,0.740,83.489,-,-
'[14:12:12.768]',0.406,-,0.748,82.760,-,-
'[14:12:12.776]',0.406,-,0.748,81.302,-,-
'[14:12:12.784]',0.414,-,0.748,80.573,-,-
'[14:12:12.792]',0.414,-,0.748,78.750,-,-
'[14:12:12.800]',0.414,-,0.756,78.021,-,-
'[14:12:12.808]',0.406,-,0.764,77.292,-,-
'[14:12:12.816]',0.422,-,0.764,76.562,-,-
'[14:12:12.824]',0.422,-,0.772,75.833,-,-
'[14:12:12.832]',0.414,-,0.772,75.104,-,-
'[14:12:12.840]',0.406,-,0.772,74.375,-,-
'[14:12:12.848]',0.422,-,0.780,73.281,-,-
'[14:12:12.856]',0.422,-,0.787,72.552,-,-
'[14:12:12.864]',0.422,-,0.780,71.823,-,-
'[14:12:12.872]',0.422,-,0.795,71.823,-,-
'[14:12:12.880]',0.438,-,0.803,71.094,-,-
'[14:12:12.888]',0.445,-,0.811,71.094,-,-
'[14:12:12.896]',0.461,-,0.819,71.823,-,-
'[14:12:12.904]',0.477,-,0.835,73.281,-,-
'[14:12:12.912]',0.492,-,0.850,75.833,-,-
'[14:12:12.920]',0.500,-,0.858,81.302,-,-
'[14:12:12.928]',0.508,-,0.866,88.958,-,-
'[14:12:12.936]',0.516,-,0.874,98.437,-,-
'[14:12:12.944]',0.531,-,0.890,108.646,-,-
'[14:12:12.952]',0.547,-,0.890,119.583,-,-
'[14:12:12.960]',0.547,-,0.906,129.062,-,-
'[14:12:12.968]',0.547,-,0.906,135.989,-,-
'[14:12:12.976]',0.531,-,0.906,141.458,-,-
'[14:12:12.984]',0.523,-,0.898,143.646,-,-
'[14:12:12.992]',0.508,-,0.898,143.646,-,-
'[14:12:13.000]',0.500,-,0.882,142.917,-,-
'[14:12:13.008]',0.492,-,0.882,140.729,-,-
'[14:12:13.016]',0.492,-,0.874,138.177,-,-
'[14:12:13.024]',0.484,-,0.874,135.989,-,-
'[14:12:13.032]',0.484,-,0.874,134.531,-,-
'[14:12:13.040]',0.469,-,0.874,132.708,-,-
'[14:12:13.048]',0.477,-,0.874,132.708,-,-
'[14:12:13.056]',0.477,-,0.874,131.979,-,-
'[14:12:13.064]',0.484,-,0.874,131.979,-,-
'[14:12:13.072]',0.492,-,0.882,131.979,-,-
'[14:12:13.080]',0.500,-,0.890,131.250,-,-
'[14:12:13.088]',0.516,-,0.906,131.250,-,-
'[14:12:13.096]',0.516,-,0.906,130.521,-,-
'[14:12:13.104]',0.516,-,0.913,129.062,-,-
'[14:12:13.112]',0.516,-,0.929,127.239,-,-
'[14:12:13.120]',0.531,-,0.929,125.781,-,-
'[14:12:13.128]',0.539,-,0.929,124.323,-,-
'[14:12:13.136]',0.547,-,0.929,122.500,-,-
'[14:12:13.144]',0.539,-,0.929,120.312,-,-
'[14:12:13.152]',0.562,-,0.929,118.854,-,-
'[14:12:13.160]',0.547,-,0.921,116.302,-,-
'[14:12:13.168]',0.531,-,0.906,114.114,-,-
'[14:12:13.176]',0.508,-,0.906,111.562,-,-
'[14:12:13.184]',0.492,-,0.906,108.646,-,-
'[14:12:13.192]',0.461,-,0.906,104.635,-,-
'[14:12:13.200]',0.438,-,0.906,100.625,-,-
'[14:12:13.208]',0.430,-,0.906,96.250,-,-
'[14:12:13.216]',0.438,-,0.913,92.239,-,-
'[14:12:13.224]',0.430,-,0.921,88.229,-,-
'[14:12:13.232]',0.438,-,0.906,85.312,-,-
'[14:12:13.240]',0.438,-,0.906,82.760,-,-
'[14:12:13.248]',0.438,-,0.906,81.302,-,-
'[14:12:13.256]',0.422,-,0.913,81.302,-,-
'[14:12:13.264]',0.461,-,0.929,80.573,-,-
'[14:12:13.272]',0.531,-,0.976,81.302,-,-
'[14:12:13.280]',0.719,-,1.055,82.031,-,-
'[14:12:13.288]',0.938,-,1.126,82.760,-,-
'[14:12:13.296]',0.992,-,1.047,83.489,-,-
'[14:12:13.304]',0.844,-,0.906,84.219,-,-
'[14:12:13.312]',0.664,-,0.811,85.312,-,-
'[14:12:13.320]',0.547,-,0.780,85.312,-,-
'[14:12:13.328]',0.477,-,0.803,85.312,-,-
'[14:12:13.336]',0.438,-,0.819,84.219,-,-
'[14:12:13.344]',0.414,-,0.827,83.489,-,-
'[14:12:13.352]',0.398,-,0.819,82.760,-,-
'[14:12:13.360]',0.398,-,0.835,82.031,-,-
'[14:12:13.368]',0.398,-,0.827,81.302,-,-
'[14:12:13.376]',0.391,-,0.843,80.573,-,-
'[14:12:13.384]',0.398,-,0.850,78.750,-,-
'[14:12:13.392]',0.398,-,0.866,78.021,-,-
'[14:12:13.400]',0.398,-,0.866,76.562,-,-
'[14:12:13.408]',0.398,-,0.874,75.833,-,-
'[14:12:13.416]',0.398,-,0.874,75.104,-,-
'[14:12:13.424]',0.406,-,0.890,74.375,-,-
'[14:12:13.432]',0.414,-,0.890,73.281,-,-
'[14:12:13.440]',0.422,-,0.882,73.281,-,-
'[14:12:13.448]',0.438,-,0.866,72.552,-,-
'[14:12:13.456]',0.438,-,0.843,72.552,-,-
'[14:12:13.464]',0.445,-,0.835,71.823,-,-
'[14:12:13.472]',0.445,-,0.819,71.823,-,-
'[14:12:13.480]',0.461,-,0.811,71.094,-,-
'[14:12:13.488]',0.461,-,0.811,71.094,-,-
'[14:12:13.496]',0.469,-,0.811,70.365,-,-
'[14:12:13.504]',0.477,-,0.803,70.365,-,-
'[14:12:13.512]',0.477,-,0.811,71.094,-,-
'[14:12:13.520]',0.492,-,0.803,72.552,-,-
'[14:12:13.528]',0.500,-,0.811,75.833,-,-
'[14:12:13.536]',0.516,-,0.811,82.031,-,-
'[14:12:13.544]',0.516,-,0.819,90.781,-,-
'[14:12:13.552]',0.531,-,0.827,99.896,-,-
'[14:12:13.560]',0.547,-,0.835,110.104,-,-
'[14:12:13.568]',0.562,-,0.843,120.312,-,-
'[14:12:13.576]',0.562,-,0.858,129.062,-,-
'[14:12:13.584]',0.562,-,0.850,135.260,-,-
'[14:12:13.592]',0.547,-,0.850,138.906,-,-
'[14:12:13.600]',0.539,-,0.843,140.729,-,-
'[14:12:13.608]',0.516,-,0.835,140.729,-,-
'[14:12:13.616]',0.508,-,0.835,138.177,-,-
'[14:12:13.624]',0.492,-,0.827,135.989,-,-
'[14:12:13.632]',0.492,-,0.819,133.437,-,-
'[14:12:13.640]',0.492,-,0.819,131.250,-,-
'[14:12:13.648]',0.492,-,0.811,129.792,-,-
'[14:12:13.656]',0.484,-,0.811,127.969,-,-
'[14:12:13.664]',0.484,-,0.811,127.969,-,-
'[14:12:13.672]',0.484,-,0.811,127.239,-,-
'[14:12:13.680]',0.492,-,0.811,127.239,-,-
'[14:12:13.688]',0.492,-,0.811,127.239,-,-
'[14:12:13.696]',0.500,-,0.827,126.510,-,-
'[14:12:13.704]',0.516,-,0.835,126.510,-,-
'[14:12:13.712]',0.516,-,0.835,125.781,-,-
'[14:12:13.720]',0.531,-,0.843,124.323,-,-
'[14:12:13.728]',0.547,-,0.850,122.500,-,-
'[14:12:13.736]',0.555,-,0.850,121.042,-,-
'[14:12:13.744]',0.562,-,0.858,119.583,-,-
'[14:12:13.752]',0.562,-,0.843,117.031,-,-
'[14:12:13.760]',0.570,-,0.850,114.844,-,-
'[14:12:13.768]',0.562,-,0.835,112.656,-,-
'[14:12:13.776]',0.547,-,0.827,110.104,-,-
'[14:12:13.784]',0.531,-,0.819,107.917,-,-
'[14:12:13.792]',0.516,-,0.819,104.635,-,-
'[14:12:13.800]',0.500,-,0.811,100.625,-,-
'[14:12:13.808]',0.469,-,0.803,96.979,-,-
'[14:12:13.816]',0.461,-,0.803,92.969,-,-
'[14:12:13.824]',0.445,-,0.803,88.958,-,-
'[14:12:13.832]',0.445,-,0.803,86.042,-,-
'[14:12:13.840]',0.445,-,0.795,82.760,-,-
'[14:12:13.848]',0.453,-,0.803,81.302,-,-
'[14:12:13.856]',0.445,-,0.795,80.573,-,-
'[14:12:13.864]',0.438,-,0.803,79.844,-,-
'[14:12:13.872]',0.438,-,0.835,80.573,-,-
'[14:12:13.880]',0.500,-,0.866,80.573,-,-
'[14:12:13.888]',0.609,-,0.929,81.302,-,-
'[14:12:13.896]',0.836,-,1.031,82.031,-,-
'[14:12:13.904]',0.977,-,1.055,82.760,-,-
'[14:12:13.912]',0.906,-,0.913,83.489,-,-
'[14:12:13.920]',0.750,-,0.819,84.219,-,-
'[14:12:13.928]',0.586,-,0.756,84.219,-,-
'[14:12:13.936]',0.516,-,0.748,83.489,-,-
'[14:12:13.944]',0.461,-,0.795,83.489,-,-
'[14:12:13.952]',0.422,-,0.803,82.760,-,-
'[14:12:13.960]',0.414,-,0.811,82.031,-,-
'[14:12:13.968]',0.406,-,0.803,80.573,-,-
'[14:12:13.976]',0.398,-,0.819,79.844,-,-
'[14:12:13.984]',0.398,-,0.819,78.750,-,-
'[14:12:13.992]',0.398,-,0.819,77.292,-,-
'[14:12:14.000]',0.406,-,0.819,76.562,-,-
'[14:12:14.008]',0.406,-,0.827,75.833,-,-
'[14:12:14.016]',0.406,-,0.827,75.104,-,-
'[14:12:14.024]',0.406,-,0.835,74.375,-,-
'[14:12:14.032]',0.414,-,0.835,73.281,-,-
'[14:12:14.040]',0.406,-,0.835,72.552,-,-
'[14:12:14.048]',0.422,-,0.835,72.552,-,-
'[14:12:14.056]',0.422,-,0.835,71.823,-,-
'[14:12:14.064]',0.430,-,0.835,71.823,-,-
'[14:12:14.072]',0.430,-,0.835,71.094,-,-
'[14:12:14.080]',0.438,-,0.835,71.094,-,-
'[14:12:14.088]',0.445,-,0.835,70.365,-,-
'[14:12:14.096]',0.445,-,0.835,70.365,-,-
'[14:12:14.104]',0.445,-,0.835,69.635,-,-
'[14:12:14.112]',0.453,-,0.835,69.635,-,-
'[14:12:14.120]',0.461,-,0.843,69.635,-,-
'[14:12:14.128]',0.469,-,0.850,70.365,-,-
'[14:12:14.136]',0.484,-,0.850,72.552,-,-
'[14:12:14.144]',0.492,-,0.866,77.292,-,-
'[14:12:14.152]',0.500,-,0.866,84.219,-,-
'[14:12:14.160]',0.516,-,0.874,92.969,-,-
'[14:12:14.168]',0.523,-,0.882,103.177,-,-
'[14:12:14.176]',0.531,-,0.890,113.385,-,-
'[14:12:14.184]',0.547,-,0.898,122.500,-,-
'[14:12:14.192]',0.547,-,0.906,130.521,-,-
'[14:12:14.200]',0.555,-,0.906,135.989,-,-
'[14:12:14.208]',0.531,-,0.906,138.906,-,-
'[14:12:14.216]',0.516,-,0.898,140.000,-,-
'[14:12:14.224]',0.500,-,0.890,138.177,-,-
'[14:12:14.232]',0.500,-,0.890,136.719,-,-
'[14:12:14.240]',0.492,-,0.890,134.531,-,-
'[14:12:14.248]',0.484,-,0.890,131.250,-,-
'[14:12:14.256]',0.477,-,0.890,129.062,-,-
'[14:12:14.264]',0.484,-,0.882,127.239,-,-
'[14:12:14.272]',0.477,-,0.882,126.510,-,-
'[14:12:14.280]',0.484,-,0.890,125.781,-,-
'[14:12:14.288]',0.492,-,0.890,125.781,-,-
'[14:12:14.296]',0.492,-,0.890,125.052,-,-
'[14:12:14.304]',0.492,-,0.906,125.052,-,-
'[14:12:14.312]',0.516,-,0.913,124.323,-,-
'[14:12:14.320]',0.516,-,0.921,124.323,-,-
'[14:12:14.328]',0.516,-,0.921,123.594,-,-
'[14:12:14.336]',0.531,-,0.929,121.771,-,-
'[14:12:14.344]',0.539,-,0.929,120.312,-,-
'[14:12:14.352]',0.547,-,0.929,118.854,-,-
'[14:12:14.360]',0.547,-,0.929,117.031,-,-
'[14:12:14.368]',0.562,-,0.921,114.844,-,-
'[14:12:14.376]',0.562,-,0.929,112.656,-,-
'[14:12:14.384]',0.562,-,0.921,110.104,-,-
'[14:12:14.392]',0.531,-,0.906,107.917,-,-
'[14:12:14.400]',0.516,-,0.890,104.635,-,-
'[14:12:14.408]',0.492,-,0.890,101.719,-,-
'[14:12:14.416]',0.477,-,0.882,97.708,-,-
'[14:12:14.424]',0.445,-,0.874,93.698,-,-
'[14:12:14.432]',0.445,-,0.866,89.687,-,-
'[14:12:14.440]',0.445,-,0.874,86.042,-,-
'[14:12:14.448]',0.445,-,0.866,83.489,-,-
'[14:12:14.456]',0.445,-,0.874,81.302,-,-
'[14:12:14.464]',0.445,-,0.874,79.844,-,-
'[14:12:14.472]',0.445,-,0.874,79.844,-,-
'[14:12:14.480]',0.438,-,0.890,79.844,-,-
'[14:12:14.488]',0.445,-,0.921,79.844,-,-
'[14:12:14.496]',0.516,-,0.953,80.573,-,-
'[14:12:14.504]',0.672,-,1.031,81.302,-,-
'[14:12:14.512]',0.891,-,1.118,82.760,-,-
'[14:12:14.520]',0.977,-,1.071,82.760,-,-
'[14:12:14.528]',0.852,-,0.929,83.489,-,-
'[14:12:14.536]',0.703,-,0.850,83.489,-,-
'[14:12:14.544]',0.562,-,0.803,83.489,-,-
'[14:12:14.552]',0.492,-,0.835,83.489,-,-
'[14:12:14.560]',0.445,-,0.850,82.760,-,-
'[14:12:14.568]',0.422,-,0.850,82.031,-,-
'[14:12:14.576]',0.406,-,0.850,81.302,-,-
'[14:12:14.584]',0.406,-,0.850,79.844,-,-
'[14:12:14.592]',0.406,-,0.850,78.750,-,-
'[14:12:14.600]',0.406,-,0.850,78.021,-,-
'[14:12:14.608]',0.398,-,0.850,76.562,-,-
'[14:12:14.616]',0.406,-,0.843,75.833,-,-
'[14:12:14.624]',0.406,-,0.843,75.104,-,-
'[14:12:14.632]',0.406,-,0.835,74.375,-,-
'[14:12:14.640]',0.406,-,0.843,73.281,-,-
'[14:12:14.648]',0.414,-,0.835,72.552,-,-
'[14:12:14.656]',0.414,-,0.835,72.552,-,-
'[14:12:14.664]',0.422,-,0.835,71.823,-,-
'[14:12:14.672]',0.422,-,0.835,71.823,-,-
'[14:12:14.680]',0.430,-,0.835,71.094,-,-
'[14:12:14.688]',0.438,-,0.835,71.094,-,-
'[14:12:14.696]',0.438,-,0.835,70.365,-,-
'[14:12:14.704]',0.438,-,0.835,70.365,-,-
'[14:12:14.712]',0.445,-,0.835,69.635,-,-
'[14:12:14.720]',0.453,-,0.827,69.635,-,-
'[14:12:14.728]',0.461,-,0.835,69.635,-,-
'[14:12:14.736]',0.469,-,0.827,69.635,-,-
'[14:12:14.744]',0.477,-,0.835,71.094,-,-
'[14:12:14.752]',0.492,-,0.827,74.375,-,-
'[14:12:14.760]',0.500,-,0.835,78.750,-,-
'[14:12:14.768]',0.508,-,0.843,86.771,-,-
'[14:12:14.776]',0.516,-,0.858,96.250,-,-
'[14:12:14.784]',0.531,-,0.858,106.094,-,-
'[14:12:14.792]',0.547,-,0.866,116.302,-,-
'[14:12:14.800]',0.555,-,0.866,125.052,-,-
'[14:12:14.808]',0.547,-,0.874,131.979,-,-
'[14:12:14.816]',0.539,-,0.866,136.719,-,-
'[14:12:14.824]',0.531,-,0.866,138.906,-,-
'[14:12:14.832]',0.516,-,0.858,140.000,-,-
'[14:12:14.840]',0.500,-,0.858,138.177,-,-
'[14:12:14.848]',0.500,-,0.843,135.989,-,-
'[14:12:14.856]',0.492,-,0.843,132.708,-,-
'[14:12:14.864]',0.492,-,0.835,130.521,-,-
'[14:12:14.872]',0.492,-,0.835,127.969,-,-
'[14:12:14.880]',0.492,-,0.835,127.239,-,-
'[14:12:14.888]',0.477,-,0.835,126.510,-,-
'[14:12:14.896]',0.484,-,0.843,125.781,-,-
'[14:12:14.904]',0.492,-,0.835,125.781,-,-
'[14:12:14.912]',0.484,-,0.850,125.781,-,-
'[14:12:14.920]',0.500,-,0.858,125.781,-,-
'[14:12:14.928]',0.516,-,0.866,125.052,-,-
'[14:12:14.936]',0.516,-,0.866,124.323,-,-
'[14:12:14.944]',0.516,-,0.874,122.500,-,-
'[14:12:14.952]',0.531,-,0.882,121.771,-,-
'[14:12:14.960]',0.539,-,0.890,120.312,-,-
'[14:12:14.968]',0.547,-,0.890,118.854,-,-
'[14:12:14.976]',0.547,-,0.890,116.302,-,-
'[14:12:14.984]',0.562,-,0.882,114.844,-,-
'[14:12:14.992]',0.562,-,0.890,112.656,-,-
'[14:12:15.000]',0.555,-,0.858,110.104,-,-
'[14:12:15.008]',0.531,-,0.850,107.917,-,-
'[14:12:15.016]',0.516,-,0.835,104.635,-,-
'[14:12:15.024]',0.492,-,0.835,101.719,-,-
'[14:12:15.032]',0.469,-,0.819,97.708,-,-
'[14:12:15.040]',0.445,-,0.819,93.698,-,-
'[14:12:15.048]',0.445,-,0.811,89.687,-,-
'[14:12:15.056]',0.445,-,0.811,86.771,-,-
