'Time','II','AVR','V','RESP','PLETH','ABP','CVP','UAP'
'[14:04:02.424]',0.525,0.475,0.505,-0.010,1.317,99.681,37.004,110.971
'[14:04:02.432]',0.525,0.475,0.510,-0.012,1.297,103.745,37.004,110.971
'[14:04:02.440]',0.515,0.480,0.500,-0.013,1.278,107.300,37.004,110.971
'[14:04:02.448]',0.495,0.490,0.505,-0.015,1.258,109.879,37.004,110.971
'[14:04:02.456]',0.485,0.500,0.490,-0.016,1.239,111.560,37.004,110.971
'[14:04:02.464]',0.480,0.490,0.500,-0.017,1.222,112.693,37.004,110.927
'[14:04:02.472]',0.470,0.510,0.495,-0.019,1.204,113.670,37.004,110.927
'[14:04:02.480]',0.470,0.500,0.495,-0.020,1.188,114.607,37.004,110.971
'[14:04:02.488]',0.465,0.510,0.490,-0.022,1.171,115.428,37.004,110.971
'[14:04:02.496]',0.455,0.510,0.495,-0.024,1.155,115.819,37.004,110.971
'[14:04:02.504]',0.460,0.510,0.490,-0.025,1.146,115.858,37.004,110.971
'[14:04:02.512]',0.455,0.505,0.500,-0.027,1.140,115.623,37.004,110.971
'[14:04:02.520]',0.450,0.515,0.495,-0.028,1.131,115.115,37.004,110.971
'[14:04:02.528]',0.455,0.515,0.500,-0.029,1.121,114.451,37.004,110.971
'[14:04:02.536]',0.460,0.510,0.495,-0.029,1.111,113.631,37.004,110.971
'[14:04:02.544]',0.460,0.510,0.500,-0.030,1.102,112.615,37.004,110.971
'[14:04:02.552]',0.465,0.505,0.495,-0.030,1.092,111.364,37.004,110.971
'[14:04:02.560]',0.465,0.500,0.505,-0.030,1.083,109.918,37.004,110.927
'[14:04:02.568]',0.470,0.495,0.495,-0.030,1.074,108.238,37.004,110.927
'[14:04:02.576]',0.465,0.515,0.500,-0.030,1.065,106.441,37.004,110.927
'[14:04:02.584]',0.470,0.495,0.495,-0.029,1.056,104.292,37.004,110.927
'[14:04:02.592]',0.470,0.500,0.500,-0.028,1.046,101.986,37.004,110.927
'[14:04:02.600]',0.465,0.510,0.495,-0.027,1.037,99.368,37.004,110.927
'[14:04:02.608]',0.460,0.515,0.490,-0.026,1.037,96.320,37.004,110.927
'[14:04:02.616]',0.470,0.500,0.495,-0.024,1.048,92.921,37.004,110.971
'[14:04:02.624]',0.460,0.510,0.495,-0.023,1.073,89.248,37.004,110.971
'[14:04:02.632]',0.460,0.515,0.500,-0.021,1.123,85.536,37.004,110.971
'[14:04:02.640]',0.465,0.510,0.490,-0.019,1.204,82.136,37.004,110.927
'[14:04:02.648]',0.470,0.505,0.495,-0.017,1.319,79.127,37.004,110.927
'[14:04:02.656]',0.470,0.515,0.490,-0.015,1.462,76.665,37.004,110.927
'[14:04:02.664]',0.455,0.515,0.495,-0.013,1.630,74.868,37.004,110.927
'[14:04:02.672]',0.450,0.520,0.490,-0.011,1.810,73.500,37.004,110.927
'[14:04:02.680]',0.465,0.505,0.495,-0.009,1.992,72.445,37.004,110.927
'[14:04:02.688]',0.480,0.490,0.495,-0.007,2.164,71.547,37.004,110.927
'[14:04:02.696]',0.495,0.485,0.515,-0.004,2.320,70.882,37.004,110.971
'[14:04:02.704]',0.495,0.485,0.510,-0.002,2.440,70.257,37.004,110.927
'[14:04:02.712]',0.510,0.470,0.520,0.001,2.534,69.749,37.004,110.927
'[14:04:02.720]',0.490,0.485,0.515,0.004,2.622,69.358,37.004,110.927
'[14:04:02.728]',0.480,0.490,0.525,0.007,2.698,69.163,37.004,110.927
'[14:04:02.736]',0.470,0.490,0.520,0.010,2.761,69.007,37.004,110.927
'[14:04:02.744]',0.460,0.495,0.530,0.013,2.812,68.850,37.004,110.971
'[14:04:02.752]',0.465,0.490,0.505,0.015,2.852,68.733,37.004,110.971
'[14:04:02.760]',0.470,0.490,0.510,0.017,2.884,68.538,37.004,110.971
'[14:04:02.768]',0.465,0.485,0.485,0.018,2.907,68.303,37.004,110.971
'[14:04:02.776]',0.440,0.505,0.480,0.020,2.922,67.991,37.004,110.971
'[14:04:02.784]',0.440,0.515,0.470,0.022,2.930,67.678,37.004,110.971
'[14:04:02.792]',0.445,0.515,0.470,0.024,2.931,67.287,37.004,110.971
'[14:04:02.800]',0.435,0.515,0.470,0.026,2.926,66.936,37.004,110.971
'[14:04:02.808]',0.425,0.525,0.470,0.027,2.914,66.545,37.004,110.971
'[14:04:02.816]',0.430,0.520,0.470,0.028,2.896,66.037,37.004,110.971
'[14:04:02.824]',0.425,0.525,0.470,0.030,2.877,65.568,37.004,110.971
'[14:04:02.832]',0.420,0.535,0.465,0.031,2.852,64.982,37.004,110.971
'[14:04:02.840]',0.455,0.520,0.480,0.032,2.824,64.435,37.004,110.971
'[14:04:02.848]',0.590,0.460,0.500,0.032,2.790,63.810,37.004,110.971
'[14:04:02.856]',0.890,0.265,0.450,0.033,2.750,63.185,37.004,110.971
'[14:04:02.864]',1.240,-0.055,0.425,0.033,2.703,62.481,37.004,110.971
'[14:04:02.872]',1.290,-0.250,0.400,0.033,2.650,61.856,37.004,110.971
'[14:04:02.880]',0.915,-0.085,0.380,0.034,2.591,61.192,37.004,110.971
'[14:04:02.888]',0.155,0.475,0.670,0.034,2.527,60.567,37.004,110.971
'[14:04:02.896]',-0.035,0.695,0.730,0.034,2.457,59.980,37.004,110.971
'[14:04:02.904]',0.065,0.720,0.595,0.034,2.390,59.472,37.004,110.971
'[14:04:02.912]',0.225,0.635,0.530,0.034,2.326,58.925,37.004,110.971
'[14:04:02.920]',0.310,0.605,0.475,0.034,2.253,58.417,37.004,110.971
'[14:04:02.928]',0.345,0.595,0.470,0.034,2.179,57.909,37.004,111.073
'[14:04:02.936]',0.365,0.585,0.455,0.034,2.106,57.440,37.004,111.073
'[14:04:02.944]',0.380,0.575,0.460,0.034,2.035,56.854,37.004,111.073
'[14:04:02.952]',0.390,0.585,0.450,0.034,1.970,56.346,37.004,111.073
'[14:04:02.960]',0.400,0.570,0.455,0.034,1.910,55.877,37.004,111.073
'[14:04:02.968]',0.405,0.565,0.450,0.034,1.856,55.409,37.004,111.073
'[14:04:02.976]',0.410,0.560,0.455,0.034,1.808,55.057,37.004,110.971
'[14:04:02.984]',0.410,0.565,0.450,0.034,1.767,54.666,37.004,110.971
'[14:04:02.992]',0.405,0.560,0.445,0.034,1.732,54.354,37.004,110.971
'[14:04:03.000]',0.410,0.560,0.455,0.034,1.706,54.002,37.004,110.971
'[14:04:03.008]',0.405,0.565,0.445,0.034,1.685,53.689,37.004,110.971
'[14:04:03.016]',0.420,0.560,0.450,0.034,1.665,53.377,37.004,110.971
'[14:04:03.024]',0.420,0.555,0.455,0.033,1.646,53.064,37.004,110.971
'[14:04:03.032]',0.420,0.550,0.450,0.033,1.629,52.673,37.004,110.971
'[14:04:03.040]',0.420,0.555,0.445,0.032,1.612,52.439,37.004,110.971
'[14:04:03.048]',0.435,0.540,0.460,0.031,1.597,52.165,37.004,110.971
'[14:04:03.056]',0.440,0.545,0.455,0.030,1.582,51.931,37.004,110.971
'[14:04:03.064]',0.450,0.530,0.465,0.029,1.566,51.696,37.004,111.073
'[14:04:03.072]',0.460,0.535,0.460,0.029,1.550,51.423,37.004,111.073
'[14:04:03.080]',0.470,0.525,0.470,0.028,1.535,51.110,37.004,111.073
'[14:04:03.088]',0.480,0.515,0.450,0.028,1.518,50.798,37.004,110.971
'[14:04:03.096]',0.495,0.510,0.460,0.027,1.500,50.759,37.004,110.971
'[14:04:03.104]',0.505,0.505,0.450,0.027,1.487,51.384,37.004,110.971
'[14:04:03.112]',0.525,0.490,0.470,0.026,1.474,53.377,37.004,110.971
'[14:04:03.120]',0.530,0.490,0.470,0.026,1.458,57.558,37.004,111.073
'[14:04:03.128]',0.545,0.475,0.485,0.025,1.441,64.318,37.004,111.073
'[14:04:03.136]',0.545,0.485,0.475,0.025,1.422,72.602,37.004,111.073
'[14:04:03.144]',0.540,0.475,0.485,0.024,1.403,80.495,37.004,111.073
'[14:04:03.152]',0.550,0.475,0.470,0.023,1.383,86.239,37.004,111.073
'[14:04:03.160]',0.545,0.465,0.485,0.023,1.363,89.795,37.004,111.073
'[14:04:03.168]',0.540,0.465,0.475,0.021,1.342,92.374,37.004,111.073
'[14:04:03.176]',0.540,0.465,0.475,0.020,1.322,95.226,37.004,111.073
'[14:04:03.184]',0.535,0.460,0.460,0.019,1.301,98.938,37.004,110.971
'[14:04:03.192]',0.520,0.470,0.470,0.017,1.281,102.924,37.004,110.971
'[14:04:03.200]',0.500,0.490,0.460,0.016,1.265,106.441,37.004,111.073
'[14:04:03.208]',0.495,0.495,0.470,0.014,1.252,108.981,37.004,111.073
'[14:04:03.216]',0.490,0.490,0.455,0.013,1.237,110.700,37.004,111.073
'[14:04:03.224]',0.475,0.500,0.455,0.011,1.220,111.950,37.004,111.073
'[14:04:03.232]',0.470,0.500,0.445,0.010,1.203,112.927,37.004,111.073
'[14:04:03.240]',0.470,0.505,0.455,0.009,1.188,113.865,37.004,111.073
'[14:04:03.248]',0.465,0.510,0.460,0.008,1.172,114.607,37.004,111.073
'[14:04:03.256]',0.460,0.500,0.455,0.006,1.157,114.998,37.004,111.073
'[14:04:03.264]',0.445,0.515,0.445,0.005,1.143,115.076,37.004,111.073
'[14:04:03.272]',0.450,0.515,0.445,0.003,1.130,114.803,37.004,111.073
'[14:04:03.280]',0.460,0.505,0.455,0.002,1.118,114.295,37.004,111.073
'[14:04:03.288]',0.465,0.510,0.450,0.002,1.107,113.631,37.004,111.073
'[14:04:03.296]',0.465,0.505,0.455,0.002,1.096,112.732,37.004,111.073
'[14:04:03.304]',0.470,0.500,0.450,0.002,1.090,111.755,37.004,111.073
'[14:04:03.312]',0.470,0.495,0.450,0.002,1.087,110.544,37.004,111.073
'[14:04:03.320]',0.470,0.505,0.445,0.003,1.081,109.176,37.004,111.073
'[14:04:03.328]',0.480,0.490,0.450,0.004,1.074,107.574,37.004,111.073
'[14:04:03.336]',0.485,0.490,0.445,0.005,1.066,105.698,37.004,111.073
'[14:04:03.344]',0.475,0.495,0.450,0.008,1.058,103.627,37.004,111.073
'[14:04:03.352]',0.480,0.490,0.445,0.010,1.048,101.166,37.004,111.073
'[14:04:03.360]',0.470,0.500,0.445,0.014,1.038,98.352,37.004,111.073
'[14:04:03.368]',0.480,0.490,0.440,0.017,1.034,95.187,37.004,111.073
'[14:04:03.376]',0.485,0.490,0.450,0.021,1.043,91.670,37.004,111.073
'[14:04:03.384]',0.475,0.500,0.455,0.025,1.072,87.997,37.004,111.117
'[14:04:03.392]',0.475,0.500,0.445,0.029,1.130,84.363,37.004,111.117
'[14:04:03.400]',0.470,0.505,0.445,0.033,1.204,81.003,37.004,111.117
'[14:04:03.408]',0.470,0.505,0.445,0.039,1.300,78.111,37.004,111.117
'[14:04:03.416]',0.475,0.490,0.435,0.045,1.433,75.884,37.004,111.073
'[14:04:03.424]',0.460,0.505,0.440,0.052,1.594,74.243,37.004,111.073
'[14:04:03.432]',0.470,0.495,0.445,0.060,1.771,72.992,37.004,111.073
'[14:04:03.440]',0.470,0.500,0.445,0.067,1.951,72.055,37.004,111.073
'[14:04:03.448]',0.495,0.480,0.455,0.076,2.124,71.195,37.004,111.073
'[14:04:03.456]',0.500,0.470,0.445,0.084,2.283,70.492,37.004,111.117
'[14:04:03.464]',0.505,0.475,0.470,0.092,2.421,69.866,37.004,111.073
'[14:04:03.472]',0.515,0.465,0.455,0.100,2.539,69.437,37.004,111.073
'[14:04:03.480]',0.510,0.470,0.475,0.107,2.635,69.124,37.004,111.073
'[14:04:03.488]',0.490,0.480,0.470,0.114,2.713,68.929,37.004,111.073
'[14:04:03.496]',0.480,0.485,0.490,0.121,2.774,68.811,37.004,111.073
'[14:04:03.504]',0.480,0.490,0.475,0.128,2.815,68.694,37.004,111.117
'[14:04:03.512]',0.470,0.485,0.455,0.134,2.842,68.538,37.004,111.117
'[14:04:03.520]',0.475,0.490,0.445,0.141,2.866,68.303,37.004,111.117
'[14:04:03.528]',0.465,0.480,0.435,0.148,2.887,68.069,37.004,111.117
'[14:04:03.536]',0.450,0.505,0.425,0.153,2.900,67.795,37.004,111.117
'[14:04:03.544]',0.445,0.505,0.430,0.159,2.908,67.483,37.004,111.117
'[14:04:03.552]',0.445,0.515,0.425,0.164,2.910,67.131,37.004,111.117
'[14:04:03.560]',0.435,0.515,0.435,0.169,2.906,66.740,37.004,111.117
'[14:04:03.568]',0.430,0.520,0.425,0.173,2.896,66.350,37.004,111.117
'[14:04:03.576]',0.435,0.525,0.435,0.177,2.882,65.920,37.004,111.117
'[14:04:03.584]',0.440,0.525,0.425,0.181,2.862,65.412,37.004,111.117
'[14:04:03.592]',0.440,0.525,0.425,0.184,2.838,64.865,37.004,111.117
'[14:04:03.600]',0.525,0.495,0.445,0.188,2.808,64.240,37.004,111.117
'[14:04:03.608]',0.720,0.375,0.425,0.191,2.775,63.693,37.004,111.117
'[14:04:03.616]',1.120,0.090,0.360,0.194,2.736,63.106,37.004,111.117
'[14:04:03.624]',1.295,-0.170,0.355,0.197,2.691,62.559,37.004,111.117
'[14:04:03.632]',1.140,-0.235,0.320,0.200,2.640,61.934,37.004,111.117
'[14:04:03.640]',0.555,0.210,0.500,0.202,2.584,61.309,37.004,111.117
'[14:04:03.648]',0.055,0.630,0.695,0.205,2.520,60.684,37.004,111.117
'[14:04:03.656]',0.000,0.725,0.615,0.207,2.451,60.059,37.004,111.117
'[14:04:03.664]',0.140,0.680,0.530,0.210,2.377,59.472,37.004,111.117
'[14:04:03.672]',0.265,0.630,0.460,0.212,2.302,58.925,37.004,111.117
'[14:04:03.680]',0.345,0.585,0.420,0.215,2.226,58.378,37.004,111.117
'[14:04:03.688]',0.375,0.580,0.410,0.217,2.154,57.870,37.004,111.073
'[14:04:03.696]',0.390,0.560,0.420,0.219,2.088,57.440,37.004,111.073
'[14:04:03.704]',0.400,0.565,0.410,0.221,2.028,56.933,37.004,111.073
'[14:04:03.712]',0.400,0.570,0.415,0.223,1.975,56.425,37.004,111.073
'[14:04:03.720]',0.400,0.570,0.410,0.226,1.919,55.917,37.004,111.073
'[14:04:03.728]',0.400,0.565,0.415,0.228,1.866,55.409,37.004,111.117
'[14:04:03.736]',0.410,0.560,0.405,0.231,1.818,54.940,37.004,111.117
'[14:04:03.744]',0.400,0.560,0.415,0.234,1.776,54.432,37.004,111.117
'[14:04:03.752]',0.410,0.560,0.405,0.237,1.740,54.002,37.004,111.117
'[14:04:03.760]',0.415,0.550,0.420,0.240,1.710,53.533,37.004,111.117
'[14:04:03.768]',0.420,0.545,0.425,0.244,1.684,53.220,37.004,111.117
'[14:04:03.776]',0.415,0.535,0.435,0.247,1.662,52.908,37.004,111.117
'[14:04:03.784]',0.430,0.540,0.420,0.250,1.642,52.673,37.004,111.117
'[14:04:03.792]',0.420,0.545,0.425,0.253,1.625,52.439,37.004,111.073
'[14:04:03.800]',0.430,0.535,0.425,0.257,1.612,52.165,37.004,111.073
'[14:04:03.808]',0.430,0.535,0.435,0.260,1.602,51.853,37.004,111.117
'[14:04:03.816]',0.435,0.535,0.430,0.263,1.590,51.540,37.004,111.117
'[14:04:03.824]',0.450,0.520,0.445,0.265,1.577,51.188,37.004,111.117
'[14:04:03.832]',0.460,0.525,0.435,0.267,1.563,50.876,37.004,111.168
'[14:04:03.840]',0.465,0.515,0.440,0.270,1.549,50.602,37.004,111.168
'[14:04:03.848]',0.480,0.505,0.445,0.272,1.534,50.446,37.004,111.117
'[14:04:03.856]',0.495,0.495,0.440,0.274,1.517,50.563,37.004,111.117
'[14:04:03.864]',0.495,0.495,0.450,0.276,1.500,51.423,37.004,111.117
'[14:04:03.872]',0.510,0.485,0.445,0.277,1.481,53.846,37.004,111.117
'[14:04:03.880]',0.515,0.480,0.460,0.278,1.461,58.535,37.004,111.117
'[14:04:03.888]',0.515,0.490,0.465,0.279,1.441,65.568,37.004,111.117
'[14:04:03.896]',0.520,0.490,0.470,0.280,1.420,73.735,37.004,111.117
'[14:04:03.904]',0.515,0.490,0.470,0.281,1.404,81.120,37.004,111.117
'[14:04:03.912]',0.525,0.480,0.480,0.281,1.390,86.317,37.004,111.117
'[14:04:03.920]',0.530,0.480,0.475,0.281,1.373,89.560,37.004,111.117
'[14:04:03.928]',0.520,0.475,0.470,0.281,1.355,92.100,37.004,111.117
'[14:04:03.936]',0.520,0.480,0.470,0.280,1.335,95.109,37.004,111.168
'[14:04:03.944]',0.515,0.470,0.470,0.279,1.315,98.860,37.004,111.168
'[14:04:03.952]',0.510,0.475,0.465,0.278,1.295,102.690,37.004,111.168
'[14:04:03.960]',0.500,0.480,0.470,0.277,1.276,105.816,37.004,111.168
'[14:04:03.968]',0.495,0.490,0.470,0.276,1.256,107.926,37.004,111.168
'[14:04:03.976]',0.485,0.490,0.470,0.275,1.238,109.254,37.004,111.117
'[14:04:03.984]',0.470,0.495,0.470,0.273,1.219,110.114,37.004,111.117
'[14:04:03.992]',0.470,0.500,0.470,0.272,1.201,110.856,37.004,111.117
'[14:04:04.000]',0.475,0.490,0.470,0.270,1.189,111.677,37.004,111.117
'[14:04:04.008]',0.470,0.500,0.475,0.269,1.179,112.302,37.004,111.117
'[14:04:04.016]',0.470,0.495,0.475,0.267,1.166,112.693,37.004,111.117
'[14:04:04.024]',0.465,0.500,0.485,0.266,1.152,112.576,37.004,111.117
'[14:04:04.032]',0.470,0.495,0.490,0.265,1.139,112.107,37.004,111.117
'[14:04:04.040]',0.465,0.500,0.495,0.264,1.125,111.481,37.004,111.117
'[14:04:04.048]',0.465,0.500,0.490,0.264,1.112,110.622,37.004,111.117
'[14:04:04.056]',0.460,0.510,0.495,0.264,1.102,109.684,37.004,111.073
'[14:04:04.064]',0.465,0.500,0.500,0.265,1.091,108.551,37.004,111.073
'[14:04:04.072]',0.460,0.510,0.495,0.266,1.081,107.261,37.004,111.073
'[14:04:04.080]',0.465,0.500,0.505,0.268,1.072,105.816,37.004,111.117
'[14:04:04.088]',0.465,0.505,0.500,0.271,1.064,104.135,37.004,111.073
'[14:04:04.096]',0.470,0.490,0.510,0.274,1.054,102.182,37.004,111.073
'[14:04:04.104]',0.475,0.490,0.500,0.278,1.049,99.876,37.004,111.073
'[14:04:04.112]',0.470,0.495,0.505,0.281,1.045,97.180,37.004,111.073
'[14:04:04.120]',0.470,0.495,0.500,0.284,1.038,94.171,37.004,111.073
'[14:04:04.128]',0.475,0.485,0.505,0.288,1.034,90.850,37.004,111.117
'[14:04:04.136]',0.465,0.500,0.500,0.292,1.041,87.372,37.004,111.117
'[14:04:04.144]',0.470,0.490,0.515,0.297,1.067,83.933,37.004,111.117
'[14:04:04.152]',0.470,0.495,0.510,0.302,1.120,80.729,37.004,111.117
'[14:04:04.160]',0.460,0.500,0.520,0.308,1.206,78.072,37.004,111.073
'[14:04:04.168]',0.465,0.500,0.515,0.314,1.326,76.001,37.004,111.073
'[14:04:04.176]',0.475,0.485,0.525,0.319,1.477,74.477,37.004,111.073
'[14:04:04.184]',0.485,0.480,0.520,0.325,1.650,73.500,37.004,111.073
'[14:04:04.192]',0.500,0.470,0.540,0.331,1.835,72.602,37.004,111.117
'[14:04:04.200]',0.505,0.465,0.540,0.336,1.996,71.859,37.004,111.073
'[14:04:04.208]',0.515,0.460,0.550,0.341,2.140,71.039,37.004,111.073
'[14:04:04.216]',0.500,0.470,0.550,0.347,2.287,70.413,37.004,111.073
'[14:04:04.224]',0.490,0.475,0.565,0.353,2.423,69.984,37.004,111.073
'[14:04:04.232]',0.465,0.490,0.565,0.359,2.541,69.671,37.004,111.073
'[14:04:04.240]',0.450,0.500,0.565,0.364,2.637,69.554,37.004,111.073
'[14:04:04.248]',0.455,0.500,0.550,0.369,2.716,69.476,37.004,111.073
'[14:04:04.256]',0.465,0.490,0.555,0.374,2.778,69.358,37.004,111.073
'[14:04:04.264]',0.460,0.495,0.540,0.380,2.826,69.241,37.004,111.073
'[14:04:04.272]',0.445,0.505,0.525,0.384,2.862,69.007,37.004,111.073
'[14:04:04.280]',0.435,0.515,0.520,0.388,2.889,68.694,37.004,111.073
'[14:04:04.288]',0.430,0.520,0.525,0.392,2.907,68.382,37.004,111.073
'[14:04:04.296]',0.425,0.515,0.530,0.396,2.918,68.069,37.004,111.073
'[14:04:04.304]',0.415,0.535,0.525,0.398,2.918,67.678,37.004,111.073
'[14:04:04.312]',0.420,0.530,0.535,0.400,2.911,67.287,37.004,111.073
'[14:04:04.320]',0.420,0.530,0.525,0.400,2.901,66.819,37.004,111.073
'[14:04:04.328]',0.420,0.535,0.530,0.401,2.889,66.311,37.004,111.073
'[14:04:04.336]',0.440,0.525,0.520,0.400,2.871,65.803,37.004,111.073
'[14:04:04.344]',0.545,0.480,0.560,0.400,2.848,65.256,37.004,111.073
'[14:04:04.352]',0.815,0.315,0.530,0.400,2.821,64.630,37.004,111.073
'[14:04:04.360]',1.170,0.035,0.520,0.399,2.789,64.005,37.004,111.073
'[14:04:04.368]',1.285,-0.180,0.540,0.396,2.752,63.380,37.004,110.971
'[14:04:04.376]',1.060,-0.210,0.525,0.394,2.709,62.677,37.004,110.971
'[14:04:04.384]',0.300,0.375,0.715,0.390,2.659,61.973,37.004,111.073
'[14:04:04.392]',-0.020,0.660,0.765,0.386,2.602,61.309,37.004,111.073
'[14:04:04.400]',0.055,0.695,0.635,0.381,2.546,60.684,37.004,111.073
'[14:04:04.408]',0.205,0.640,0.575,0.376,2.489,60.059,37.004,111.073
'[14:04:04.416]',0.295,0.605,0.520,0.371,2.421,59.472,37.004,110.971
'[14:04:04.424]',0.350,0.585,0.525,0.366,2.350,58.925,37.004,110.971
'[14:04:04.432]',0.370,0.580,0.520,0.360,2.276,58.417,37.004,111.073
'[14:04:04.440]',0.380,0.570,0.520,0.355,2.200,57.988,37.004,111.073
'[14:04:04.448]',0.390,0.570,0.515,0.350,2.127,57.480,37.004,111.073
'[14:04:04.456]',0.380,0.575,0.515,0.346,2.059,57.050,37.004,111.073
'[14:04:04.464]',0.390,0.570,0.510,0.340,1.996,56.620,37.004,111.073
'[14:04:04.472]',0.400,0.560,0.505,0.335,1.940,56.190,37.004,111.073
'[14:04:04.480]',0.410,0.550,0.515,0.329,1.891,55.799,37.004,111.073
'[14:04:04.488]',0.405,0.555,0.510,0.323,1.849,55.409,37.004,111.073
'[14:04:04.496]',0.415,0.545,0.520,0.318,1.813,55.057,37.004,111.073
'[14:04:04.504]',0.405,0.560,0.510,0.314,1.786,54.666,37.004,111.073
'[14:04:04.512]',0.405,0.555,0.520,0.310,1.764,54.314,37.004,111.073
'[14:04:04.520]',0.420,0.550,0.515,0.306,1.744,54.002,37.004,111.073
'[14:04:04.528]',0.420,0.545,0.520,0.302,1.725,53.689,37.004,111.073
'[14:04:04.536]',0.420,0.550,0.520,0.298,1.708,53.377,37.004,111.073
'[14:04:04.544]',0.440,0.525,0.530,0.293,1.692,53.064,37.004,111.073
'[14:04:04.552]',0.445,0.530,0.520,0.288,1.676,52.751,37.004,111.073
'[14:04:04.560]',0.445,0.535,0.530,0.283,1.662,52.439,37.004,111.073
'[14:04:04.568]',0.470,0.520,0.530,0.279,1.647,52.165,37.004,111.073
'[14:04:04.576]',0.470,0.515,0.540,0.274,1.632,51.814,37.004,111.073
'[14:04:04.584]',0.485,0.515,0.535,0.269,1.617,51.540,37.004,111.073
'[14:04:04.592]',0.495,0.505,0.545,0.265,1.602,51.501,37.004,111.073
'[14:04:04.600]',0.515,0.490,0.540,0.260,1.589,52.126,37.004,111.073
'[14:04:04.608]',0.520,0.485,0.550,0.256,1.577,54.158,37.004,111.073
'[14:04:04.616]',0.535,0.480,0.545,0.251,1.561,58.417,37.004,111.073
'[14:04:04.624]',0.540,0.480,0.560,0.247,1.543,65.177,37.004,111.073
'[14:04:04.632]',0.540,0.485,0.550,0.243,1.523,73.618,37.004,111.073
'[14:04:04.640]',0.560,0.460,0.560,0.238,1.502,81.667,37.004,111.073
'[14:04:04.648]',0.565,0.465,0.565,0.233,1.481,87.607,37.004,111.073
'[14:04:04.656]',0.550,0.465,0.565,0.229,1.459,91.319,37.004,111.073
'[14:04:04.664]',0.555,0.460,0.560,0.224,1.437,93.937,37.004,111.073
'[14:04:04.672]',0.540,0.465,0.565,0.219,1.414,96.945,37.004,111.073
'[14:04:04.680]',0.535,0.465,0.560,0.214,1.391,100.736,37.004,111.073
'[14:04:04.688]',0.525,0.475,0.560,0.208,1.369,104.800,37.004,111.073
'[14:04:04.696]',0.510,0.475,0.555,0.203,1.351,108.355,37.004,111.073
'[14:04:04.704]',0.485,0.500,0.545,0.197,1.336,110.934,37.004,111.073
'[14:04:04.712]',0.500,0.485,0.555,0.191,1.319,112.615,37.004,111.073
'[14:04:04.720]',0.485,0.490,0.545,0.183,1.300,113.826,37.004,110.971
'[14:04:04.728]',0.470,0.495,0.550,0.177,1.283,114.920,37.004,110.971
'[14:04:04.736]',0.455,0.515,0.540,0.169,1.265,115.936,37.004,110.971
'[14:04:04.744]',0.465,0.500,0.550,0.161,1.248,116.796,37.004,110.971
'[14:04:04.752]',0.455,0.510,0.545,0.154,1.232,117.304,37.004,110.927
'[14:04:04.760]',0.445,0.510,0.545,0.147,1.216,117.382,37.004,110.927
'[14:04:04.768]',0.445,0.515,0.540,0.140,1.200,117.069,37.004,110.927
'[14:04:04.776]',0.455,0.500,0.550,0.133,1.186,116.561,37.004,110.927
'[14:04:04.784]',0.460,0.495,0.540,0.128,1.172,115.858,37.004,110.927
'[14:04:04.792]',0.450,0.515,0.545,0.122,1.159,115.115,37.004,110.927
'[14:04:04.800]',0.465,0.500,0.545,0.117,1.152,114.178,37.004,110.927
'[14:04:04.808]',0.460,0.505,0.550,0.112,1.149,113.044,37.004,110.927
'[14:04:04.816]',0.460,0.505,0.540,0.107,1.142,111.677,37.004,110.927
'[14:04:04.824]',0.465,0.510,0.540,0.103,1.134,110.114,37.004,110.927
'[14:04:04.832]',0.470,0.495,0.545,0.099,1.125,108.316,37.004,110.927
'[14:04:04.840]',0.475,0.495,0.540,0.095,1.114,106.441,37.004,110.927
'[14:04:04.848]',0.475,0.495,0.550,0.091,1.103,104.253,37.004,110.927
'[14:04:04.856]',0.460,0.515,0.545,0.087,1.092,101.869,37.004,110.971
'[14:04:04.864]',0.460,0.515,0.540,0.084,1.087,99.134,37.004,110.971
'[14:04:04.872]',0.470,0.500,0.550,0.081,1.095,96.008,37.004,110.971
'[14:04:04.880]',0.465,0.505,0.555,0.078,1.122,92.491,37.004,110.971
'[14:04:04.888]',0.470,0.505,0.545,0.075,1.177,88.740,37.004,110.971
'[14:04:04.896]',0.470,0.500,0.550,0.073,1.248,85.067,37.004,111.073
'[14:04:04.904]',0.465,0.505,0.540,0.071,1.342,81.667,37.004,111.073
'[14:04:04.912]',0.470,0.495,0.550,0.068,1.474,78.815,37.004,111.073
'[14:04:04.920]',0.455,0.515,0.540,0.067,1.635,76.548,37.004,111.073
'[14:04:04.928]',0.460,0.505,0.545,0.064,1.815,74.868,37.004,111.073
'[14:04:04.936]',0.465,0.505,0.540,0.062,2.000,73.696,37.004,111.073
'[14:04:04.944]',0.480,0.485,0.560,0.059,2.180,72.758,37.004,110.971
'[14:04:04.952]',0.495,0.485,0.560,0.057,2.344,71.976,37.004,110.971
'[14:04:04.960]',0.510,0.465,0.570,0.054,2.489,71.312,37.004,110.971
'[14:04:04.968]',0.510,0.465,0.565,0.052,2.612,70.687,37.004,110.971
