'Time','I','II','III','AVR','V','RESP','PLETH','ABP','CVP','IC1','ICP'
'[15:27:33.016]',-,0.350,-,0.755,0.935,0.208,2.194,73.794,-,5.871,-
'[15:27:33.024]',-,0.335,-,0.765,0.985,0.209,2.178,73.383,-,5.998,-
'[15:27:33.032]',-,0.325,-,0.775,1.015,0.211,2.164,73.032,-,6.125,-
'[15:27:33.040]',-,0.330,-,0.770,1.030,0.212,2.157,72.739,-,6.311,-
'[15:27:33.048]',-,0.320,-,0.775,1.020,0.213,2.148,72.504,-,6.496,-
'[15:27:33.056]',-,0.325,-,0.775,1.025,0.214,2.137,72.094,-,6.682,-
'[15:27:33.064]',-,0.330,-,0.775,1.015,0.215,2.131,71.801,-,6.809,-
'[15:27:33.072]',-,0.325,-,0.770,1.035,0.217,2.128,71.332,-,6.936,-
'[15:27:33.080]',-,0.335,-,0.765,1.020,0.219,2.120,70.922,-,6.994,-
'[15:27:33.088]',-,0.340,-,0.770,1.035,0.221,2.107,70.394,-,7.121,-
'[15:27:33.096]',-,0.345,-,0.755,1.025,0.224,2.094,69.925,-,7.248,-
'[15:27:33.104]',-,0.335,-,0.770,1.040,0.226,2.081,69.456,-,7.307,-
'[15:27:33.112]',-,0.345,-,0.760,1.025,0.229,2.068,68.987,-,7.375,-
'[15:27:33.120]',-,0.340,-,0.770,1.045,0.232,2.056,68.518,-,7.375,-
'[15:27:33.128]',-,0.350,-,0.760,1.030,0.235,2.043,68.108,-,7.248,-
'[15:27:33.136]',-,0.335,-,0.770,1.045,0.239,2.034,67.698,-,7.180,-
'[15:27:33.144]',-,0.350,-,0.760,1.025,0.243,2.029,67.229,-,7.063,-
'[15:27:33.152]',-,0.340,-,0.765,1.035,0.249,2.027,66.819,-,6.994,-
'[15:27:33.160]',-,0.345,-,0.755,1.020,0.254,2.026,66.350,-,6.994,-
'[15:27:33.168]',-,0.340,-,0.760,1.035,0.261,2.025,65.939,-,6.994,-
'[15:27:33.176]',-,0.360,-,0.755,1.020,0.269,2.019,65.529,-,6.994,-
'[15:27:33.184]',-,0.355,-,0.765,1.030,0.277,2.006,65.412,-,6.994,-
'[15:27:33.192]',-,0.365,-,0.755,1.020,0.285,1.993,65.705,-,6.994,-
'[15:27:33.200]',-,0.370,-,0.760,1.030,0.293,1.978,67.112,-,7.180,-
'[15:27:33.208]',-,0.375,-,0.755,1.015,0.301,1.964,70.335,-,7.493,-
'[15:27:33.216]',-,0.375,-,0.760,1.025,0.309,1.950,76.021,-,8.001,-
'[15:27:33.224]',-,0.395,-,0.750,1.020,0.317,1.937,83.816,-,8.557,-
'[15:27:33.232]',-,0.390,-,0.760,1.020,0.326,1.928,92.315,-,9.056,-
'[15:27:33.240]',-,0.400,-,0.755,1.025,0.336,1.917,99.935,-,9.437,-
'[15:27:33.248]',-,0.410,-,0.760,1.010,0.346,1.908,105.855,-,9.564,-
'[15:27:33.256]',-,0.425,-,0.765,1.020,0.357,1.900,110.075,-,9.495,-
'[15:27:33.264]',-,0.435,-,0.755,1.000,0.367,1.891,113.123,-,9.368,-
'[15:27:33.272]',-,0.440,-,0.775,1.010,0.378,1.877,115.526,-,9.251,-
'[15:27:33.280]',-,0.445,-,0.765,0.975,0.388,1.857,117.753,-,9.183,-
'[15:27:33.288]',-,0.450,-,0.780,0.985,0.398,1.838,119.805,-,9.183,-
'[15:27:33.296]',-,0.460,-,0.775,0.960,0.410,1.822,121.973,-,9.251,-
'[15:27:33.304]',-,0.455,-,0.790,0.970,0.421,1.807,124.142,-,9.368,-
'[15:27:33.312]',-,0.460,-,0.785,0.950,0.433,1.794,126.194,-,9.495,-
'[15:27:33.320]',-,0.445,-,0.800,0.975,0.445,1.781,127.835,-,9.564,-
'[15:27:33.328]',-,0.440,-,0.790,0.960,0.457,1.772,129.183,-,9.564,-
'[15:27:33.336]',-,0.425,-,0.800,0.980,0.469,1.767,130.121,-,9.495,-
'[15:27:33.344]',-,0.435,-,0.780,0.970,0.480,1.762,130.824,-,9.437,-
'[15:27:33.352]',-,0.415,-,0.790,0.995,0.492,1.757,131.293,-,9.310,-
'[15:27:33.360]',-,0.410,-,0.775,0.990,0.502,1.751,131.820,-,9.124,-
'[15:27:33.368]',-,0.395,-,0.785,1.010,0.512,1.748,132.231,-,8.938,-
'[15:27:33.376]',-,0.395,-,0.765,1.000,0.521,1.750,132.700,-,8.743,-
'[15:27:33.384]',-,0.380,-,0.770,1.015,0.530,1.751,133.110,-,8.499,-
'[15:27:33.392]',-,0.390,-,0.755,1.005,0.539,1.754,133.403,-,8.313,-
'[15:27:33.400]',-,0.380,-,0.755,1.020,0.548,1.756,133.579,-,8.186,-
'[15:27:33.408]',-,0.395,-,0.735,1.005,0.556,1.757,133.462,-,8.118,-
'[15:27:33.416]',-,0.395,-,0.740,1.015,0.565,1.757,133.051,-,8.118,-
'[15:27:33.424]',-,0.400,-,0.725,1.005,0.573,1.754,132.289,-,8.186,-
'[15:27:33.432]',-,0.405,-,0.725,1.000,0.582,1.749,131.117,-,8.186,-
'[15:27:33.440]',-,0.420,-,0.705,1.015,0.590,1.744,129.417,-,8.186,-
'[15:27:33.448]',-,0.425,-,0.705,0.995,0.598,1.738,127.249,-,8.186,-
'[15:27:33.456]',-,0.430,-,0.690,1.015,0.607,1.735,124.494,-,8.059,-
'[15:27:33.464]',-,0.440,-,0.695,0.995,0.616,1.740,121.094,-,7.932,-
'[15:27:33.472]',-,0.445,-,0.685,1.005,0.625,1.742,117.167,-,7.805,-
'[15:27:33.480]',-,0.440,-,0.680,0.985,0.635,1.743,112.713,-,7.620,-
'[15:27:33.488]',-,0.445,-,0.690,0.995,0.646,1.747,107.965,-,7.493,-
'[15:27:33.496]',-,0.445,-,0.680,0.975,0.657,1.749,103.334,-,7.434,-
'[15:27:33.504]',-,0.445,-,0.685,0.980,0.669,1.753,99.407,-,7.434,-
'[15:27:33.512]',-,0.450,-,0.675,0.965,0.681,1.758,96.653,-,7.561,-
'[15:27:33.520]',-,0.440,-,0.680,0.980,0.693,1.761,95.305,-,7.747,-
'[15:27:33.528]',-,0.445,-,0.670,0.970,0.704,1.761,95.011,-,7.932,-
'[15:27:33.536]',-,0.430,-,0.690,0.985,0.715,1.762,95.129,-,8.118,-
'[15:27:33.544]',-,0.440,-,0.680,0.970,0.727,1.768,95.305,-,8.186,-
'[15:27:33.552]',-,0.425,-,0.690,0.985,0.739,1.784,95.187,-,8.245,-
'[15:27:33.560]',-,0.440,-,0.680,0.975,0.752,1.804,94.718,-,8.245,-
'[15:27:33.568]',-,0.425,-,0.690,0.985,0.766,1.830,94.074,-,8.186,-
'[15:27:33.576]',-,0.440,-,0.680,0.970,0.780,1.862,93.194,-,8.186,-
'[15:27:33.584]',-,0.455,-,0.675,0.985,0.792,1.896,92.257,-,8.245,-
'[15:27:33.592]',-,0.485,-,0.650,0.980,0.804,1.930,91.436,-,8.313,-
'[15:27:33.600]',-,0.490,-,0.655,1.000,0.815,1.959,90.791,-,8.430,-
'[15:27:33.608]',-,0.510,-,0.635,1.005,0.827,1.983,90.381,-,8.557,-
'[15:27:33.616]',-,0.515,-,0.640,0.925,0.838,2.005,90.029,-,8.626,-
'[15:27:33.624]',-,0.510,-,0.640,0.905,0.849,2.028,89.736,-,8.626,-
'[15:27:33.632]',-,0.495,-,0.650,0.920,0.861,2.052,89.385,-,8.557,-
'[15:27:33.640]',-,0.515,-,0.635,0.925,0.873,2.076,88.916,-,8.430,-
'[15:27:33.648]',-,0.500,-,0.650,0.905,0.885,2.101,88.212,-,8.245,-
'[15:27:33.656]',-,0.470,-,0.660,0.940,0.896,2.122,87.450,-,8.059,-
'[15:27:33.664]',-,0.445,-,0.685,0.955,0.908,2.140,86.571,-,7.805,-
'[15:27:33.672]',-,0.425,-,0.705,0.980,0.919,2.154,85.633,-,7.620,-
'[15:27:33.680]',-,0.400,-,0.715,0.995,0.928,2.171,84.696,-,7.434,-
'[15:27:33.688]',-,0.390,-,0.725,1.005,0.938,2.196,83.816,-,7.375,-
'[15:27:33.696]',-,0.380,-,0.730,0.980,0.946,2.220,82.996,-,7.307,-
'[15:27:33.704]',-,0.375,-,0.735,0.995,0.955,2.236,82.234,-,7.375,-
'[15:27:33.712]',-,0.380,-,0.730,0.975,0.963,2.246,81.589,-,7.434,-
'[15:27:33.720]',-,0.370,-,0.740,0.995,0.972,2.258,81.003,-,7.493,-
'[15:27:33.728]',-,0.400,-,0.735,0.985,0.980,2.267,80.358,-,7.561,-
'[15:27:33.736]',-,0.395,-,0.745,1.075,0.988,2.268,79.772,-,7.620,-
'[15:27:33.744]',-,0.520,-,0.615,0.910,0.994,2.263,79.245,-,7.688,-
'[15:27:33.752]',-,0.675,-,0.450,0.635,1.000,2.254,78.658,-,7.747,-
'[15:27:33.760]',-,0.635,-,0.430,0.445,1.000,2.249,78.131,-,7.688,-
'[15:27:33.768]',-,0.490,-,0.640,0.375,1.000,2.250,77.545,-,7.688,-
'[15:27:33.776]',-,0.385,-,0.705,0.700,1.000,2.251,76.959,-,7.747,-
'[15:27:33.784]',-,0.365,-,0.730,0.885,1.000,2.248,76.490,-,8.001,-
'[15:27:33.792]',-,0.345,-,0.750,0.970,1.000,2.240,76.021,-,8.557,-
'[15:27:33.800]',-,0.325,-,0.775,1.020,1.000,2.230,75.728,-,9.183,-
'[15:27:33.808]',-,0.330,-,0.770,1.030,1.000,2.218,75.435,-,9.495,-
'[15:27:33.816]',-,0.325,-,0.775,1.045,1.000,2.203,75.024,-,9.310,-
'[15:27:33.824]',-,0.330,-,0.765,1.035,1.000,2.187,74.614,-,8.870,-
'[15:27:33.832]',-,0.325,-,0.775,1.030,1.000,2.172,74.087,-,8.372,-
'[15:27:33.840]',-,0.335,-,0.760,1.050,1.000,2.155,73.559,-,8.313,-
'[15:27:33.848]',-,0.340,-,0.770,1.035,1.000,2.141,72.914,-,8.626,-
'[15:27:33.856]',-,0.335,-,0.765,1.050,1.000,2.127,72.387,-,9.183,-
'[15:27:33.864]',-,0.340,-,0.760,1.030,1.000,2.110,71.742,-,9.681,-
'[15:27:33.872]',-,0.330,-,0.770,1.045,1.000,2.096,71.215,-,9.876,-
'[15:27:33.880]',-,0.340,-,0.760,1.020,1.000,2.083,70.746,-,9.876,-
'[15:27:33.888]',-,0.330,-,0.775,1.035,1.000,2.070,70.277,-,9.808,-
'[15:27:33.896]',-,0.350,-,0.755,1.020,1.000,2.061,69.867,-,9.681,-
'[15:27:33.904]',-,0.350,-,0.765,1.045,1.000,2.056,69.398,-,9.564,-
'[15:27:33.912]',-,0.355,-,0.755,1.025,1.000,2.050,68.929,-,9.310,-
'[15:27:33.920]',-,0.340,-,0.765,1.040,1.000,2.041,68.401,-,8.811,-
'[15:27:33.928]',-,0.350,-,0.760,1.020,1.000,2.030,67.932,-,8.245,-
'[15:27:33.936]',-,0.345,-,0.770,1.025,1.000,2.019,67.463,-,7.805,-
'[15:27:33.944]',-,0.350,-,0.760,1.010,1.000,2.010,67.053,-,7.561,-
'[15:27:33.952]',-,0.345,-,0.770,1.025,1.000,2.006,66.760,-,7.688,-
'[15:27:33.960]',-,0.355,-,0.765,1.010,1.000,2.004,66.643,-,8.118,-
'[15:27:33.968]',-,0.350,-,0.775,1.020,1.000,2.003,67.288,-,8.743,-
'[15:27:33.976]',-,0.365,-,0.765,1.010,1.000,2.002,69.222,-,9.310,-
'[15:27:33.984]',-,0.355,-,0.775,1.020,1.000,1.998,73.325,-,9.681,-
'[15:27:33.992]',-,0.375,-,0.765,1.005,1.000,1.990,79.772,-,9.749,-
'[15:27:34.000]',-,0.375,-,0.775,1.020,1.000,1.977,88.037,-,9.622,-
'[15:27:34.008]',-,0.395,-,0.760,1.010,1.000,1.964,96.360,-,9.437,-
'[15:27:34.016]',-,0.400,-,0.770,1.005,1.000,1.957,103.334,-,9.183,-
'[15:27:34.024]',-,0.425,-,0.760,1.010,1.000,1.947,108.551,-,8.997,-
'[15:27:34.032]',-,0.425,-,0.770,0.985,1.000,1.936,112.244,-,8.870,-
'[15:27:34.040]',-,0.440,-,0.765,0.990,1.000,1.925,114.998,-,8.870,-
'[15:27:34.048]',-,0.445,-,0.775,0.970,1.000,1.906,117.167,-,9.056,-
'[15:27:34.056]',-,0.455,-,0.775,0.955,1.000,1.885,119.219,-,9.437,-
'[15:27:34.064]',-,0.450,-,0.790,0.945,1.000,1.861,121.211,-,9.935,-
'[15:27:34.072]',-,0.460,-,0.795,0.950,1.000,1.837,123.263,-,10.374,-
'[15:27:34.080]',-,0.450,-,0.785,0.930,1.000,1.819,125.314,-,10.619,-
'[15:27:34.088]',-,0.445,-,0.805,0.945,1.000,1.804,127.131,-,10.687,-
'[15:27:34.096]',-,0.430,-,0.800,0.925,0.992,1.790,128.538,-,10.501,-
'[15:27:34.104]',-,0.425,-,0.810,0.940,0.984,1.783,129.652,-,10.120,-
'[15:27:34.112]',-,0.420,-,0.800,0.930,0.967,1.779,130.414,-,9.622,-
'[15:27:34.120]',-,0.405,-,0.810,0.950,0.950,1.777,131.000,-,9.124,-
'[15:27:34.128]',-,0.400,-,0.800,0.950,0.933,1.773,131.469,-,8.684,-
'[15:27:34.136]',-,0.385,-,0.800,0.970,0.916,1.768,131.938,-,8.313,-
'[15:27:34.144]',-,0.380,-,0.795,0.955,0.899,1.763,132.348,-,8.059,-
'[15:27:34.152]',-,0.370,-,0.790,0.975,0.882,1.758,132.817,-,7.874,-
'[15:27:34.160]',-,0.375,-,0.775,0.965,0.866,1.752,133.168,-,7.805,-
'[15:27:34.168]',-,0.370,-,0.775,0.985,0.851,1.749,133.344,-,7.747,-
'[15:27:34.176]',-,0.380,-,0.755,0.975,0.837,1.754,133.344,-,7.747,-
'[15:27:34.184]',-,0.380,-,0.760,0.990,0.823,1.756,133.051,-,7.747,-
'[15:27:34.192]',-,0.395,-,0.745,0.980,0.808,1.757,132.465,-,7.747,-
'[15:27:34.200]',-,0.395,-,0.745,0.975,0.794,1.761,131.469,-,7.747,-
'[15:27:34.208]',-,0.405,-,0.725,0.985,0.780,1.762,130.003,-,7.747,-
'[15:27:34.216]',-,0.410,-,0.730,0.975,0.765,1.763,128.069,-,7.688,-
'[15:27:34.224]',-,0.425,-,0.710,0.985,0.752,1.761,125.549,-,7.620,-
'[15:27:34.232]',-,0.425,-,0.710,0.975,0.739,1.753,122.560,-,7.561,-
'[15:27:34.240]',-,0.430,-,0.705,0.980,0.727,1.746,118.926,-,7.493,-
'[15:27:34.248]',-,0.425,-,0.705,0.965,0.715,1.739,114.823,-,7.375,-
'[15:27:34.256]',-,0.435,-,0.695,0.975,0.703,1.736,110.192,-,7.180,-
'[15:27:34.264]',-,0.440,-,0.700,0.950,0.691,1.741,105.445,-,6.994,-
'[15:27:34.272]',-,0.435,-,0.690,0.960,0.680,1.743,100.990,-,6.867,-
'[15:27:34.280]',-,0.440,-,0.695,0.940,0.669,1.744,97.356,-,6.750,-
'[15:27:34.288]',-,0.430,-,0.700,0.950,0.658,1.751,95.011,-,6.750,-
'[15:27:34.296]',-,0.425,-,0.685,0.935,0.647,1.761,93.898,-,6.809,-
'[15:27:34.304]',-,0.420,-,0.700,0.955,0.637,1.771,93.722,-,6.994,-
'[15:27:34.312]',-,0.425,-,0.690,0.945,0.628,1.786,93.898,-,7.180,-
'[15:27:34.320]',-,0.415,-,0.705,0.950,0.619,1.805,94.074,-,7.307,-
'[15:27:34.328]',-,0.425,-,0.695,0.930,0.611,1.828,93.898,-,7.434,-
'[15:27:34.336]',-,0.410,-,0.705,0.945,0.603,1.851,93.488,-,7.561,-
'[15:27:34.344]',-,0.425,-,0.690,0.935,0.596,1.876,92.726,-,7.561,-
'[15:27:34.352]',-,0.430,-,0.695,0.955,0.589,1.901,91.846,-,7.493,-
'[15:27:34.360]',-,0.460,-,0.670,0.950,0.581,1.930,90.850,-,7.434,-
'[15:27:34.368]',-,0.470,-,0.665,0.975,0.574,1.959,89.971,-,7.307,-
'[15:27:34.376]',-,0.495,-,0.655,0.955,0.566,1.989,89.326,-,7.248,-
'[15:27:34.384]',-,0.495,-,0.650,0.915,0.559,2.021,88.798,-,7.121,-
'[15:27:34.392]',-,0.500,-,0.650,0.875,0.552,2.048,88.447,-,7.063,-
'[15:27:34.400]',-,0.480,-,0.665,0.885,0.546,2.074,88.037,-,6.936,-
'[15:27:34.408]',-,0.495,-,0.650,0.890,0.539,2.097,87.685,-,6.809,-
'[15:27:34.416]',-,0.485,-,0.660,0.875,0.531,2.117,87.216,-,6.682,-
'[15:27:34.424]',-,0.470,-,0.665,0.895,0.524,2.137,86.630,-,6.623,-
'[15:27:34.432]',-,0.440,-,0.690,0.910,0.515,2.153,85.868,-,6.496,-
'[15:27:34.440]',-,0.420,-,0.705,0.925,0.507,2.168,84.989,-,6.438,-
'[15:27:34.448]',-,0.390,-,0.730,0.920,0.498,2.182,83.992,-,6.311,-
'[15:27:34.456]',-,0.375,-,0.740,0.950,0.490,2.195,82.996,-,6.184,-
'[15:27:34.464]',-,0.365,-,0.750,0.940,0.481,2.207,81.999,-,6.125,-
'[15:27:34.472]',-,0.370,-,0.755,0.950,0.472,2.220,81.120,-,5.998,-
'[15:27:34.480]',-,0.365,-,0.745,0.940,0.464,2.233,80.300,-,5.871,-
'[15:27:34.488]',-,0.370,-,0.750,0.960,0.456,2.245,79.596,-,5.812,-
'[15:27:34.496]',-,0.375,-,0.740,0.950,0.448,2.257,78.893,-,5.744,-
'[15:27:34.504]',-,0.395,-,0.755,1.010,0.441,2.267,78.365,-,5.685,-
'[15:27:34.512]',-,0.435,-,0.695,1.030,0.432,2.275,77.721,-,5.744,-
'[15:27:34.520]',-,0.590,-,0.525,0.710,0.424,2.282,77.193,-,5.812,-
'[15:27:34.528]',-,0.640,-,0.455,0.515,0.416,2.282,76.607,-,5.871,-
'[15:27:34.536]',-,0.510,-,0.615,0.355,0.407,2.276,76.021,-,5.930,-
'[15:27:34.544]',-,0.355,-,0.730,0.540,0.399,2.267,75.552,-,5.998,-
'[15:27:34.552]',-,0.325,-,0.755,0.770,0.392,2.256,75.024,-,6.125,-
'[15:27:34.560]',-,0.335,-,0.750,0.905,0.384,2.244,74.614,-,6.184,-
'[15:27:34.568]',-,0.325,-,0.775,0.980,0.377,2.232,74.263,-,6.311,-
'[15:27:34.576]',-,0.325,-,0.775,0.985,0.370,2.219,73.852,-,6.438,-
'[15:27:34.584]',-,0.315,-,0.785,1.005,0.364,2.207,73.559,-,6.555,-
'[15:27:34.592]',-,0.330,-,0.775,0.995,0.357,2.195,73.149,-,6.750,-
'[15:27:34.600]',-,0.325,-,0.785,1.010,0.351,2.182,72.797,-,6.867,-
'[15:27:34.608]',-,0.330,-,0.780,1.015,0.346,2.169,72.387,-,7.063,-
'[15:27:34.616]',-,0.330,-,0.785,1.005,0.341,2.156,71.918,-,7.180,-
'[15:27:34.624]',-,0.330,-,0.775,1.015,0.336,2.145,71.508,-,7.375,-
'[15:27:34.632]',-,0.335,-,0.785,1.000,0.331,2.129,70.980,-,7.493,-
'[15:27:34.640]',-,0.330,-,0.775,1.015,0.328,2.115,70.511,-,7.620,-
'[15:27:34.648]',-,0.335,-,0.780,0.995,0.324,2.102,70.042,-,7.747,-
'[15:27:34.656]',-,0.340,-,0.770,1.020,0.321,2.089,69.573,-,7.747,-
'[15:27:34.664]',-,0.345,-,0.775,1.005,0.318,2.079,69.105,-,7.747,-
'[15:27:34.672]',-,0.335,-,0.770,1.020,0.316,2.068,68.636,-,7.747,-
'[15:27:34.680]',-,0.340,-,0.775,1.005,0.314,2.060,68.108,-,7.620,-
'[15:27:34.688]',-,0.335,-,0.770,1.020,0.312,2.049,67.522,-,7.493,-
'[15:27:34.696]',-,0.340,-,0.765,1.005,0.310,2.037,67.112,-,7.375,-
'[15:27:34.704]',-,0.335,-,0.775,1.020,0.309,2.031,66.584,-,7.180,-
'[15:27:34.712]',-,0.350,-,0.770,1.000,0.307,2.028,66.115,-,6.994,-
'[15:27:34.720]',-,0.345,-,0.775,1.010,0.306,2.027,65.705,-,6.867,-
'[15:27:34.728]',-,0.350,-,0.765,1.000,0.305,2.026,65.471,-,6.867,-
'[15:27:34.736]',-,0.355,-,0.770,1.005,0.304,2.020,65.646,-,6.936,-
'[15:27:34.744]',-,0.370,-,0.760,0.995,0.304,2.007,66.877,-,7.121,-
'[15:27:34.752]',-,0.365,-,0.770,1.005,0.303,1.994,69.808,-,7.434,-
'[15:27:34.760]',-,0.375,-,0.760,0.995,0.302,1.978,75.083,-,7.805,-
'[15:27:34.768]',-,0.375,-,0.765,1.010,0.301,1.965,82.527,-,8.186,-
'[15:27:34.776]',-,0.400,-,0.755,0.995,0.300,1.951,90.850,-,8.499,-
'[15:27:34.784]',-,0.400,-,0.765,1.005,0.299,1.938,98.528,-,8.626,-
'[15:27:34.792]',-,0.415,-,0.760,0.980,0.297,1.929,104.683,-,8.684,-
'[15:27:34.800]',-,0.420,-,0.775,0.990,0.295,1.918,109.137,-,8.684,-
'[15:27:34.808]',-,0.435,-,0.765,0.970,0.294,1.906,112.419,-,8.626,-
'[15:27:34.816]',-,0.440,-,0.775,0.975,0.291,1.891,114.998,-,8.626,-
'[15:27:34.824]',-,0.455,-,0.775,0.945,0.290,1.874,117.167,-,8.684,-
'[15:27:34.832]',-,0.445,-,0.790,0.950,0.286,1.856,119.277,-,8.811,-
'[15:27:34.840]',-,0.460,-,0.785,0.940,0.283,1.838,121.446,-,8.938,-
'[15:27:34.848]',-,0.455,-,0.800,0.930,0.279,1.822,123.615,-,8.997,-
'[15:27:34.856]',-,0.460,-,0.800,0.945,0.275,1.805,125.607,-,8.997,-
'[15:27:34.864]',-,0.445,-,0.795,0.925,0.271,1.791,127.366,-,8.997,-
'[15:27:34.872]',-,0.440,-,0.805,0.935,0.268,1.780,128.655,-,8.870,-
'[15:27:34.880]',-,0.430,-,0.800,0.925,0.264,1.772,129.593,-,8.743,-
'[15:27:34.888]',-,0.420,-,0.810,0.945,0.260,1.768,130.296,-,8.557,-
'[15:27:34.896]',-,0.405,-,0.800,0.935,0.256,1.766,130.883,-,8.372,-
'[15:27:34.904]',-,0.400,-,0.795,0.965,0.251,1.765,131.293,-,8.186,-
'[15:27:34.912]',-,0.395,-,0.785,0.950,0.245,1.764,131.703,-,8.059,-
'[15:27:34.920]',-,0.385,-,0.795,0.975,0.240,1.764,132.055,-,7.932,-
'[15:27:34.928]',-,0.390,-,0.775,0.970,0.233,1.764,132.406,-,7.874,-
'[15:27:34.936]',-,0.380,-,0.770,0.990,0.227,1.761,132.758,-,7.747,-
'[15:27:34.944]',-,0.390,-,0.755,0.975,0.220,1.757,132.875,-,7.747,-
'[15:27:34.952]',-,0.385,-,0.760,0.990,0.213,1.751,132.758,-,7.688,-
'[15:27:34.960]',-,0.400,-,0.735,0.970,0.208,1.745,132.348,-,7.688,-
'[15:27:34.968]',-,0.395,-,0.740,0.985,0.202,1.739,131.586,-,7.688,-
'[15:27:34.976]',-,0.400,-,0.730,0.975,0.198,1.733,130.355,-,7.620,-
'[15:27:34.984]',-,0.405,-,0.725,0.990,0.193,1.730,128.655,-,7.493,-
'[15:27:34.992]',-,0.420,-,0.710,0.975,0.189,1.728,126.428,-,7.375,-
'[15:27:35.000]',-,0.420,-,0.710,0.980,0.185,1.727,123.615,-,7.248,-
'[15:27:35.008]',-,0.430,-,0.700,0.970,0.181,1.727,120.215,-,7.121,-
'[15:27:35.016]',-,0.425,-,0.705,0.975,0.177,1.727,116.229,-,6.994,-
'[15:27:35.024]',-,0.435,-,0.690,0.965,0.174,1.723,111.658,-,6.809,-
'[15:27:35.032]',-,0.425,-,0.705,0.960,0.172,1.718,106.734,-,6.682,-
'[15:27:35.040]',-,0.435,-,0.690,0.965,0.170,1.717,101.928,-,6.555,-
'[15:27:35.048]',-,0.425,-,0.700,0.950,0.168,1.718,97.825,-,6.496,-
'[15:27:35.056]',-,0.430,-,0.685,0.965,0.167,1.725,94.836,-,6.555,-
'[15:27:35.064]',-,0.425,-,0.695,0.950,0.166,1.735,93.312,-,6.623,-
'[15:27:35.072]',-,0.425,-,0.690,0.965,0.166,1.747,92.901,-,6.750,-
'[15:27:35.080]',-,0.415,-,0.700,0.950,0.166,1.761,93.194,-,6.867,-
'[15:27:35.088]',-,0.410,-,0.705,0.955,0.165,1.781,93.429,-,6.867,-
'[15:27:35.096]',-,0.415,-,0.695,0.940,0.165,1.804,93.370,-,6.867,-
'[15:27:35.104]',-,0.410,-,0.705,0.950,0.166,1.824,93.077,-,6.867,-
'[15:27:35.112]',-,0.420,-,0.695,0.935,0.166,1.844,92.374,-,6.809,-
'[15:27:35.120]',-,0.410,-,0.705,0.960,0.167,1.866,91.553,-,6.809,-
'[15:27:35.128]',-,0.440,-,0.680,0.950,0.167,1.890,90.557,-,6.867,-
'[15:27:35.136]',-,0.460,-,0.670,0.980,0.168,1.914,89.678,-,6.867,-
'[15:27:35.144]',-,0.480,-,0.660,0.965,0.169,1.938,88.857,-,6.936,-
'[15:27:35.152]',-,0.490,-,0.655,0.945,0.169,1.967,88.271,-,6.994,-
'[15:27:35.160]',-,0.495,-,0.645,0.890,0.170,1.996,87.919,-,6.994,-
'[15:27:35.168]',-,0.480,-,0.665,0.885,0.171,2.023,87.626,-,6.936,-
'[15:27:35.176]',-,0.485,-,0.660,0.895,0.172,2.050,87.275,-,6.867,-
'[15:27:35.184]',-,0.485,-,0.660,0.885,0.173,2.078,86.864,-,6.809,-
'[15:27:35.192]',-,0.475,-,0.655,0.885,0.174,2.109,86.220,-,6.623,-
'[15:27:35.200]',-,0.445,-,0.680,0.910,0.175,2.133,85.575,-,6.438,-
'[15:27:35.208]',-,0.425,-,0.690,0.910,0.176,2.152,84.754,-,6.242,-
'[15:27:35.216]',-,0.395,-,0.720,0.945,0.176,2.170,83.816,-,6.057,-
'[15:27:35.224]',-,0.385,-,0.725,0.950,0.176,2.189,82.879,-,5.930,-
'[15:27:35.232]',-,0.370,-,0.740,0.935,0.175,2.204,81.941,-,5.812,-
'[15:27:35.240]',-,0.370,-,0.735,0.960,0.174,2.218,81.003,-,5.744,-
'[15:27:35.248]',-,0.360,-,0.745,0.950,0.173,2.229,80.182,-,5.744,-
'[15:27:35.256]',-,0.365,-,0.750,0.970,0.172,2.234,79.362,-,5.685,-
'[15:27:35.264]',-,0.360,-,0.745,0.950,0.171,2.239,78.658,-,5.617,-
'[15:27:35.272]',-,0.395,-,0.755,0.975,0.170,2.248,78.072,-,5.617,-
'[15:27:35.280]',-,0.405,-,0.735,1.035,0.169,2.256,77.486,-,5.558,-
'[15:27:35.288]',-,0.515,-,0.610,0.865,0.168,2.263,76.900,-,5.558,-
'[15:27:35.296]',-,0.635,-,0.460,0.580,0.167,2.266,76.431,-,5.558,-
'[15:27:35.304]',-,0.555,-,0.535,0.410,0.167,2.262,75.845,-,5.617,-
'[15:27:35.312]',-,0.405,-,0.690,0.325,0.166,2.253,75.376,-,5.744,-
'[15:27:35.320]',-,0.325,-,0.745,0.670,0.166,2.242,74.790,-,5.812,-
'[15:27:35.328]',-,0.345,-,0.735,0.840,0.166,2.231,74.380,-,5.930,-
'[15:27:35.336]',-,0.340,-,0.760,0.955,0.166,2.219,73.911,-,5.998,-
'[15:27:35.344]',-,0.330,-,0.770,0.975,0.166,2.207,73.501,-,6.125,-
'[15:27:35.352]',-,0.325,-,0.775,1.010,0.167,2.195,73.090,-,6.242,-
'[15:27:35.360]',-,0.330,-,0.770,0.995,0.167,2.182,72.739,-,6.438,-
'[15:27:35.368]',-,0.325,-,0.780,1.005,0.168,2.169,72.387,-,6.555,-
'[15:27:35.376]',-,0.330,-,0.775,0.995,0.169,2.153,71.977,-,6.750,-
