'Time','II','PLETH','I','ABP','III'
'[05:38:38.552]',-0.079,0.376,-,59.375,-
'[05:38:38.560]',-0.189,0.373,-,58.125,-
'[05:38:38.568]',-0.205,0.369,-,56.875,-
'[05:38:38.576]',0.638,0.365,-,56.250,-
'[05:38:38.584]',1.354,0.361,-,55.625,-
'[05:38:38.592]',0.882,0.361,-,55.000,-
'[05:38:38.600]',0.126,0.365,-,55.000,-
'[05:38:38.608]',-0.213,0.376,-,55.000,-
'[05:38:38.616]',-0.346,0.392,-,53.750,-
'[05:38:38.624]',-0.283,0.412,-,53.750,-
'[05:38:38.632]',-0.244,0.439,-,55.000,-
'[05:38:38.640]',-0.236,0.475,-,55.000,-
'[05:38:38.648]',-0.228,0.510,-,55.000,-
'[05:38:38.656]',-0.213,0.541,-,55.000,-
'[05:38:38.664]',-0.197,0.573,-,55.625,-
'[05:38:38.672]',-0.189,0.604,-,55.625,-
'[05:38:38.680]',-0.181,0.635,-,56.250,-
'[05:38:38.688]',-0.165,0.663,-,56.250,-
'[05:38:38.696]',-0.165,0.686,-,56.250,-
'[05:38:38.704]',-0.157,0.706,-,56.250,-
'[05:38:38.712]',-0.142,0.718,-,56.875,-
'[05:38:38.720]',-0.134,0.722,-,56.875,-
'[05:38:38.728]',-0.118,0.722,-,56.875,-
'[05:38:38.736]',-0.102,0.718,-,56.875,-
'[05:38:38.744]',-0.087,0.706,-,56.875,-
'[05:38:38.752]',-0.055,0.690,-,56.875,-
'[05:38:38.760]',-0.031,0.675,-,56.250,-
'[05:38:38.768]',-0.016,0.655,-,56.250,-
'[05:38:38.776]',0.000,0.627,-,56.250,-
'[05:38:38.784]',0.008,0.604,-,56.250,-
'[05:38:38.792]',0.024,0.573,-,55.625,-
'[05:38:38.800]',0.024,0.545,-,55.625,-
'[05:38:38.808]',0.016,0.514,-,55.000,-
'[05:38:38.816]',0.000,0.486,-,55.000,-
'[05:38:38.824]',-0.016,0.459,-,55.000,-
'[05:38:38.832]',-0.024,0.431,-,56.250,-
'[05:38:38.840]',-0.031,0.408,-,58.750,-
'[05:38:38.848]',-0.047,0.384,-,61.875,-
'[05:38:38.856]',-0.047,0.369,-,65.000,-
'[05:38:38.864]',-0.047,0.353,-,68.125,-
'[05:38:38.872]',-0.047,0.341,-,70.625,-
'[05:38:38.880]',-0.047,0.329,-,71.875,-
'[05:38:38.888]',-0.047,0.322,-,74.375,-
'[05:38:38.896]',-0.047,0.318,-,76.875,-
'[05:38:38.904]',-0.047,0.314,-,78.750,-
'[05:38:38.912]',-0.047,0.314,-,81.250,-
'[05:38:38.920]',-0.047,0.314,-,83.750,-
'[05:38:38.928]',-0.047,0.318,-,85.000,-
'[05:38:38.936]',-0.047,0.325,-,86.875,-
'[05:38:38.944]',-0.047,0.333,-,87.500,-
'[05:38:38.952]',-0.047,0.341,-,87.500,-
'[05:38:38.960]',-0.047,0.349,-,87.500,-
'[05:38:38.968]',-0.031,0.357,-,86.875,-
'[05:38:38.976]',-0.016,0.365,-,86.250,-
'[05:38:38.984]',0.000,0.376,-,84.375,-
'[05:38:38.992]',0.024,0.384,-,83.125,-
'[05:38:39.000]',0.047,0.388,-,80.625,-
'[05:38:39.008]',0.063,0.396,-,78.125,-
'[05:38:39.016]',0.071,0.400,-,75.625,-
'[05:38:39.024]',0.063,0.404,-,73.750,-
'[05:38:39.032]',0.008,0.404,-,71.250,-
'[05:38:39.040]',-0.039,0.408,-,69.375,-
'[05:38:39.048]',-0.063,0.408,-,67.500,-
'[05:38:39.056]',-0.071,0.408,-,65.625,-
'[05:38:39.064]',-0.071,0.404,-,64.375,-
'[05:38:39.072]',-0.071,0.404,-,62.500,-
'[05:38:39.080]',-0.102,0.400,-,61.875,-
'[05:38:39.088]',-0.213,0.396,-,60.000,-
'[05:38:39.096]',0.118,0.392,-,59.375,-
'[05:38:39.104]',0.961,0.388,-,58.750,-
'[05:38:39.112]',1.315,0.384,-,58.125,-
'[05:38:39.120]',0.567,0.388,-,58.125,-
'[05:38:39.128]',-0.008,0.396,-,56.875,-
'[05:38:39.136]',-0.299,0.412,-,56.875,-
'[05:38:39.144]',-0.346,0.431,-,56.875,-
'[05:38:39.152]',-0.252,0.455,-,56.875,-
'[05:38:39.160]',-0.236,0.478,-,56.875,-
'[05:38:39.168]',-0.236,0.510,-,56.875,-
'[05:38:39.176]',-0.220,0.549,-,58.125,-
'[05:38:39.184]',-0.213,0.588,-,58.125,-
'[05:38:39.192]',-0.205,0.627,-,58.125,-
'[05:38:39.200]',-0.197,0.663,-,58.750,-
'[05:38:39.208]',-0.189,0.694,-,58.750,-
'[05:38:39.216]',-0.173,0.725,-,59.375,-
'[05:38:39.224]',-0.165,0.749,-,59.375,-
'[05:38:39.232]',-0.157,0.765,-,59.375,-
'[05:38:39.240]',-0.142,0.773,-,59.375,-
'[05:38:39.248]',-0.142,0.776,-,59.375,-
'[05:38:39.256]',-0.134,0.773,-,59.375,-
'[05:38:39.264]',-0.118,0.765,-,59.375,-
'[05:38:39.272]',-0.094,0.753,-,59.375,-
'[05:38:39.280]',-0.071,0.737,-,59.375,-
'[05:38:39.288]',-0.047,0.714,-,59.375,-
'[05:38:39.296]',-0.031,0.690,-,58.750,-
'[05:38:39.304]',-0.008,0.663,-,58.750,-
'[05:38:39.312]',0.008,0.635,-,58.125,-
'[05:38:39.320]',0.008,0.604,-,58.125,-
'[05:38:39.328]',0.008,0.573,-,56.875,-
'[05:38:39.336]',0.000,0.541,-,56.875,-
'[05:38:39.344]',-0.008,0.510,-,56.875,-
'[05:38:39.352]',-0.016,0.486,-,56.875,-
'[05:38:39.360]',-0.024,0.463,-,59.375,-
'[05:38:39.368]',-0.031,0.439,-,61.875,-
'[05:38:39.376]',-0.047,0.420,-,65.625,-
'[05:38:39.384]',-0.047,0.400,-,68.750,-
'[05:38:39.392]',-0.047,0.380,-,71.875,-
'[05:38:39.400]',-0.039,0.369,-,73.750,-
'[05:38:39.408]',-0.031,0.357,-,75.625,-
'[05:38:39.416]',-0.031,0.349,-,78.125,-
'[05:38:39.424]',-0.031,0.345,-,80.625,-
'[05:38:39.432]',-0.031,0.345,-,83.750,-
'[05:38:39.440]',-0.031,0.349,-,86.250,-
'[05:38:39.448]',-0.031,0.353,-,87.500,-
'[05:38:39.456]',-0.039,0.357,-,89.375,-
'[05:38:39.464]',-0.047,0.365,-,90.000,-
'[05:38:39.472]',-0.047,0.373,-,90.625,-
'[05:38:39.480]',-0.047,0.384,-,90.625,-
'[05:38:39.488]',-0.039,0.392,-,90.000,-
'[05:38:39.496]',-0.016,0.404,-,89.375,-
'[05:38:39.504]',0.000,0.412,-,88.125,-
'[05:38:39.512]',0.024,0.420,-,86.250,-
'[05:38:39.520]',0.047,0.427,-,84.375,-
'[05:38:39.528]',0.071,0.435,-,81.875,-
'[05:38:39.536]',0.079,0.439,-,80.000,-
'[05:38:39.544]',0.071,0.443,-,77.500,-
'[05:38:39.552]',0.031,0.447,-,75.000,-
'[05:38:39.560]',-0.031,0.447,-,72.500,-
'[05:38:39.568]',-0.055,0.447,-,71.250,-
'[05:38:39.576]',-0.063,0.447,-,68.750,-
'[05:38:39.584]',-0.071,0.443,-,67.500,-
'[05:38:39.592]',-0.071,0.439,-,65.625,-
'[05:38:39.600]',-0.087,0.435,-,64.375,-
'[05:38:39.608]',-0.181,0.431,-,63.125,-
'[05:38:39.616]',0.000,0.427,-,61.875,-
'[05:38:39.624]',0.772,0.424,-,61.250,-
'[05:38:39.632]',1.370,0.420,-,60.000,-
'[05:38:39.640]',0.772,0.420,-,60.000,-
'[05:38:39.648]',0.094,0.424,-,59.375,-
'[05:38:39.656]',-0.228,0.431,-,59.375,-
'[05:38:39.664]',-0.339,0.447,-,58.750,-
'[05:38:39.672]',-0.260,0.471,-,58.750,-
'[05:38:39.680]',-0.236,0.502,-,58.750,-
'[05:38:39.688]',-0.228,0.533,-,59.375,-
'[05:38:39.696]',-0.213,0.573,-,59.375,-
'[05:38:39.704]',-0.205,0.616,-,59.375,-
'[05:38:39.712]',-0.189,0.655,-,59.375,-
'[05:38:39.720]',-0.181,0.694,-,59.375,-
'[05:38:39.728]',-0.173,0.729,-,60.000,-
'[05:38:39.736]',-0.165,0.761,-,60.000,-
'[05:38:39.744]',-0.150,0.784,-,60.000,-
'[05:38:39.752]',-0.142,0.800,-,60.000,-
'[05:38:39.760]',-0.134,0.812,-,61.250,-
'[05:38:39.768]',-0.118,0.816,-,61.250,-
'[05:38:39.776]',-0.110,0.800,-,61.250,-
'[05:38:39.784]',-0.094,0.765,-,61.250,-
'[05:38:39.792]',-0.071,0.741,-,60.000,-
'[05:38:39.800]',-0.055,0.722,-,60.000,-
'[05:38:39.808]',-0.031,0.698,-,60.000,-
'[05:38:39.816]',-0.008,0.675,-,59.375,-
'[05:38:39.824]',0.008,0.647,-,59.375,-
'[05:38:39.832]',0.024,0.620,-,58.750,-
'[05:38:39.840]',0.031,0.588,-,58.750,-
'[05:38:39.848]',0.039,0.565,-,58.125,-
'[05:38:39.856]',0.024,0.541,-,58.125,-
'[05:38:39.864]',0.008,0.514,-,56.875,-
'[05:38:39.872]',-0.008,0.486,-,56.875,-
'[05:38:39.880]',-0.016,0.463,-,58.750,-
'[05:38:39.888]',-0.016,0.435,-,61.250,-
'[05:38:39.896]',-0.024,0.416,-,64.375,-
'[05:38:39.904]',-0.031,0.396,-,67.500,-
'[05:38:39.912]',-0.031,0.376,-,69.375,-
'[05:38:39.920]',-0.031,0.361,-,71.875,-
'[05:38:39.928]',-0.031,0.353,-,74.375,-
'[05:38:39.936]',-0.031,0.345,-,76.875,-
'[05:38:39.944]',-0.024,0.337,-,78.750,-
'[05:38:39.952]',-0.024,0.337,-,81.250,-
'[05:38:39.960]',-0.031,0.337,-,83.750,-
'[05:38:39.968]',-0.031,0.341,-,85.000,-
'[05:38:39.976]',-0.031,0.345,-,86.875,-
'[05:38:39.984]',-0.031,0.349,-,88.125,-
'[05:38:39.992]',-0.031,0.357,-,89.375,-
'[05:38:40.000]',-0.039,0.365,-,89.375,-
'[05:38:40.008]',-0.031,0.373,-,89.375,-
'[05:38:40.016]',-0.016,0.380,-,88.125,-
'[05:38:40.024]',0.000,0.388,-,86.875,-
'[05:38:40.032]',0.024,0.392,-,85.000,-
'[05:38:40.040]',0.055,0.400,-,83.750,-
'[05:38:40.048]',0.071,0.404,-,81.250,-
'[05:38:40.056]',0.087,0.404,-,78.750,-
'[05:38:40.064]',0.094,0.408,-,76.875,-
'[05:38:40.072]',0.039,0.408,-,74.375,-
'[05:38:40.080]',-0.024,0.412,-,72.500,-
'[05:38:40.088]',-0.047,0.408,-,70.625,-
'[05:38:40.096]',-0.063,0.408,-,68.750,-
'[05:38:40.104]',-0.071,0.404,-,66.250,-
'[05:38:40.112]',-0.063,0.400,-,65.000,-
'[05:38:40.120]',-0.079,0.396,-,64.375,-
'[05:38:40.128]',-0.181,0.388,-,62.500,-
'[05:38:40.136]',-0.189,0.384,-,61.875,-
'[05:38:40.144]',0.677,0.376,-,61.250,-
'[05:38:40.152]',1.315,0.373,-,60.000,-
'[05:38:40.160]',0.803,0.373,-,59.375,-
'[05:38:40.168]',0.102,0.373,-,59.375,-
'[05:38:40.176]',-0.213,0.380,-,58.750,-
'[05:38:40.184]',-0.331,0.396,-,58.750,-
'[05:38:40.192]',-0.260,0.408,-,58.750,-
'[05:38:40.200]',-0.228,0.427,-,58.750,-
'[05:38:40.208]',-0.220,0.455,-,58.750,-
'[05:38:40.216]',-0.213,0.486,-,59.375,-
'[05:38:40.224]',-0.197,0.518,-,59.375,-
'[05:38:40.232]',-0.189,0.553,-,59.375,-
'[05:38:40.240]',-0.173,0.588,-,59.375,-
'[05:38:40.248]',-0.173,0.616,-,60.000,-
'[05:38:40.256]',-0.165,0.639,-,60.000,-
'[05:38:40.264]',-0.150,0.663,-,60.000,-
'[05:38:40.272]',-0.134,0.682,-,61.250,-
'[05:38:40.280]',-0.118,0.698,-,61.250,-
'[05:38:40.288]',-0.110,0.706,-,61.250,-
'[05:38:40.296]',-0.094,0.710,-,61.250,-
'[05:38:40.304]',-0.079,0.706,-,61.250,-
'[05:38:40.312]',-0.063,0.698,-,61.250,-
'[05:38:40.320]',-0.039,0.682,-,60.000,-
'[05:38:40.328]',-0.016,0.667,-,60.000,-
'[05:38:40.336]',-0.008,0.643,-,60.000,-
'[05:38:40.344]',0.024,0.620,-,59.375,-
'[05:38:40.352]',0.024,0.596,-,59.375,-
'[05:38:40.360]',0.039,0.573,-,58.750,-
'[05:38:40.368]',0.031,0.545,-,58.750,-
'[05:38:40.376]',0.024,0.518,-,58.125,-
'[05:38:40.384]',0.000,0.490,-,58.125,-
'[05:38:40.392]',-0.008,0.463,-,56.875,-
'[05:38:40.400]',-0.024,0.435,-,58.125,-
'[05:38:40.408]',-0.031,0.412,-,59.375,-
'[05:38:40.416]',-0.047,0.388,-,61.250,-
'[05:38:40.424]',-0.039,0.365,-,64.375,-
'[05:38:40.432]',-0.039,0.349,-,67.500,-
'[05:38:40.440]',-0.031,0.333,-,69.375,-
'[05:38:40.448]',-0.039,0.322,-,71.250,-
'[05:38:40.456]',-0.031,0.314,-,72.500,-
'[05:38:40.464]',-0.039,0.310,-,75.000,-
'[05:38:40.472]',-0.031,0.306,-,77.500,-
'[05:38:40.480]',-0.031,0.306,-,78.750,-
'[05:38:40.488]',-0.039,0.310,-,81.250,-
'[05:38:40.496]',-0.031,0.314,-,83.125,-
'[05:38:40.504]',-0.039,0.318,-,84.375,-
'[05:38:40.512]',-0.031,0.325,-,85.000,-
'[05:38:40.520]',-0.039,0.333,-,86.250,-
'[05:38:40.528]',-0.024,0.341,-,86.250,-
'[05:38:40.536]',-0.008,0.349,-,85.000,-
'[05:38:40.544]',0.008,0.357,-,84.375,-
'[05:38:40.552]',0.031,0.365,-,83.125,-
'[05:38:40.560]',0.063,0.373,-,81.250,-
'[05:38:40.568]',0.071,0.376,-,80.000,-
'[05:38:40.576]',0.087,0.380,-,77.500,-
'[05:38:40.584]',0.063,0.384,-,75.000,-
'[05:38:40.592]',0.008,0.384,-,73.750,-
'[05:38:40.600]',-0.039,0.388,-,71.250,-
'[05:38:40.608]',-0.047,0.388,-,69.375,-
'[05:38:40.616]',-0.063,0.384,-,68.125,-
'[05:38:40.624]',-0.063,0.384,-,65.625,-
'[05:38:40.632]',-0.071,0.380,-,65.000,-
'[05:38:40.640]',-0.118,0.376,-,63.125,-
'[05:38:40.648]',-0.189,0.373,-,61.875,-
'[05:38:40.656]',0.228,0.365,-,61.250,-
'[05:38:40.664]',1.063,0.361,-,60.000,-
'[05:38:40.672]',1.323,0.357,-,59.375,-
'[05:38:40.680]',0.425,0.353,-,58.750,-
'[05:38:40.688]',-0.071,0.349,-,58.750,-
'[05:38:40.696]',-0.307,0.349,-,58.125,-
'[05:38:40.704]',-0.331,0.357,-,58.125,-
'[05:38:40.712]',-0.236,0.365,-,58.125,-
'[05:38:40.720]',-0.228,0.384,-,58.125,-
'[05:38:40.728]',-0.213,0.404,-,58.125,-
'[05:38:40.736]',-0.205,0.431,-,58.750,-
'[05:38:40.744]',-0.189,0.459,-,58.750,-
'[05:38:40.752]',-0.181,0.486,-,58.750,-
'[05:38:40.760]',-0.165,0.514,-,59.375,-
'[05:38:40.768]',-0.157,0.541,-,59.375,-
'[05:38:40.776]',-0.142,0.569,-,59.375,-
'[05:38:40.784]',-0.134,0.596,-,60.000,-
'[05:38:40.792]',-0.126,0.620,-,60.000,-
'[05:38:40.800]',-0.118,0.635,-,60.000,-
'[05:38:40.808]',-0.102,0.647,-,60.000,-
'[05:38:40.816]',-0.087,0.655,-,60.000,-
'[05:38:40.824]',-0.071,0.655,-,60.000,-
'[05:38:40.832]',-0.047,0.651,-,60.000,-
'[05:38:40.840]',-0.024,0.639,-,60.000,-
'[05:38:40.848]',0.000,0.627,-,60.000,-
'[05:38:40.856]',0.016,0.612,-,59.375,-
'[05:38:40.864]',0.031,0.592,-,59.375,-
'[05:38:40.872]',0.039,0.569,-,59.375,-
'[05:38:40.880]',0.039,0.545,-,58.750,-
'[05:38:40.888]',0.039,0.522,-,58.125,-
'[05:38:40.896]',0.024,0.494,-,58.125,-
'[05:38:40.904]',0.000,0.467,-,58.125,-
'[05:38:40.912]',-0.008,0.443,-,58.125,-
'[05:38:40.920]',-0.024,0.416,-,58.750,-
'[05:38:40.928]',-0.024,0.392,-,60.000,-
'[05:38:40.936]',-0.031,0.373,-,62.500,-
'[05:38:40.944]',-0.031,0.353,-,65.625,-
'[05:38:40.952]',-0.031,0.341,-,68.125,-
'[05:38:40.960]',-0.024,0.325,-,70.625,-
'[05:38:40.968]',-0.024,0.318,-,71.875,-
'[05:38:40.976]',-0.024,0.306,-,74.375,-
'[05:38:40.984]',-0.031,0.302,-,75.625,-
'[05:38:40.992]',-0.024,0.298,-,78.125,-
'[05:38:41.000]',-0.024,0.294,-,80.625,-
'[05:38:41.008]',-0.031,0.298,-,81.875,-
'[05:38:41.016]',-0.031,0.302,-,83.750,-
'[05:38:41.024]',-0.031,0.306,-,85.000,-
'[05:38:41.032]',-0.039,0.314,-,86.250,-
'[05:38:41.040]',-0.031,0.322,-,86.250,-
'[05:38:41.048]',-0.016,0.329,-,86.250,-
'[05:38:41.056]',0.000,0.337,-,85.000,-
'[05:38:41.064]',0.016,0.345,-,84.375,-
'[05:38:41.072]',0.055,0.353,-,83.125,-
'[05:38:41.080]',0.063,0.361,-,81.250,-
'[05:38:41.088]',0.079,0.365,-,78.750,-
'[05:38:41.096]',0.079,0.373,-,77.500,-
'[05:38:41.104]',0.024,0.376,-,75.000,-
'[05:38:41.112]',-0.031,0.376,-,72.500,-
'[05:38:41.120]',-0.055,0.380,-,71.250,-
'[05:38:41.128]',-0.063,0.380,-,69.375,-
'[05:38:41.136]',-0.071,0.380,-,67.500,-
'[05:38:41.144]',-0.071,0.380,-,65.625,-
'[05:38:41.152]',-0.094,0.376,-,65.000,-
'[05:38:41.160]',-0.197,0.376,-,63.125,-
'[05:38:41.168]',0.063,0.373,-,62.500,-
'[05:38:41.176]',0.850,0.369,-,61.250,-
'[05:38:41.184]',1.315,0.361,-,60.000,-
'[05:38:41.192]',0.638,0.357,-,60.000,-
'[05:38:41.200]',0.024,0.357,-,59.375,-
'[05:38:41.208]',-0.283,0.357,-,58.750,-
'[05:38:41.216]',-0.339,0.357,-,58.750,-
'[05:38:41.224]',-0.260,0.365,-,58.750,-
'[05:38:41.232]',-0.244,0.380,-,58.750,-
'[05:38:41.240]',-0.228,0.400,-,58.750,-
'[05:38:41.248]',-0.220,0.420,-,58.750,-
'[05:38:41.256]',-0.213,0.443,-,59.375,-
'[05:38:41.264]',-0.197,0.471,-,59.375,-
'[05:38:41.272]',-0.189,0.502,-,59.375,-
'[05:38:41.280]',-0.173,0.533,-,60.000,-
'[05:38:41.288]',-0.157,0.565,-,60.000,-
'[05:38:41.296]',-0.150,0.592,-,61.250,-
'[05:38:41.304]',-0.142,0.620,-,61.250,-
'[05:38:41.312]',-0.134,0.639,-,61.250,-
'[05:38:41.320]',-0.118,0.655,-,61.250,-
'[05:38:41.328]',-0.102,0.663,-,61.250,-
'[05:38:41.336]',-0.079,0.667,-,61.250,-
'[05:38:41.344]',-0.063,0.667,-,61.250,-
'[05:38:41.352]',-0.039,0.659,-,61.250,-
'[05:38:41.360]',-0.008,0.651,-,61.250,-
'[05:38:41.368]',0.008,0.635,-,61.250,-
'[05:38:41.376]',0.024,0.616,-,61.250,-
'[05:38:41.384]',0.024,0.596,-,60.000,-
'[05:38:41.392]',0.039,0.569,-,60.000,-
'[05:38:41.400]',0.031,0.545,-,59.375,-
'[05:38:41.408]',0.016,0.518,-,58.750,-
'[05:38:41.416]',0.000,0.490,-,58.750,-
'[05:38:41.424]',-0.016,0.463,-,58.750,-
'[05:38:41.432]',-0.024,0.435,-,59.375,-
'[05:38:41.440]',-0.031,0.412,-,61.875,-
'[05:38:41.448]',-0.039,0.392,-,65.000,-
'[05:38:41.456]',-0.047,0.376,-,67.500,-
'[05:38:41.464]',-0.047,0.357,-,70.625,-
'[05:38:41.472]',-0.039,0.341,-,72.500,-
'[05:38:41.480]',-0.039,0.329,-,74.375,-
'[05:38:41.488]',-0.039,0.318,-,76.875,-
'[05:38:41.496]',-0.039,0.310,-,78.750,-
'[05:38:41.504]',-0.039,0.306,-,81.250,-
'[05:38:41.512]',-0.039,0.302,-,83.750,-
'[05:38:41.520]',-0.039,0.306,-,85.000,-
'[05:38:41.528]',-0.039,0.306,-,87.500,-
'[05:38:41.536]',-0.047,0.314,-,88.125,-
'[05:38:41.544]',-0.039,0.318,-,89.375,-
'[05:38:41.552]',-0.047,0.325,-,90.000,-
'[05:38:41.560]',-0.016,0.333,-,89.375,-
'[05:38:41.568]',-0.008,0.341,-,89.375,-
'[05:38:41.576]',0.016,0.353,-,87.500,-
'[05:38:41.584]',0.047,0.361,-,86.250,-
'[05:38:41.592]',0.071,0.369,-,84.375,-
'[05:38:41.600]',0.079,0.373,-,81.875,-
'[05:38:41.608]',0.071,0.380,-,80.000,-
'[05:38:41.616]',0.031,0.384,-,77.500,-
'[05:38:41.624]',-0.031,0.388,-,75.625,-
'[05:38:41.632]',-0.055,0.392,-,73.750,-
'[05:38:41.640]',-0.063,0.392,-,71.250,-
'[05:38:41.648]',-0.063,0.392,-,69.375,-
'[05:38:41.656]',-0.071,0.392,-,68.125,-
'[05:38:41.664]',-0.087,0.388,-,66.250,-
'[05:38:41.672]',-0.205,0.388,-,65.625,-
'[05:38:41.680]',0.024,0.384,-,64.375,-
'[05:38:41.688]',0.835,0.376,-,63.125,-
'[05:38:41.696]',1.354,0.373,-,62.500,-
'[05:38:41.704]',0.693,0.369,-,61.875,-
'[05:38:41.712]',0.031,0.365,-,61.875,-
'[05:38:41.720]',-0.268,0.365,-,61.250,-
'[05:38:41.728]',-0.354,0.369,-,61.250,-
'[05:38:41.736]',-0.268,0.380,-,61.250,-
'[05:38:41.744]',-0.244,0.392,-,61.250,-
'[05:38:41.752]',-0.236,0.408,-,61.250,-
'[05:38:41.760]',-0.220,0.431,-,61.250,-
'[05:38:41.768]',-0.213,0.463,-,61.875,-
'[05:38:41.776]',-0.205,0.494,-,61.875,-
'[05:38:41.784]',-0.189,0.529,-,62.500,-
'[05:38:41.792]',-0.181,0.565,-,62.500,-
'[05:38:41.800]',-0.173,0.596,-,63.125,-
'[05:38:41.808]',-0.157,0.627,-,63.125,-
'[05:38:41.816]',-0.142,0.655,-,63.125,-
'[05:38:41.824]',-0.134,0.675,-,64.375,-
'[05:38:41.832]',-0.126,0.694,-,64.375,-
'[05:38:41.840]',-0.102,0.706,-,64.375,-
'[05:38:41.848]',-0.094,0.710,-,64.375,-
'[05:38:41.856]',-0.071,0.706,-,64.375,-
'[05:38:41.864]',-0.047,0.698,-,64.375,-
'[05:38:41.872]',-0.024,0.686,-,64.375,-
'[05:38:41.880]',-0.008,0.667,-,64.375,-
'[05:38:41.888]',0.008,0.643,-,63.125,-
'[05:38:41.896]',0.016,0.620,-,63.125,-
'[05:38:41.904]',0.024,0.588,-,62.500,-
'[05:38:41.912]',0.024,0.557,-,61.875,-
'[05:38:41.920]',0.008,0.525,-,61.875,-
'[05:38:41.928]',-0.008,0.494,-,61.250,-
'[05:38:41.936]',-0.024,0.463,-,61.875,-
'[05:38:41.944]',-0.024,0.435,-,62.500,-
'[05:38:41.952]',-0.031,0.412,-,65.000,-
'[05:38:41.960]',-0.047,0.384,-,68.125,-
'[05:38:41.968]',-0.047,0.361,-,71.250,-
'[05:38:41.976]',-0.047,0.337,-,73.750,-
'[05:38:41.984]',-0.055,0.318,-,75.625,-
'[05:38:41.992]',-0.047,0.302,-,78.125,-
'[05:38:42.000]',-0.047,0.290,-,80.625,-
'[05:38:42.008]',-0.047,0.282,-,83.125,-
'[05:38:42.016]',-0.039,0.278,-,86.250,-
'[05:38:42.024]',-0.047,0.275,-,88.125,-
'[05:38:42.032]',-0.039,0.278,-,90.000,-
'[05:38:42.040]',-0.039,0.282,-,92.500,-
'[05:38:42.048]',-0.047,0.290,-,93.125,-
'[05:38:42.056]',-0.047,0.298,-,93.750,-
'[05:38:42.064]',-0.031,0.306,-,94.375,-
'[05:38:42.072]',-0.016,0.318,-,93.750,-
'[05:38:42.080]',0.000,0.325,-,93.125,-
'[05:38:42.088]',0.024,0.337,-,92.500,-
'[05:38:42.096]',0.055,0.349,-,90.000,-
'[05:38:42.104]',0.079,0.357,-,88.125,-
'[05:38:42.112]',0.087,0.365,-,86.250,-
'[05:38:42.120]',0.063,0.373,-,83.750,-
'[05:38:42.128]',0.008,0.376,-,81.250,-
'[05:38:42.136]',-0.031,0.380,-,78.750,-
'[05:38:42.144]',-0.063,0.384,-,76.875,-
'[05:38:42.152]',-0.063,0.384,-,75.000,-
'[05:38:42.160]',-0.063,0.384,-,73.750,-
'[05:38:42.168]',-0.071,0.380,-,71.250,-
'[05:38:42.176]',-0.102,0.380,-,70.625,-
'[05:38:42.184]',-0.197,0.373,-,68.750,-
'[05:38:42.192]',0.165,0.369,-,67.500,-
'[05:38:42.200]',1.000,0.361,-,66.250,-
'[05:38:42.208]',1.331,0.357,-,65.625,-
'[05:38:42.216]',0.528,0.349,-,65.000,-
'[05:38:42.224]',-0.024,0.349,-,65.000,-
'[05:38:42.232]',-0.307,0.353,-,64.375,-
'[05:38:42.240]',-0.354,0.357,-,64.375,-
'[05:38:42.248]',-0.260,0.369,-,64.375,-
'[05:38:42.256]',-0.244,0.384,-,64.375,-
'[05:38:42.264]',-0.236,0.408,-,64.375,-
'[05:38:42.272]',-0.228,0.439,-,64.375,-
'[05:38:42.280]',-0.213,0.475,-,65.000,-
'[05:38:42.288]',-0.197,0.518,-,65.000,-
'[05:38:42.296]',-0.189,0.557,-,65.625,-
'[05:38:42.304]',-0.181,0.600,-,65.625,-
'[05:38:42.312]',-0.165,0.639,-,65.625,-
'[05:38:42.320]',-0.165,0.675,-,66.250,-
'[05:38:42.328]',-0.150,0.702,-,66.250,-
'[05:38:42.336]',-0.142,0.725,-,66.250,-
'[05:38:42.344]',-0.134,0.737,-,66.250,-
'[05:38:42.352]',-0.118,0.745,-,66.250,-
'[05:38:42.360]',-0.102,0.749,-,66.250,-
'[05:38:42.368]',-0.087,0.745,-,66.250,-
'[05:38:42.376]',-0.063,0.733,-,66.250,-
'[05:38:42.384]',-0.039,0.718,-,66.250,-
'[05:38:42.392]',-0.016,0.698,-,65.625,-
'[05:38:42.400]',-0.008,0.675,-,65.625,-
'[05:38:42.408]',0.008,0.647,-,65.000,-
'[05:38:42.416]',0.016,0.616,-,65.000,-
'[05:38:42.424]',0.008,0.580,-,64.375,-
'[05:38:42.432]',0.000,0.549,-,63.125,-
'[05:38:42.440]',-0.016,0.518,-,63.125,-
'[05:38:42.448]',-0.024,0.486,-,64.375,-
'[05:38:42.456]',-0.024,0.463,-,65.625,-
'[05:38:42.464]',-0.039,0.435,-,68.750,-
'[05:38:42.472]',-0.047,0.408,-,71.875,-
'[05:38:42.480]',-0.047,0.384,-,75.000,-
'[05:38:42.488]',-0.039,0.361,-,77.500,-
'[05:38:42.496]',-0.047,0.341,-,80.000,-
'[05:38:42.504]',-0.039,0.325,-,81.875,-
'[05:38:42.512]',-0.031,0.318,-,85.000,-
'[05:38:42.520]',-0.031,0.310,-,87.500,-
'[05:38:42.528]',-0.031,0.306,-,90.625,-
'[05:38:42.536]',-0.031,0.306,-,93.125,-
'[05:38:42.544]',-0.031,0.310,-,94.375,-
'[05:38:42.552]',-0.031,0.314,-,96.250,-
'[05:38:42.560]',-0.031,0.322,-,97.500,-
'[05:38:42.568]',-0.031,0.329,-,97.500,-
