'Time','II','ABP','PLETH','III'
'[16:39:32.600]',0.522,56.250,0.522,-
'[16:39:32.608]',0.694,55.312,0.525,-
'[16:39:32.616]',0.741,55.312,0.529,-
'[16:39:32.624]',0.694,55.312,0.529,-
'[16:39:32.632]',0.639,55.312,0.533,-
'[16:39:32.640]',0.576,54.375,0.533,-
'[16:39:32.648]',0.494,54.375,0.537,-
'[16:39:32.656]',0.408,53.437,0.537,-
'[16:39:32.664]',0.337,53.437,0.537,-
'[16:39:32.672]',0.314,53.437,0.537,-
'[16:39:32.680]',0.298,52.500,0.537,-
'[16:39:32.688]',0.290,52.500,0.537,-
'[16:39:32.696]',0.290,51.562,0.537,-
'[16:39:32.704]',0.290,50.625,0.537,-
'[16:39:32.712]',0.290,50.625,0.533,-
'[16:39:32.720]',0.298,49.687,0.533,-
'[16:39:32.728]',0.298,49.687,0.533,-
'[16:39:32.736]',0.306,48.750,0.529,-
'[16:39:32.744]',0.314,48.750,0.525,-
'[16:39:32.752]',0.314,47.812,0.525,-
'[16:39:32.760]',0.314,47.812,0.522,-
'[16:39:32.768]',0.322,46.875,0.518,-
'[16:39:32.776]',0.322,46.875,0.514,-
'[16:39:32.784]',0.329,45.937,0.510,-
'[16:39:32.792]',0.329,45.937,0.510,-
'[16:39:32.800]',0.337,45.000,0.506,-
'[16:39:32.808]',0.337,45.000,0.502,-
'[16:39:32.816]',0.353,45.000,0.498,-
'[16:39:32.824]',0.353,45.000,0.498,-
'[16:39:32.832]',0.361,45.937,0.494,-
'[16:39:32.840]',0.361,49.687,0.494,-
'[16:39:32.848]',0.369,56.250,0.490,-
'[16:39:32.856]',0.369,64.687,0.486,-
'[16:39:32.864]',0.376,75.000,0.486,-
'[16:39:32.872]',0.376,85.312,0.486,-
'[16:39:32.880]',0.384,94.687,0.482,-
'[16:39:32.888]',0.384,103.125,0.482,-
'[16:39:32.896]',0.376,108.750,0.478,-
'[16:39:32.904]',0.376,113.437,0.478,-
'[16:39:32.912]',0.369,115.312,0.478,-
'[16:39:32.920]',0.369,116.250,0.478,-
'[16:39:32.928]',0.361,116.250,0.475,-
'[16:39:32.936]',0.361,114.375,0.475,-
'[16:39:32.944]',0.361,111.562,0.475,-
'[16:39:32.952]',0.353,108.750,0.471,-
'[16:39:32.960]',0.353,105.937,0.471,-
'[16:39:32.968]',0.361,103.125,0.471,-
'[16:39:32.976]',0.361,101.250,0.471,-
'[16:39:32.984]',0.361,98.437,0.467,-
'[16:39:32.992]',0.361,96.562,0.467,-
'[16:39:33.000]',0.361,94.687,0.467,-
'[16:39:33.008]',0.361,92.812,0.463,-
'[16:39:33.016]',0.361,91.875,0.463,-
'[16:39:33.024]',0.361,90.000,0.463,-
'[16:39:33.032]',0.361,88.125,0.463,-
'[16:39:33.040]',0.361,87.187,0.463,-
'[16:39:33.048]',0.361,85.312,0.459,-
'[16:39:33.056]',0.361,83.437,0.459,-
'[16:39:33.064]',0.369,81.562,0.459,-
'[16:39:33.072]',0.376,79.687,0.455,-
'[16:39:33.080]',0.384,76.875,0.455,-
'[16:39:33.088]',0.392,75.000,0.455,-
'[16:39:33.096]',0.408,72.187,0.451,-
'[16:39:33.104]',0.416,69.375,0.451,-
'[16:39:33.112]',0.424,66.562,0.451,-
'[16:39:33.120]',0.439,63.750,0.451,-
'[16:39:33.128]',0.424,61.875,0.455,-
'[16:39:33.136]',0.400,60.937,0.455,-
'[16:39:33.144]',0.369,59.062,0.459,-
'[16:39:33.152]',0.337,58.125,0.463,-
'[16:39:33.160]',0.314,57.187,0.467,-
'[16:39:33.168]',0.306,57.187,0.475,-
'[16:39:33.176]',0.306,56.250,0.478,-
'[16:39:33.184]',0.306,56.250,0.486,-
'[16:39:33.192]',0.314,56.250,0.490,-
'[16:39:33.200]',0.306,56.250,0.498,-
'[16:39:33.208]',0.298,56.250,0.502,-
'[16:39:33.216]',0.314,56.250,0.506,-
'[16:39:33.224]',0.416,56.250,0.510,-
'[16:39:33.232]',0.584,56.250,0.514,-
'[16:39:33.240]',0.725,56.250,0.518,-
'[16:39:33.248]',0.749,56.250,0.522,-
'[16:39:33.256]',0.710,55.312,0.525,-
'[16:39:33.264]',0.647,55.312,0.529,-
'[16:39:33.272]',0.576,55.312,0.529,-
'[16:39:33.280]',0.478,54.375,0.533,-
'[16:39:33.288]',0.392,54.375,0.533,-
'[16:39:33.296]',0.337,54.375,0.533,-
'[16:39:33.304]',0.314,53.437,0.533,-
'[16:39:33.312]',0.298,53.437,0.533,-
'[16:39:33.320]',0.298,52.500,0.533,-
'[16:39:33.328]',0.298,52.500,0.529,-
'[16:39:33.336]',0.298,51.562,0.529,-
'[16:39:33.344]',0.298,51.562,0.529,-
'[16:39:33.352]',0.298,50.625,0.525,-
'[16:39:33.360]',0.306,50.625,0.525,-
'[16:39:33.368]',0.306,49.687,0.522,-
'[16:39:33.376]',0.314,49.687,0.518,-
'[16:39:33.384]',0.314,48.750,0.518,-
'[16:39:33.392]',0.322,48.750,0.514,-
'[16:39:33.400]',0.322,47.812,0.510,-
'[16:39:33.408]',0.322,47.812,0.506,-
'[16:39:33.416]',0.329,46.875,0.502,-
'[16:39:33.424]',0.337,46.875,0.498,-
'[16:39:33.432]',0.337,45.937,0.494,-
'[16:39:33.440]',0.337,45.937,0.490,-
'[16:39:33.448]',0.353,45.937,0.486,-
'[16:39:33.456]',0.353,46.875,0.482,-
'[16:39:33.464]',0.353,49.687,0.482,-
'[16:39:33.472]',0.361,55.312,0.478,-
'[16:39:33.480]',0.361,63.750,0.475,-
'[16:39:33.488]',0.369,73.125,0.471,-
'[16:39:33.496]',0.376,83.437,0.467,-
'[16:39:33.504]',0.376,93.750,0.467,-
'[16:39:33.512]',0.392,101.250,0.463,-
'[16:39:33.520]',0.392,107.812,0.463,-
'[16:39:33.528]',0.384,113.437,0.459,-
'[16:39:33.536]',0.376,116.250,0.459,-
'[16:39:33.544]',0.376,118.125,0.455,-
'[16:39:33.552]',0.376,118.125,0.455,-
'[16:39:33.560]',0.376,116.250,0.455,-
'[16:39:33.568]',0.369,114.375,0.451,-
'[16:39:33.576]',0.369,111.562,0.451,-
'[16:39:33.584]',0.369,108.750,0.447,-
'[16:39:33.592]',0.369,106.875,0.447,-
'[16:39:33.600]',0.369,104.062,0.447,-
'[16:39:33.608]',0.369,102.187,0.443,-
'[16:39:33.616]',0.369,100.312,0.443,-
'[16:39:33.624]',0.369,98.437,0.443,-
'[16:39:33.632]',0.369,96.562,0.439,-
'[16:39:33.640]',0.369,95.625,0.439,-
'[16:39:33.648]',0.369,93.750,0.439,-
'[16:39:33.656]',0.369,92.812,0.435,-
'[16:39:33.664]',0.369,90.937,0.435,-
'[16:39:33.672]',0.369,90.000,0.435,-
'[16:39:33.680]',0.369,88.125,0.435,-
'[16:39:33.688]',0.369,86.250,0.431,-
'[16:39:33.696]',0.376,84.375,0.431,-
'[16:39:33.704]',0.384,82.500,0.427,-
'[16:39:33.712]',0.400,79.687,0.427,-
'[16:39:33.720]',0.408,76.875,0.427,-
'[16:39:33.728]',0.416,74.062,0.427,-
'[16:39:33.736]',0.424,71.250,0.427,-
'[16:39:33.744]',0.439,68.437,0.427,-
'[16:39:33.752]',0.439,65.625,0.427,-
'[16:39:33.760]',0.416,63.750,0.431,-
'[16:39:33.768]',0.384,61.875,0.431,-
'[16:39:33.776]',0.353,60.000,0.435,-
'[16:39:33.784]',0.322,59.062,0.439,-
'[16:39:33.792]',0.306,58.125,0.447,-
'[16:39:33.800]',0.298,57.187,0.451,-
'[16:39:33.808]',0.298,57.187,0.459,-
'[16:39:33.816]',0.298,56.250,0.463,-
'[16:39:33.824]',0.298,56.250,0.467,-
'[16:39:33.832]',0.290,56.250,0.475,-
'[16:39:33.840]',0.298,56.250,0.478,-
'[16:39:33.848]',0.345,56.250,0.482,-
'[16:39:33.856]',0.486,56.250,0.490,-
'[16:39:33.864]',0.655,56.250,0.494,-
'[16:39:33.872]',0.733,56.250,0.498,-
'[16:39:33.880]',0.725,56.250,0.498,-
'[16:39:33.888]',0.686,56.250,0.502,-
'[16:39:33.896]',0.624,55.312,0.506,-
'[16:39:33.904]',0.529,55.312,0.506,-
'[16:39:33.912]',0.439,55.312,0.506,-
'[16:39:33.920]',0.361,54.375,0.506,-
'[16:39:33.928]',0.322,54.375,0.506,-
'[16:39:33.936]',0.298,54.375,0.506,-
'[16:39:33.944]',0.298,53.437,0.506,-
'[16:39:33.952]',0.290,53.437,0.506,-
'[16:39:33.960]',0.290,52.500,0.506,-
'[16:39:33.968]',0.290,52.500,0.506,-
'[16:39:33.976]',0.290,51.562,0.502,-
'[16:39:33.984]',0.298,50.625,0.502,-
'[16:39:33.992]',0.298,50.625,0.498,-
'[16:39:34.000]',0.298,49.687,0.498,-
'[16:39:34.008]',0.306,49.687,0.494,-
'[16:39:34.016]',0.306,48.750,0.490,-
'[16:39:34.024]',0.314,48.750,0.490,-
'[16:39:34.032]',0.314,47.812,0.486,-
'[16:39:34.040]',0.314,47.812,0.482,-
'[16:39:34.048]',0.322,46.875,0.475,-
'[16:39:34.056]',0.322,46.875,0.459,-
'[16:39:34.064]',0.329,46.875,0.443,-
'[16:39:34.072]',0.337,45.937,0.427,-
'[16:39:34.080]',0.337,46.875,0.412,-
'[16:39:34.088]',0.353,48.750,0.396,-
'[16:39:34.096]',0.353,52.500,0.380,-
'[16:39:34.104]',0.361,60.000,0.369,-
'[16:39:34.112]',0.361,69.375,0.353,-
'[16:39:34.120]',0.369,79.687,0.345,-
'[16:39:34.128]',0.376,89.062,0.333,-
'[16:39:34.136]',0.376,98.437,0.322,-
'[16:39:34.144]',0.376,105.937,0.310,-
'[16:39:34.152]',0.376,110.625,0.302,-
'[16:39:34.160]',0.376,115.312,0.290,-
'[16:39:34.168]',0.369,117.187,0.282,-
'[16:39:34.176]',0.369,118.125,0.275,-
'[16:39:34.184]',0.369,117.187,0.267,-
'[16:39:34.192]',0.361,115.312,0.259,-
'[16:39:34.200]',0.361,112.500,0.255,-
'[16:39:34.208]',0.353,109.687,0.247,-
'[16:39:34.216]',0.353,107.812,0.243,-
'[16:39:34.224]',0.353,105.000,0.239,-
'[16:39:34.232]',0.353,103.125,0.231,-
'[16:39:34.240]',0.361,100.312,0.227,-
'[16:39:34.248]',0.361,98.437,0.220,-
'[16:39:34.256]',0.361,97.500,0.216,-
'[16:39:34.264]',0.353,95.625,0.208,-
'[16:39:34.272]',0.353,94.687,0.200,-
'[16:39:34.280]',0.353,92.812,0.196,-
'[16:39:34.288]',0.353,91.875,0.188,-
'[16:39:34.296]',0.353,90.000,0.184,-
'[16:39:34.304]',0.353,88.125,0.180,-
'[16:39:34.312]',0.353,86.250,0.176,-
'[16:39:34.320]',0.353,85.312,0.173,-
'[16:39:34.328]',0.369,82.500,0.169,-
'[16:39:34.336]',0.376,80.625,0.165,-
'[16:39:34.344]',0.392,77.812,0.165,-
'[16:39:34.352]',0.408,75.000,0.161,-
'[16:39:34.360]',0.424,72.187,0.157,-
'[16:39:34.368]',0.424,69.375,0.161,-
'[16:39:34.376]',0.439,66.562,0.165,-
'[16:39:34.384]',0.424,64.687,0.173,-
'[16:39:34.392]',0.392,62.812,0.184,-
'[16:39:34.400]',0.361,60.937,0.200,-
'[16:39:34.408]',0.322,60.000,0.216,-
'[16:39:34.416]',0.298,58.125,0.235,-
'[16:39:34.424]',0.282,58.125,0.259,-
'[16:39:34.432]',0.282,57.187,0.286,-
'[16:39:34.440]',0.282,57.187,0.314,-
'[16:39:34.448]',0.290,56.250,0.341,-
'[16:39:34.456]',0.298,56.250,0.369,-
'[16:39:34.464]',0.290,56.250,0.396,-
'[16:39:34.472]',0.298,56.250,0.424,-
'[16:39:34.480]',0.369,56.250,0.447,-
'[16:39:34.488]',0.522,56.250,0.471,-
'[16:39:34.496]',0.678,56.250,0.490,-
'[16:39:34.504]',0.725,56.250,0.506,-
'[16:39:34.512]',0.702,56.250,0.522,-
'[16:39:34.520]',0.663,55.312,0.529,-
'[16:39:34.528]',0.584,55.312,0.537,-
'[16:39:34.536]',0.494,55.312,0.549,-
'[16:39:34.544]',0.392,54.375,0.553,-
'[16:39:34.552]',0.329,54.375,0.557,-
'[16:39:34.560]',0.298,54.375,0.561,-
'[16:39:34.568]',0.290,53.437,0.561,-
'[16:39:34.576]',0.282,53.437,0.561,-
'[16:39:34.584]',0.282,52.500,0.561,-
'[16:39:34.592]',0.282,52.500,0.561,-
'[16:39:34.600]',0.282,51.562,0.557,-
'[16:39:34.608]',0.282,51.562,0.553,-
'[16:39:34.616]',0.290,50.625,0.545,-
'[16:39:34.624]',0.290,50.625,0.537,-
'[16:39:34.632]',0.298,49.687,0.529,-
'[16:39:34.640]',0.298,49.687,0.518,-
'[16:39:34.648]',0.298,48.750,0.506,-
'[16:39:34.656]',0.306,48.750,0.494,-
'[16:39:34.664]',0.306,47.812,0.478,-
'[16:39:34.672]',0.314,47.812,0.463,-
'[16:39:34.680]',0.314,46.875,0.447,-
'[16:39:34.688]',0.314,46.875,0.431,-
'[16:39:34.696]',0.322,45.937,0.416,-
'[16:39:34.704]',0.329,45.937,0.400,-
'[16:39:34.712]',0.337,46.875,0.388,-
'[16:39:34.720]',0.337,49.687,0.376,-
'[16:39:34.728]',0.345,54.375,0.365,-
'[16:39:34.736]',0.353,61.875,0.353,-
'[16:39:34.744]',0.353,71.250,0.341,-
'[16:39:34.752]',0.361,81.562,0.333,-
'[16:39:34.760]',0.361,91.875,0.322,-
'[16:39:34.768]',0.369,100.312,0.310,-
'[16:39:34.776]',0.376,106.875,0.302,-
'[16:39:34.784]',0.369,112.500,0.294,-
'[16:39:34.792]',0.369,115.312,0.286,-
'[16:39:34.800]',0.361,117.187,0.278,-
'[16:39:34.808]',0.361,117.187,0.271,-
'[16:39:34.816]',0.353,116.250,0.267,-
'[16:39:34.824]',0.353,114.375,0.263,-
'[16:39:34.832]',0.353,111.562,0.259,-
'[16:39:34.840]',0.353,108.750,0.255,-
'[16:39:34.848]',0.353,106.875,0.251,-
'[16:39:34.856]',0.353,104.062,0.243,-
'[16:39:34.864]',0.353,101.250,0.239,-
'[16:39:34.872]',0.353,99.375,0.235,-
'[16:39:34.880]',0.353,97.500,0.231,-
'[16:39:34.888]',0.353,95.625,0.227,-
'[16:39:34.896]',0.353,94.687,0.224,-
'[16:39:34.904]',0.353,92.812,0.220,-
'[16:39:34.912]',0.353,91.875,0.216,-
'[16:39:34.920]',0.353,90.000,0.216,-
'[16:39:34.928]',0.353,88.125,0.212,-
'[16:39:34.936]',0.353,87.187,0.208,-
'[16:39:34.944]',0.353,85.312,0.200,-
'[16:39:34.952]',0.361,83.437,0.196,-
'[16:39:34.960]',0.376,80.625,0.192,-
'[16:39:34.968]',0.392,78.750,0.192,-
'[16:39:34.976]',0.400,75.937,0.188,-
'[16:39:34.984]',0.416,73.125,0.188,-
'[16:39:34.992]',0.424,70.312,0.188,-
'[16:39:35.000]',0.424,67.500,0.188,-
'[16:39:35.008]',0.431,65.625,0.196,-
'[16:39:35.016]',0.408,62.812,0.204,-
'[16:39:35.024]',0.376,61.875,0.216,-
'[16:39:35.032]',0.345,60.000,0.231,-
'[16:39:35.040]',0.314,59.062,0.255,-
'[16:39:35.048]',0.282,58.125,0.278,-
'[16:39:35.056]',0.282,58.125,0.306,-
'[16:39:35.064]',0.282,57.187,0.337,-
'[16:39:35.072]',0.282,57.187,0.369,-
'[16:39:35.080]',0.282,57.187,0.396,-
'[16:39:35.088]',0.290,56.250,0.427,-
'[16:39:35.096]',0.282,56.250,0.455,-
'[16:39:35.104]',0.306,56.250,0.478,-
'[16:39:35.112]',0.408,56.250,0.502,-
'[16:39:35.120]',0.569,56.250,0.518,-
'[16:39:35.128]',0.694,56.250,0.537,-
'[16:39:35.136]',0.725,56.250,0.553,-
'[16:39:35.144]',0.702,56.250,0.569,-
'[16:39:35.152]',0.655,55.312,0.580,-
'[16:39:35.160]',0.569,55.312,0.592,-
'[16:39:35.168]',0.471,55.312,0.600,-
'[16:39:35.176]',0.384,54.375,0.608,-
'[16:39:35.184]',0.322,54.375,0.612,-
'[16:39:35.192]',0.298,53.437,0.616,-
'[16:39:35.200]',0.290,53.437,0.616,-
'[16:39:35.208]',0.282,53.437,0.612,-
'[16:39:35.216]',0.282,52.500,0.608,-
'[16:39:35.224]',0.290,52.500,0.604,-
'[16:39:35.232]',0.290,51.562,0.600,-
'[16:39:35.240]',0.290,50.625,0.592,-
'[16:39:35.248]',0.298,50.625,0.584,-
'[16:39:35.256]',0.298,49.687,0.573,-
'[16:39:35.264]',0.298,49.687,0.561,-
'[16:39:35.272]',0.306,48.750,0.549,-
'[16:39:35.280]',0.306,48.750,0.533,-
'[16:39:35.288]',0.314,47.812,0.522,-
'[16:39:35.296]',0.314,47.812,0.506,-
'[16:39:35.304]',0.322,46.875,0.490,-
'[16:39:35.312]',0.322,46.875,0.475,-
'[16:39:35.320]',0.329,45.937,0.463,-
'[16:39:35.328]',0.337,45.937,0.451,-
'[16:39:35.336]',0.337,45.937,0.435,-
'[16:39:35.344]',0.337,46.875,0.420,-
'[16:39:35.352]',0.345,49.687,0.408,-
'[16:39:35.360]',0.353,55.312,0.392,-
'[16:39:35.368]',0.353,63.750,0.380,-
'[16:39:35.376]',0.353,73.125,0.369,-
'[16:39:35.384]',0.361,83.437,0.357,-
'[16:39:35.392]',0.369,92.812,0.345,-
'[16:39:35.400]',0.369,101.250,0.337,-
'[16:39:35.408]',0.369,107.812,0.329,-
'[16:39:35.416]',0.369,112.500,0.322,-
'[16:39:35.424]',0.369,115.312,0.314,-
'[16:39:35.432]',0.361,117.187,0.310,-
'[16:39:35.440]',0.353,116.250,0.306,-
'[16:39:35.448]',0.353,115.312,0.298,-
'[16:39:35.456]',0.353,112.500,0.294,-
'[16:39:35.464]',0.353,110.625,0.290,-
'[16:39:35.472]',0.353,107.812,0.282,-
'[16:39:35.480]',0.353,105.000,0.278,-
'[16:39:35.488]',0.353,102.187,0.275,-
'[16:39:35.496]',0.353,100.312,0.271,-
'[16:39:35.504]',0.353,98.437,0.267,-
'[16:39:35.512]',0.353,96.562,0.263,-
'[16:39:35.520]',0.353,94.687,0.263,-
'[16:39:35.528]',0.353,92.812,0.259,-
'[16:39:35.536]',0.353,91.875,0.255,-
'[16:39:35.544]',0.353,90.000,0.251,-
'[16:39:35.552]',0.353,88.125,0.247,-
'[16:39:35.560]',0.353,87.187,0.243,-
'[16:39:35.568]',0.353,85.312,0.235,-
'[16:39:35.576]',0.353,83.437,0.231,-
'[16:39:35.584]',0.369,80.625,0.224,-
'[16:39:35.592]',0.376,78.750,0.220,-
'[16:39:35.600]',0.392,75.937,0.220,-
'[16:39:35.608]',0.408,73.125,0.216,-
'[16:39:35.616]',0.416,70.312,0.216,-
'[16:39:35.624]',0.424,67.500,0.216,-
'[16:39:35.632]',0.431,65.625,0.220,-
'[16:39:35.640]',0.424,62.812,0.227,-
'[16:39:35.648]',0.408,60.937,0.235,-
'[16:39:35.656]',0.376,60.000,0.247,-
'[16:39:35.664]',0.337,59.062,0.267,-
'[16:39:35.672]',0.298,58.125,0.290,-
'[16:39:35.680]',0.282,57.187,0.314,-
'[16:39:35.688]',0.282,56.250,0.341,-
'[16:39:35.696]',0.282,56.250,0.373,-
'[16:39:35.704]',0.282,56.250,0.400,-
'[16:39:35.712]',0.290,56.250,0.427,-
'[16:39:35.720]',0.282,55.312,0.451,-
'[16:39:35.728]',0.282,55.312,0.475,-
'[16:39:35.736]',0.322,55.312,0.498,-
'[16:39:35.744]',0.463,55.312,0.522,-
'[16:39:35.752]',0.631,55.312,0.545,-
'[16:39:35.760]',0.710,55.312,0.561,-
'[16:39:35.768]',0.694,54.375,0.580,-
'[16:39:35.776]',0.663,54.375,0.592,-
'[16:39:35.784]',0.600,54.375,0.604,-
'[16:39:35.792]',0.514,53.437,0.616,-
'[16:39:35.800]',0.424,53.437,0.624,-
'[16:39:35.808]',0.337,53.437,0.627,-
'[16:39:35.816]',0.306,52.500,0.631,-
'[16:39:35.824]',0.282,52.500,0.635,-
'[16:39:35.832]',0.282,51.562,0.635,-
'[16:39:35.840]',0.282,51.562,0.635,-
'[16:39:35.848]',0.282,50.625,0.631,-
'[16:39:35.856]',0.282,50.625,0.627,-
'[16:39:35.864]',0.282,49.687,0.620,-
'[16:39:35.872]',0.282,49.687,0.612,-
'[16:39:35.880]',0.290,48.750,0.600,-
'[16:39:35.888]',0.290,48.750,0.588,-
'[16:39:35.896]',0.298,47.812,0.576,-
'[16:39:35.904]',0.298,47.812,0.561,-
'[16:39:35.912]',0.298,46.875,0.549,-
'[16:39:35.920]',0.298,46.875,0.537,-
'[16:39:35.928]',0.306,45.937,0.522,-
'[16:39:35.936]',0.314,45.937,0.506,-
'[16:39:35.944]',0.314,45.000,0.490,-
'[16:39:35.952]',0.314,45.000,0.475,-
'[16:39:35.960]',0.322,44.062,0.459,-
'[16:39:35.968]',0.322,44.062,0.443,-
'[16:39:35.976]',0.329,45.000,0.427,-
'[16:39:35.984]',0.337,46.875,0.412,-
'[16:39:35.992]',0.337,51.562,0.396,-
'[16:39:36.000]',0.337,59.062,0.384,-
'[16:39:36.008]',0.337,69.375,0.373,-
'[16:39:36.016]',0.353,79.687,0.361,-
'[16:39:36.024]',0.353,89.062,0.353,-
'[16:39:36.032]',0.353,97.500,0.341,-
'[16:39:36.040]',0.353,104.062,0.333,-
'[16:39:36.048]',0.353,108.750,0.325,-
'[16:39:36.056]',0.353,112.500,0.318,-
'[16:39:36.064]',0.353,113.437,0.310,-
'[16:39:36.072]',0.345,113.437,0.302,-
'[16:39:36.080]',0.345,112.500,0.298,-
'[16:39:36.088]',0.337,109.687,0.290,-
'[16:39:36.096]',0.337,106.875,0.310,-
'[16:39:36.104]',0.337,104.062,0.345,-
'[16:39:36.112]',0.337,101.250,0.361,-
'[16:39:36.120]',0.337,98.437,0.365,-
'[16:39:36.128]',0.337,96.562,0.365,-
'[16:39:36.136]',0.337,93.750,0.361,-
'[16:39:36.144]',0.337,91.875,0.357,-
'[16:39:36.152]',0.337,90.000,0.353,-
'[16:39:36.160]',0.337,88.125,0.345,-
'[16:39:36.168]',0.337,86.250,0.341,-
'[16:39:36.176]',0.337,85.312,0.337,-
'[16:39:36.184]',0.337,83.437,0.329,-
'[16:39:36.192]',0.329,81.562,0.325,-
'[16:39:36.200]',0.329,79.687,0.322,-
'[16:39:36.208]',0.337,77.812,0.318,-
'[16:39:36.216]',0.337,75.000,0.318,-
'[16:39:36.224]',0.353,73.125,0.314,-
'[16:39:36.232]',0.361,70.312,0.310,-
'[16:39:36.240]',0.369,67.500,0.306,-
'[16:39:36.248]',0.384,64.687,0.302,-
'[16:39:36.256]',0.392,62.812,0.302,-
'[16:39:36.264]',0.408,60.000,0.302,-
'[16:39:36.272]',0.408,59.062,0.306,-
'[16:39:36.280]',0.384,57.187,0.314,-
'[16:39:36.288]',0.353,56.250,0.325,-
'[16:39:36.296]',0.322,56.250,0.345,-
'[16:39:36.304]',0.290,55.312,0.361,-
'[16:39:36.312]',0.275,55.312,0.380,-
'[16:39:36.320]',0.267,55.312,0.408,-
'[16:39:36.328]',0.267,55.312,0.435,-
'[16:39:36.336]',0.267,55.312,0.463,-
'[16:39:36.344]',0.275,55.312,0.494,-
'[16:39:36.352]',0.267,55.312,0.525,-
'[16:39:36.360]',0.267,55.312,0.557,-
'[16:39:36.368]',0.314,55.312,0.584,-
'[16:39:36.376]',0.447,55.312,0.608,-
'[16:39:36.384]',0.631,55.312,0.627,-
'[16:39:36.392]',0.725,55.312,0.647,-
'[16:39:36.400]',0.694,54.375,0.667,-
'[16:39:36.408]',0.639,54.375,0.678,-
'[16:39:36.416]',0.576,54.375,0.686,-
'[16:39:36.424]',0.494,53.437,0.698,-
'[16:39:36.432]',0.400,53.437,0.706,-
'[16:39:36.440]',0.329,52.500,0.714,-
'[16:39:36.448]',0.298,52.500,0.718,-
'[16:39:36.456]',0.282,51.562,0.722,-
'[16:39:36.464]',0.275,51.562,0.725,-
'[16:39:36.472]',0.275,50.625,0.725,-
'[16:39:36.480]',0.275,50.625,0.725,-
'[16:39:36.488]',0.275,49.687,0.722,-
'[16:39:36.496]',0.275,49.687,0.714,-
'[16:39:36.504]',0.275,48.750,0.710,-
'[16:39:36.512]',0.275,48.750,0.702,-
'[16:39:36.520]',0.282,47.812,0.690,-
'[16:39:36.528]',0.282,47.812,0.682,-
'[16:39:36.536]',0.282,46.875,0.671,-
'[16:39:36.544]',0.282,46.875,0.659,-
'[16:39:36.552]',0.290,45.937,0.643,-
'[16:39:36.560]',0.298,45.937,0.631,-
'[16:39:36.568]',0.298,45.000,0.620,-
'[16:39:36.576]',0.306,45.000,0.604,-
'[16:39:36.584]',0.306,44.062,0.592,-
'[16:39:36.592]',0.314,44.062,0.580,-
'[16:39:36.600]',0.314,44.062,0.569,-
'[16:39:36.608]',0.322,44.062,0.557,-
'[16:39:36.616]',0.322,45.937,0.549,-
'[16:39:36.624]',0.322,50.625,0.541,-
'[16:39:36.632]',0.329,58.125,0.533,-
'[16:39:36.640]',0.329,67.500,0.525,-
'[16:39:36.648]',0.337,77.812,0.518,-
'[16:39:36.656]',0.353,88.125,0.514,-
'[16:39:36.664]',0.353,96.562,0.506,-
'[16:39:36.672]',0.353,104.062,0.502,-
'[16:39:36.680]',0.353,108.750,0.494,-
'[16:39:36.688]',0.353,112.500,0.490,-
'[16:39:36.696]',0.337,114.375,0.486,-
'[16:39:36.704]',0.337,114.375,0.482,-
'[16:39:36.712]',0.337,113.437,0.478,-
'[16:39:36.720]',0.337,110.625,0.478,-
'[16:39:36.728]',0.337,107.812,0.475,-
'[16:39:36.736]',0.337,105.000,0.471,-
'[16:39:36.744]',0.337,102.187,0.471,-
'[16:39:36.752]',0.329,99.375,0.467,-
'[16:39:36.760]',0.329,96.562,0.467,-
'[16:39:36.768]',0.329,94.687,0.463,-
'[16:39:36.776]',0.329,91.875,0.459,-
'[16:39:36.784]',0.337,90.000,0.455,-
'[16:39:36.792]',0.329,88.125,0.455,-
'[16:39:36.800]',0.329,86.250,0.451,-
'[16:39:36.808]',0.329,84.375,0.447,-
'[16:39:36.816]',0.329,83.437,0.443,-
'[16:39:36.824]',0.329,81.562,0.443,-
'[16:39:36.832]',0.329,79.687,0.439,-
'[16:39:36.840]',0.329,76.875,0.435,-
'[16:39:36.848]',0.337,75.000,0.431,-
'[16:39:36.856]',0.353,72.187,0.427,-
'[16:39:36.864]',0.353,70.312,0.427,-
'[16:39:36.872]',0.369,67.500,0.424,-
'[16:39:36.880]',0.384,64.687,0.420,-
'[16:39:36.888]',0.392,62.812,0.420,-
'[16:39:36.896]',0.408,60.000,0.424,-
'[16:39:36.904]',0.408,59.062,0.427,-
'[16:39:36.912]',0.392,58.125,0.435,-
'[16:39:36.920]',0.361,57.187,0.447,-
'[16:39:36.928]',0.322,56.250,0.463,-
'[16:39:36.936]',0.298,56.250,0.482,-
'[16:39:36.944]',0.282,55.312,0.510,-
'[16:39:36.952]',0.275,55.312,0.537,-
'[16:39:36.960]',0.282,55.312,0.565,-
'[16:39:36.968]',0.282,55.312,0.600,-
'[16:39:36.976]',0.282,55.312,0.631,-
'[16:39:36.984]',0.275,56.250,0.659,-
'[16:39:36.992]',0.275,56.250,0.690,-
'[16:39:37.000]',0.322,56.250,0.718,-
'[16:39:37.008]',0.471,56.250,0.737,-
'[16:39:37.016]',0.655,55.312,0.753,-
'[16:39:37.024]',0.741,55.312,0.773,-
'[16:39:37.032]',0.710,55.312,0.788,-
'[16:39:37.040]',0.647,55.312,0.804,-
'[16:39:37.048]',0.584,54.375,0.816,-
'[16:39:37.056]',0.494,54.375,0.827,-
'[16:39:37.064]',0.408,53.437,0.835,-
