'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP'
'[16:11:42.008]',-,0.530,-,0.454,0.384,-,-,0.300,-
'[16:11:42.016]',-,0.530,-,0.454,0.390,-,-,0.297,-
'[16:11:42.024]',-,0.535,-,0.466,0.384,-,-,0.294,-
'[16:11:42.032]',-,0.540,-,0.471,0.384,-,-,0.292,-
'[16:11:42.040]',-,0.550,-,0.449,0.390,-,-,0.290,-
'[16:11:42.048]',-,0.540,-,0.454,0.394,-,-,0.289,-
'[16:11:42.056]',-,0.530,-,0.466,0.390,-,-,0.287,-
'[16:11:42.064]',-,0.525,-,0.471,0.384,-,-,0.284,-
'[16:11:42.072]',-,0.535,-,0.449,0.390,-,-,0.283,-
'[16:11:42.080]',-,0.545,-,0.444,0.394,-,-,0.281,-
'[16:11:42.088]',-,0.535,-,0.461,0.390,-,-,0.279,-
'[16:11:42.096]',-,0.515,-,0.485,0.390,-,-,0.277,-
'[16:11:42.104]',-,0.515,-,0.490,0.390,-,-,0.276,-
'[16:11:42.112]',-,0.520,-,0.480,0.390,-,-,0.277,-
'[16:11:42.120]',-,0.525,-,0.476,0.390,-,-,0.283,-
'[16:11:42.128]',-,0.520,-,0.476,0.384,-,-,0.289,-
'[16:11:42.136]',-,0.530,-,0.461,0.380,-,-,0.301,-
'[16:11:42.144]',-,0.545,-,0.444,0.384,-,-,0.319,-
'[16:11:42.152]',-,0.540,-,0.449,0.390,-,-,0.342,-
'[16:11:42.160]',-,0.510,-,0.485,0.380,-,-,0.370,-
'[16:11:42.168]',-,0.495,-,0.495,0.375,-,-,0.399,-
'[16:11:42.176]',-,0.505,-,0.480,0.375,-,-,0.431,-
'[16:11:42.184]',-,0.515,-,0.476,0.375,-,-,0.462,-
'[16:11:42.192]',-,0.515,-,0.476,0.375,-,-,0.493,-
'[16:11:42.200]',-,0.515,-,0.476,0.380,-,-,0.523,-
'[16:11:42.208]',-,0.520,-,0.476,0.380,-,-,0.551,-
'[16:11:42.216]',-,0.520,-,0.471,0.375,-,-,0.578,-
'[16:11:42.224]',-,0.525,-,0.471,0.375,-,-,0.604,-
'[16:11:42.232]',-,0.520,-,0.476,0.375,-,-,0.625,-
'[16:11:42.240]',-,0.525,-,0.471,0.380,-,-,0.643,-
'[16:11:42.248]',-,0.530,-,0.471,0.390,-,-,0.665,-
'[16:11:42.256]',-,0.520,-,0.485,0.394,-,-,0.685,-
'[16:11:42.264]',-,0.530,-,0.490,0.400,-,-,0.704,-
'[16:11:42.272]',-,0.560,-,0.454,0.400,-,-,0.721,-
'[16:11:42.280]',-,0.585,-,0.425,0.394,-,-,0.737,-
'[16:11:42.288]',-,0.590,-,0.420,0.380,-,-,0.751,-
'[16:11:42.296]',-,0.560,-,0.439,0.365,-,-,0.762,-
'[16:11:42.304]',-,0.520,-,0.476,0.349,-,-,0.772,-
'[16:11:42.312]',-,0.490,-,0.495,0.345,-,-,0.780,-
'[16:11:42.320]',-,0.495,-,0.500,0.345,-,-,0.785,-
'[16:11:42.328]',-,0.510,-,0.476,0.349,-,-,0.787,-
'[16:11:42.336]',-,0.515,-,0.476,0.349,-,-,0.787,-
'[16:11:42.344]',-,0.495,-,0.495,0.349,-,-,0.786,-
'[16:11:42.352]',-,0.480,-,0.500,0.355,-,-,0.783,-
'[16:11:42.360]',-,0.475,-,0.500,0.365,-,-,0.778,-
'[16:11:42.368]',-,0.470,-,0.510,0.359,-,-,0.771,-
'[16:11:42.376]',-,0.450,-,0.524,0.349,-,-,0.761,-
'[16:11:42.384]',-,0.445,-,0.534,0.355,-,-,0.751,-
'[16:11:42.392]',-,0.445,-,0.524,0.371,-,-,0.738,-
'[16:11:42.400]',-,0.460,-,0.524,0.365,-,-,0.723,-
'[16:11:42.408]',-,0.575,-,0.461,0.329,-,-,0.708,-
'[16:11:42.416]',-,0.786,-,0.330,0.290,-,-,0.691,-
'[16:11:42.424]',-,0.860,-,0.285,0.284,-,-,0.674,-
'[16:11:42.432]',-,0.605,-,0.449,0.324,-,-,0.659,-
'[16:11:42.440]',-,0.275,-,0.656,0.375,-,-,0.645,-
'[16:11:42.448]',-,0.135,-,0.750,0.465,-,-,0.631,-
'[16:11:42.456]',-,0.129,-,0.755,0.584,-,-,0.618,-
'[16:11:42.464]',-,0.169,-,0.745,0.665,-,-,0.605,-
'[16:11:42.472]',-,0.209,-,0.730,0.686,-,-,0.593,-
'[16:11:42.480]',-,0.285,-,0.670,0.575,-,-,0.583,-
'[16:11:42.488]',-,0.375,-,0.600,0.425,-,-,0.572,-
'[16:11:42.496]',-,0.435,-,0.539,0.349,-,-,0.562,-
'[16:11:42.504]',-,0.480,-,0.495,0.345,-,-,0.551,-
'[16:11:42.512]',-,0.500,-,0.480,0.339,-,-,0.541,-
'[16:11:42.520]',-,0.500,-,0.480,0.329,-,-,0.531,-
'[16:11:42.528]',-,0.495,-,0.490,0.320,-,-,0.523,-
'[16:11:42.536]',-,0.495,-,0.500,0.314,-,-,0.514,-
'[16:11:42.544]',-,0.500,-,0.500,0.320,-,-,0.505,-
'[16:11:42.552]',-,0.515,-,0.480,0.324,-,-,0.497,-
'[16:11:42.560]',-,0.525,-,0.461,0.324,-,-,0.487,-
'[16:11:42.568]',-,0.530,-,0.454,0.329,-,-,0.478,-
'[16:11:42.576]',-,0.530,-,0.461,0.329,-,-,0.469,-
'[16:11:42.584]',-,0.520,-,0.471,0.324,-,-,0.460,-
'[16:11:42.592]',-,0.505,-,0.480,0.314,-,-,0.452,-
'[16:11:42.600]',-,0.495,-,0.495,0.310,-,-,0.444,-
'[16:11:42.608]',-,0.480,-,0.500,0.304,-,-,0.436,-
'[16:11:42.616]',-,0.475,-,0.505,0.304,-,-,0.428,-
'[16:11:42.624]',-,0.485,-,0.500,0.304,-,-,0.419,-
'[16:11:42.632]',-,0.495,-,0.490,0.310,-,-,0.413,-
'[16:11:42.640]',-,0.500,-,0.490,0.304,-,-,0.408,-
'[16:11:42.648]',-,0.495,-,0.495,0.304,-,-,0.401,-
'[16:11:42.656]',-,0.500,-,0.490,0.304,-,-,0.394,-
'[16:11:42.664]',-,0.495,-,0.490,0.300,-,-,0.387,-
'[16:11:42.672]',-,0.490,-,0.495,0.304,-,-,0.380,-
'[16:11:42.680]',-,0.465,-,0.515,0.290,-,-,0.374,-
'[16:11:42.688]',-,0.430,-,0.539,0.278,-,-,0.368,-
'[16:11:42.696]',-,0.405,-,0.566,0.269,-,-,0.361,-
'[16:11:42.704]',-,0.389,-,0.580,0.265,-,-,0.355,-
'[16:11:42.712]',-,0.389,-,0.585,0.265,-,-,0.349,-
'[16:11:42.720]',-,0.400,-,0.580,0.265,-,-,0.344,-
'[16:11:42.728]',-,0.405,-,0.570,0.275,-,-,0.339,-
'[16:11:42.736]',-,0.410,-,0.566,0.278,-,-,0.336,-
'[16:11:42.744]',-,0.420,-,0.561,0.278,-,-,0.332,-
'[16:11:42.752]',-,0.440,-,0.546,0.294,-,-,0.329,-
'[16:11:42.760]',-,0.450,-,0.529,0.310,-,-,0.326,-
'[16:11:42.768]',-,0.465,-,0.520,0.324,-,-,0.324,-
'[16:11:42.776]',-,0.475,-,0.510,0.345,-,-,0.322,-
'[16:11:42.784]',-,0.485,-,0.500,0.365,-,-,0.320,-
'[16:11:42.792]',-,0.490,-,0.495,0.380,-,-,0.318,-
'[16:11:42.800]',-,0.490,-,0.495,0.380,-,-,0.315,-
'[16:11:42.808]',-,0.505,-,0.485,0.384,-,-,0.313,-
'[16:11:42.816]',-,0.515,-,0.476,0.394,-,-,0.311,-
'[16:11:42.824]',-,0.515,-,0.476,0.394,-,-,0.308,-
'[16:11:42.832]',-,0.520,-,0.471,0.390,-,-,0.307,-
'[16:11:42.840]',-,0.525,-,0.461,0.390,-,-,0.306,-
'[16:11:42.848]',-,0.520,-,0.461,0.394,-,-,0.303,-
'[16:11:42.856]',-,0.510,-,0.476,0.390,-,-,0.301,-
'[16:11:42.864]',-,0.510,-,0.476,0.384,-,-,0.298,-
'[16:11:42.872]',-,0.530,-,0.454,0.390,-,-,0.296,-
'[16:11:42.880]',-,0.540,-,0.449,0.394,-,-,0.293,-
'[16:11:42.888]',-,0.520,-,0.466,0.390,-,-,0.291,-
'[16:11:42.896]',-,0.515,-,0.476,0.384,-,-,0.288,-
'[16:11:42.904]',-,0.520,-,0.471,0.390,-,-,0.284,-
'[16:11:42.912]',-,0.525,-,0.471,0.384,-,-,0.282,-
'[16:11:42.920]',-,0.505,-,0.485,0.384,-,-,0.279,-
'[16:11:42.928]',-,0.500,-,0.490,0.390,-,-,0.278,-
'[16:11:42.936]',-,0.515,-,0.471,0.390,-,-,0.280,-
'[16:11:42.944]',-,0.520,-,0.466,0.390,-,-,0.284,-
'[16:11:42.952]',-,0.495,-,0.480,0.380,-,-,0.287,-
'[16:11:42.960]',-,0.490,-,0.490,0.375,-,-,0.291,-
'[16:11:42.968]',-,0.505,-,0.476,0.375,-,-,0.305,-
'[16:11:42.976]',-,0.525,-,0.449,0.380,-,-,0.326,-
'[16:11:42.984]',-,0.535,-,0.444,0.384,-,-,0.351,-
'[16:11:42.992]',-,0.515,-,0.471,0.371,-,-,0.379,-
'[16:11:43.000]',-,0.490,-,0.495,0.365,-,-,0.409,-
'[16:11:43.008]',-,0.490,-,0.500,0.371,-,-,0.439,-
'[16:11:43.016]',-,0.505,-,0.476,0.375,-,-,0.468,-
'[16:11:43.024]',-,0.515,-,0.461,0.380,-,-,0.497,-
'[16:11:43.032]',-,0.520,-,0.461,0.375,-,-,0.520,-
'[16:11:43.040]',-,0.515,-,0.476,0.365,-,-,0.541,-
'[16:11:43.048]',-,0.510,-,0.480,0.371,-,-,0.563,-
'[16:11:43.056]',-,0.515,-,0.480,0.380,-,-,0.585,-
'[16:11:43.064]',-,0.520,-,0.476,0.390,-,-,0.605,-
'[16:11:43.072]',-,0.540,-,0.454,0.400,-,-,0.625,-
'[16:11:43.080]',-,0.570,-,0.434,0.400,-,-,0.641,-
'[16:11:43.088]',-,0.580,-,0.430,0.394,-,-,0.658,-
'[16:11:43.096]',-,0.580,-,0.425,0.380,-,-,0.673,-
'[16:11:43.104]',-,0.585,-,0.410,0.371,-,-,0.685,-
'[16:11:43.112]',-,0.590,-,0.410,0.359,-,-,0.697,-
'[16:11:43.120]',-,0.535,-,0.461,0.345,-,-,0.707,-
'[16:11:43.128]',-,0.490,-,0.500,0.335,-,-,0.714,-
'[16:11:43.136]',-,0.475,-,0.510,0.329,-,-,0.718,-
'[16:11:43.144]',-,0.475,-,0.505,0.335,-,-,0.721,-
'[16:11:43.152]',-,0.480,-,0.505,0.339,-,-,0.723,-
'[16:11:43.160]',-,0.475,-,0.510,0.345,-,-,0.723,-
'[16:11:43.168]',-,0.470,-,0.500,0.349,-,-,0.720,-
'[16:11:43.176]',-,0.495,-,0.471,0.349,-,-,0.716,-
'[16:11:43.184]',-,0.520,-,0.449,0.355,-,-,0.708,-
'[16:11:43.192]',-,0.525,-,0.449,0.355,-,-,0.698,-
'[16:11:43.200]',-,0.485,-,0.485,0.349,-,-,0.685,-
'[16:11:43.208]',-,0.445,-,0.520,0.349,-,-,0.673,-
'[16:11:43.216]',-,0.435,-,0.534,0.329,-,-,0.658,-
'[16:11:43.224]',-,0.575,-,0.461,0.290,-,-,0.642,-
'[16:11:43.232]',-,0.775,-,0.335,0.255,-,-,0.628,-
'[16:11:43.240]',-,0.836,-,0.300,0.249,-,-,0.613,-
'[16:11:43.248]',-,0.560,-,0.480,0.290,-,-,0.598,-
'[16:11:43.256]',-,0.280,-,0.651,0.365,-,-,0.584,-
'[16:11:43.264]',-,0.185,-,0.700,0.475,-,-,0.570,-
'[16:11:43.272]',-,0.180,-,0.709,0.580,-,-,0.556,-
'[16:11:43.280]',-,0.205,-,0.709,0.645,-,-,0.543,-
'[16:11:43.288]',-,0.240,-,0.685,0.655,-,-,0.531,-
'[16:11:43.296]',-,0.310,-,0.635,0.545,-,-,0.519,-
'[16:11:43.304]',-,0.389,-,0.575,0.394,-,-,0.507,-
'[16:11:43.312]',-,0.445,-,0.529,0.314,-,-,0.497,-
'[16:11:43.320]',-,0.475,-,0.495,0.300,-,-,0.486,-
'[16:11:43.328]',-,0.505,-,0.471,0.300,-,-,0.477,-
'[16:11:43.336]',-,0.520,-,0.461,0.300,-,-,0.468,-
'[16:11:43.344]',-,0.515,-,0.471,0.290,-,-,0.459,-
'[16:11:43.352]',-,0.510,-,0.476,0.290,-,-,0.451,-
'[16:11:43.360]',-,0.510,-,0.471,0.300,-,-,0.442,-
'[16:11:43.368]',-,0.525,-,0.454,0.300,-,-,0.433,-
'[16:11:43.376]',-,0.540,-,0.434,0.304,-,-,0.424,-
'[16:11:43.384]',-,0.545,-,0.439,0.304,-,-,0.415,-
'[16:11:43.392]',-,0.525,-,0.461,0.300,-,-,0.408,-
'[16:11:43.400]',-,0.520,-,0.471,0.290,-,-,0.400,-
'[16:11:43.408]',-,0.520,-,0.471,0.294,-,-,0.391,-
'[16:11:43.416]',-,0.515,-,0.471,0.300,-,-,0.384,-
'[16:11:43.424]',-,0.505,-,0.476,0.290,-,-,0.376,-
'[16:11:43.432]',-,0.500,-,0.476,0.284,-,-,0.370,-
'[16:11:43.440]',-,0.500,-,0.476,0.284,-,-,0.365,-
'[16:11:43.448]',-,0.515,-,0.466,0.284,-,-,0.359,-
'[16:11:43.456]',-,0.520,-,0.461,0.284,-,-,0.353,-
'[16:11:43.464]',-,0.515,-,0.466,0.284,-,-,0.347,-
'[16:11:43.472]',-,0.505,-,0.476,0.278,-,-,0.341,-
'[16:11:43.480]',-,0.485,-,0.490,0.269,-,-,0.335,-
'[16:11:43.488]',-,0.475,-,0.500,0.265,-,-,0.329,-
'[16:11:43.496]',-,0.470,-,0.510,0.265,-,-,0.324,-
'[16:11:43.504]',-,0.455,-,0.515,0.259,-,-,0.319,-
'[16:11:43.512]',-,0.445,-,0.524,0.249,-,-,0.314,-
'[16:11:43.520]',-,0.445,-,0.524,0.249,-,-,0.309,-
'[16:11:43.528]',-,0.450,-,0.529,0.249,-,-,0.305,-
'[16:11:43.536]',-,0.430,-,0.551,0.249,-,-,0.302,-
'[16:11:43.544]',-,0.430,-,0.546,0.255,-,-,0.298,-
'[16:11:43.552]',-,0.445,-,0.534,0.259,-,-,0.295,-
'[16:11:43.560]',-,0.435,-,0.539,0.255,-,-,0.291,-
'[16:11:43.568]',-,0.450,-,0.529,0.259,-,-,0.288,-
'[16:11:43.576]',-,0.470,-,0.515,0.278,-,-,0.285,-
'[16:11:43.584]',-,0.485,-,0.515,0.300,-,-,0.283,-
'[16:11:43.592]',-,0.485,-,0.515,0.310,-,-,0.280,-
'[16:11:43.600]',-,0.495,-,0.495,0.324,-,-,0.277,-
'[16:11:43.608]',-,0.520,-,0.471,0.339,-,-,0.274,-
'[16:11:43.616]',-,0.535,-,0.454,0.355,-,-,0.271,-
'[16:11:43.624]',-,0.540,-,0.454,0.365,-,-,0.268,-
'[16:11:43.632]',-,0.535,-,0.449,0.375,-,-,0.267,-
'[16:11:43.640]',-,0.555,-,0.439,0.380,-,-,0.266,-
'[16:11:43.648]',-,0.565,-,0.434,0.375,-,-,0.265,-
'[16:11:43.656]',-,0.560,-,0.444,0.371,-,-,0.263,-
'[16:11:43.664]',-,0.545,-,0.449,0.371,-,-,0.261,-
'[16:11:43.672]',-,0.545,-,0.454,0.375,-,-,0.260,-
'[16:11:43.680]',-,0.540,-,0.454,0.371,-,-,0.257,-
'[16:11:43.688]',-,0.535,-,0.454,0.365,-,-,0.255,-
'[16:11:43.696]',-,0.535,-,0.461,0.359,-,-,0.252,-
'[16:11:43.704]',-,0.540,-,0.454,0.359,-,-,0.250,-
'[16:11:43.712]',-,0.555,-,0.439,0.365,-,-,0.247,-
'[16:11:43.720]',-,0.555,-,0.439,0.365,-,-,0.244,-
'[16:11:43.728]',-,0.540,-,0.449,0.359,-,-,0.242,-
'[16:11:43.736]',-,0.540,-,0.454,0.359,-,-,0.242,-
'[16:11:43.744]',-,0.545,-,0.449,0.359,-,-,0.241,-
'[16:11:43.752]',-,0.550,-,0.444,0.359,-,-,0.242,-
'[16:11:43.760]',-,0.545,-,0.444,0.359,-,-,0.246,-
'[16:11:43.768]',-,0.540,-,0.449,0.359,-,-,0.254,-
'[16:11:43.776]',-,0.545,-,0.449,0.365,-,-,0.267,-
'[16:11:43.784]',-,0.550,-,0.444,0.365,-,-,0.284,-
'[16:11:43.792]',-,0.540,-,0.449,0.359,-,-,0.306,-
'[16:11:43.800]',-,0.540,-,0.449,0.359,-,-,0.331,-
'[16:11:43.808]',-,0.545,-,0.444,0.355,-,-,0.360,-
'[16:11:43.816]',-,0.540,-,0.449,0.349,-,-,0.390,-
'[16:11:43.824]',-,0.530,-,0.466,0.345,-,-,0.416,-
'[16:11:43.832]',-,0.525,-,0.471,0.349,-,-,0.441,-
'[16:11:43.840]',-,0.530,-,0.466,0.355,-,-,0.467,-
'[16:11:43.848]',-,0.535,-,0.454,0.349,-,-,0.500,-
'[16:11:43.856]',-,0.545,-,0.439,0.345,-,-,0.529,-
'[16:11:43.864]',-,0.555,-,0.434,0.349,-,-,0.548,-
'[16:11:43.872]',-,0.560,-,0.434,0.359,-,-,0.570,-
'[16:11:43.880]',-,0.555,-,0.449,0.371,-,-,0.590,-
'[16:11:43.888]',-,0.545,-,0.466,0.375,-,-,0.610,-
'[16:11:43.896]',-,0.555,-,0.471,0.371,-,-,0.629,-
'[16:11:43.904]',-,0.585,-,0.434,0.371,-,-,0.646,-
'[16:11:43.912]',-,0.605,-,0.410,0.371,-,-,0.662,-
'[16:11:43.920]',-,0.605,-,0.405,0.359,-,-,0.676,-
'[16:11:43.928]',-,0.595,-,0.410,0.349,-,-,0.686,-
'[16:11:43.936]',-,0.575,-,0.425,0.345,-,-,0.693,-
'[16:11:43.944]',-,0.545,-,0.454,0.335,-,-,0.700,-
'[16:11:43.952]',-,0.505,-,0.485,0.329,-,-,0.707,-
'[16:11:43.960]',-,0.495,-,0.495,0.329,-,-,0.712,-
'[16:11:43.968]',-,0.490,-,0.500,0.329,-,-,0.715,-
'[16:11:43.976]',-,0.485,-,0.505,0.335,-,-,0.716,-
'[16:11:43.984]',-,0.505,-,0.485,0.345,-,-,0.714,-
'[16:11:43.992]',-,0.510,-,0.480,0.335,-,-,0.710,-
'[16:11:44.000]',-,0.490,-,0.490,0.329,-,-,0.704,-
'[16:11:44.008]',-,0.495,-,0.480,0.329,-,-,0.695,-
'[16:11:44.016]',-,0.510,-,0.476,0.335,-,-,0.684,-
'[16:11:44.024]',-,0.490,-,0.490,0.345,-,-,0.672,-
'[16:11:44.032]',-,0.475,-,0.510,0.329,-,-,0.658,-
'[16:11:44.040]',-,0.600,-,0.439,0.284,-,-,0.643,-
'[16:11:44.048]',-,0.836,-,0.285,0.239,-,-,0.628,-
'[16:11:44.056]',-,0.921,-,0.230,0.224,-,-,0.611,-
'[16:11:44.064]',-,0.665,-,0.400,0.255,-,-,0.595,-
'[16:11:44.072]',-,0.330,-,0.624,0.335,-,-,0.581,-
'[16:11:44.080]',-,0.175,-,0.730,0.445,-,-,0.567,-
'[16:11:44.088]',-,0.169,-,0.735,0.565,-,-,0.554,-
'[16:11:44.096]',-,0.230,-,0.685,0.645,-,-,0.542,-
'[16:11:44.104]',-,0.254,-,0.670,0.661,-,-,0.531,-
'[16:11:44.112]',-,0.310,-,0.635,0.555,-,-,0.520,-
'[16:11:44.120]',-,0.400,-,0.570,0.404,-,-,0.509,-
'[16:11:44.128]',-,0.470,-,0.515,0.320,-,-,0.500,-
'[16:11:44.136]',-,0.505,-,0.480,0.300,-,-,0.492,-
'[16:11:44.144]',-,0.520,-,0.471,0.290,-,-,0.482,-
'[16:11:44.152]',-,0.525,-,0.466,0.290,-,-,0.472,-
'[16:11:44.160]',-,0.535,-,0.454,0.290,-,-,0.462,-
'[16:11:44.168]',-,0.540,-,0.444,0.290,-,-,0.454,-
'[16:11:44.176]',-,0.545,-,0.444,0.290,-,-,0.445,-
'[16:11:44.184]',-,0.530,-,0.449,0.290,-,-,0.436,-
'[16:11:44.192]',-,0.520,-,0.461,0.290,-,-,0.428,-
'[16:11:44.200]',-,0.525,-,0.466,0.290,-,-,0.419,-
'[16:11:44.208]',-,0.530,-,0.461,0.300,-,-,0.413,-
'[16:11:44.216]',-,0.535,-,0.461,0.300,-,-,0.405,-
'[16:11:44.224]',-,0.535,-,0.454,0.300,-,-,0.399,-
'[16:11:44.232]',-,0.540,-,0.449,0.294,-,-,0.393,-
'[16:11:44.240]',-,0.535,-,0.461,0.294,-,-,0.386,-
'[16:11:44.248]',-,0.530,-,0.466,0.294,-,-,0.380,-
'[16:11:44.256]',-,0.530,-,0.449,0.290,-,-,0.374,-
'[16:11:44.264]',-,0.530,-,0.449,0.290,-,-,0.368,-
'[16:11:44.272]',-,0.510,-,0.471,0.284,-,-,0.362,-
'[16:11:44.280]',-,0.495,-,0.485,0.284,-,-,0.357,-
'[16:11:44.288]',-,0.495,-,0.480,0.290,-,-,0.351,-
'[16:11:44.296]',-,0.500,-,0.480,0.290,-,-,0.345,-
'[16:11:44.304]',-,0.470,-,0.495,0.284,-,-,0.340,-
'[16:11:44.312]',-,0.450,-,0.515,0.278,-,-,0.334,-
'[16:11:44.320]',-,0.430,-,0.534,0.275,-,-,0.329,-
'[16:11:44.328]',-,0.410,-,0.556,0.265,-,-,0.326,-
'[16:11:44.336]',-,0.400,-,0.566,0.259,-,-,0.324,-
'[16:11:44.344]',-,0.395,-,0.561,0.259,-,-,0.321,-
'[16:11:44.352]',-,0.405,-,0.556,0.265,-,-,0.317,-
'[16:11:44.360]',-,0.415,-,0.546,0.269,-,-,0.312,-
'[16:11:44.368]',-,0.430,-,0.524,0.278,-,-,0.308,-
'[16:11:44.376]',-,0.445,-,0.524,0.290,-,-,0.303,-
'[16:11:44.384]',-,0.440,-,0.534,0.300,-,-,0.298,-
'[16:11:44.392]',-,0.435,-,0.539,0.304,-,-,0.293,-
'[16:11:44.400]',-,0.465,-,0.515,0.320,-,-,0.288,-
'[16:11:44.408]',-,0.490,-,0.495,0.335,-,-,0.284,-
'[16:11:44.416]',-,0.495,-,0.495,0.345,-,-,0.280,-
'[16:11:44.424]',-,0.495,-,0.495,0.355,-,-,0.276,-
'[16:11:44.432]',-,0.515,-,0.480,0.371,-,-,0.273,-
'[16:11:44.440]',-,0.530,-,0.461,0.375,-,-,0.269,-
'[16:11:44.448]',-,0.545,-,0.449,0.380,-,-,0.265,-
'[16:11:44.456]',-,0.555,-,0.444,0.384,-,-,0.260,-
'[16:11:44.464]',-,0.560,-,0.444,0.380,-,-,0.255,-
'[16:11:44.472]',-,0.555,-,0.454,0.380,-,-,0.250,-
'[16:11:44.480]',-,0.555,-,0.449,0.380,-,-,0.246,-
'[16:11:44.488]',-,0.565,-,0.434,0.380,-,-,0.242,-
'[16:11:44.496]',-,0.550,-,0.444,0.375,-,-,0.239,-
'[16:11:44.504]',-,0.530,-,0.476,0.371,-,-,0.235,-
'[16:11:44.512]',-,0.530,-,0.480,0.371,-,-,0.231,-
'[16:11:44.520]',-,0.535,-,0.466,0.371,-,-,0.226,-
'[16:11:44.528]',-,0.550,-,0.449,0.375,-,-,0.223,-
'[16:11:44.536]',-,0.560,-,0.449,0.380,-,-,0.221,-
'[16:11:44.544]',-,0.555,-,0.449,0.375,-,-,0.217,-
'[16:11:44.552]',-,0.545,-,0.454,0.365,-,-,0.214,-
'[16:11:44.560]',-,0.540,-,0.454,0.359,-,-,0.213,-
'[16:11:44.568]',-,0.545,-,0.461,0.359,-,-,0.214,-
'[16:11:44.576]',-,0.535,-,0.466,0.355,-,-,0.218,-
'[16:11:44.584]',-,0.540,-,0.454,0.365,-,-,0.228,-
'[16:11:44.592]',-,0.550,-,0.454,0.371,-,-,0.241,-
'[16:11:44.600]',-,0.540,-,0.466,0.365,-,-,0.261,-
'[16:11:44.608]',-,0.535,-,0.476,0.365,-,-,0.285,-
'[16:11:44.616]',-,0.530,-,0.480,0.365,-,-,0.313,-
'[16:11:44.624]',-,0.530,-,0.471,0.359,-,-,0.338,-
'[16:11:44.632]',-,0.540,-,0.454,0.359,-,-,0.365,-
'[16:11:44.640]',-,0.540,-,0.454,0.359,-,-,0.394,-
'[16:11:44.648]',-,0.530,-,0.471,0.359,-,-,0.424,-
'[16:11:44.656]',-,0.530,-,0.471,0.359,-,-,0.454,-
'[16:11:44.664]',-,0.535,-,0.466,0.365,-,-,0.483,-
'[16:11:44.672]',-,0.540,-,0.471,0.365,-,-,0.510,-
'[16:11:44.680]',-,0.555,-,0.454,0.380,-,-,0.536,-
'[16:11:44.688]',-,0.570,-,0.444,0.390,-,-,0.560,-
'[16:11:44.696]',-,0.565,-,0.449,0.394,-,-,0.584,-
'[16:11:44.704]',-,0.575,-,0.454,0.394,-,-,0.604,-
'[16:11:44.712]',-,0.605,-,0.420,0.400,-,-,0.625,-
'[16:11:44.720]',-,0.620,-,0.410,0.390,-,-,0.642,-
'[16:11:44.728]',-,0.595,-,0.425,0.371,-,-,0.656,-
'[16:11:44.736]',-,0.560,-,0.444,0.349,-,-,0.667,-
'[16:11:44.744]',-,0.540,-,0.471,0.349,-,-,0.678,-
'[16:11:44.752]',-,0.525,-,0.480,0.349,-,-,0.690,-
'[16:11:44.760]',-,0.515,-,0.485,0.355,-,-,0.700,-
'[16:11:44.768]',-,0.515,-,0.476,0.355,-,-,0.709,-
'[16:11:44.776]',-,0.515,-,0.466,0.355,-,-,0.715,-
'[16:11:44.784]',-,0.510,-,0.471,0.359,-,-,0.718,-
'[16:11:44.792]',-,0.495,-,0.485,0.355,-,-,0.720,-
'[16:11:44.800]',-,0.475,-,0.510,0.345,-,-,0.719,-
'[16:11:44.808]',-,0.465,-,0.529,0.339,-,-,0.717,-
'[16:11:44.816]',-,0.465,-,0.534,0.339,-,-,0.711,-
'[16:11:44.824]',-,0.470,-,0.520,0.339,-,-,0.703,-
'[16:11:44.832]',-,0.460,-,0.524,0.349,-,-,0.693,-
'[16:11:44.840]',-,0.485,-,0.515,0.355,-,-,0.681,-
'[16:11:44.848]',-,0.620,-,0.425,0.314,-,-,0.667,-
'[16:11:44.856]',-,0.850,-,0.285,0.265,-,-,0.651,-
'[16:11:44.864]',-,0.926,-,0.245,0.245,-,-,0.633,-
'[16:11:44.872]',-,0.650,-,0.439,0.269,-,-,0.612,-
'[16:11:44.880]',-,0.275,-,0.680,0.329,-,-,0.593,-
'[16:11:44.888]',-,0.110,-,0.785,0.435,-,-,0.580,-
'[16:11:44.896]',-,0.105,-,0.770,0.571,-,-,0.566,-
'[16:11:44.904]',-,0.190,-,0.720,0.676,-,-,0.552,-
'[16:11:44.912]',-,0.235,-,0.685,0.700,-,-,0.539,-
'[16:11:44.920]',-,0.295,-,0.646,0.584,-,-,0.526,-
'[16:11:44.928]',-,0.380,-,0.585,0.420,-,-,0.515,-
'[16:11:44.936]',-,0.460,-,0.520,0.345,-,-,0.505,-
'[16:11:44.944]',-,0.505,-,0.476,0.329,-,-,0.496,-
'[16:11:44.952]',-,0.510,-,0.480,0.314,-,-,0.485,-
'[16:11:44.960]',-,0.500,-,0.485,0.310,-,-,0.474,-
'[16:11:44.968]',-,0.505,-,0.485,0.310,-,-,0.463,-
'[16:11:44.976]',-,0.510,-,0.485,0.304,-,-,0.454,-
'[16:11:44.984]',-,0.510,-,0.485,0.300,-,-,0.444,-
'[16:11:44.992]',-,0.510,-,0.476,0.300,-,-,0.434,-
'[16:11:45.000]',-,0.515,-,0.471,0.304,-,-,0.433,-
'[16:11:45.008]',-,0.520,-,0.471,0.310,-,-,0.437,-
'[16:11:45.016]',-,0.515,-,0.471,0.304,-,-,0.434,-
