'Time','I','II','AVR','V','RESP','PLETH','ABP','CVP'
'[15:04:53.304]',-,0.410,0.670,0.480,0.318,1.685,110.368,-2.999
'[15:04:53.312]',-,0.410,0.665,0.475,0.313,1.673,109.079,-2.999
'[15:04:53.320]',-,0.415,0.660,0.475,0.308,1.662,107.496,-2.999
'[15:04:53.328]',-,0.420,0.660,0.470,0.303,1.650,105.445,-2.999
'[15:04:53.336]',-,0.420,0.660,0.465,0.298,1.637,102.924,-2.999
'[15:04:53.344]',-,0.425,0.655,0.460,0.293,1.625,99.818,-2.999
'[15:04:53.352]',-,0.425,0.655,0.460,0.289,1.612,96.301,-2.999
'[15:04:53.360]',-,0.425,0.650,0.460,0.284,1.599,92.784,-2.999
'[15:04:53.368]',-,0.430,0.650,0.455,0.280,1.587,90.088,-2.999
'[15:04:53.376]',-,0.430,0.650,0.455,0.276,1.574,88.681,-2.999
'[15:04:53.384]',-,0.430,0.650,0.455,0.273,1.561,88.154,-2.813
'[15:04:53.392]',-,0.430,0.645,0.450,0.270,1.548,88.037,-2.696
'[15:04:53.400]',-,0.430,0.645,0.450,0.267,1.539,87.802,-2.696
'[15:04:53.408]',-,0.435,0.645,0.445,0.264,1.536,87.333,-2.696
'[15:04:53.416]',-,0.435,0.645,0.445,0.261,1.539,86.864,-2.755
'[15:04:53.424]',-,0.435,0.645,0.445,0.259,1.551,86.571,-2.696
'[15:04:53.432]',-,0.440,0.645,0.440,0.257,1.579,86.337,-2.628
'[15:04:53.440]',-,0.445,0.640,0.440,0.255,1.625,86.220,-2.501
'[15:04:53.448]',-,0.445,0.640,0.435,0.253,1.692,85.985,-2.315
'[15:04:53.456]',-,0.445,0.640,0.435,0.252,1.781,85.692,-2.071
'[15:04:53.464]',-,0.440,0.640,0.435,0.250,1.890,85.223,-1.817
'[15:04:53.472]',-,0.440,0.640,0.430,0.248,2.011,84.696,-1.631
'[15:04:53.480]',-,0.445,0.640,0.430,0.247,2.137,84.168,-1.377
'[15:04:53.488]',-,0.445,0.635,0.430,0.245,2.260,83.582,-1.192
'[15:04:53.496]',-,0.445,0.635,0.430,0.243,2.376,83.054,-1.065
'[15:04:53.504]',-,0.445,0.635,0.430,0.242,2.479,82.468,-0.879
'[15:04:53.512]',-,0.445,0.630,0.430,0.241,2.554,81.824,-0.821
'[15:04:53.520]',-,0.455,0.620,0.435,0.240,2.608,81.179,-0.821
'[15:04:53.528]',-,0.485,0.605,0.445,0.239,2.654,80.534,-0.879
'[15:04:53.536]',-,0.510,0.580,0.435,0.239,2.689,79.948,-1.006
'[15:04:53.544]',-,0.530,0.570,0.410,0.238,2.714,79.362,-1.133
'[15:04:53.552]',-,0.540,0.560,0.380,0.238,2.727,78.717,-1.319
'[15:04:53.560]',-,0.545,0.550,0.355,0.237,2.732,78.190,-1.446
'[15:04:53.568]',-,0.540,0.550,0.345,0.237,2.730,77.603,-1.446
'[15:04:53.576]',-,0.530,0.555,0.355,0.237,2.722,77.076,-1.446
'[15:04:53.584]',-,0.515,0.565,0.365,0.237,2.713,76.431,-1.377
'[15:04:53.592]',-,0.490,0.585,0.380,0.237,2.701,75.786,-1.377
'[15:04:53.600]',-,0.465,0.610,0.395,0.237,2.687,75.259,-1.319
'[15:04:53.608]',-,0.440,0.635,0.410,0.237,2.672,74.673,-1.319
'[15:04:53.616]',-,0.425,0.645,0.420,0.237,2.654,74.087,-1.319
'[15:04:53.624]',-,0.415,0.655,0.430,0.236,2.635,73.559,-1.319
'[15:04:53.632]',-,0.415,0.660,0.430,0.236,2.617,73.032,-1.319
'[15:04:53.640]',-,0.415,0.660,0.430,0.235,2.597,72.504,-1.319
'[15:04:53.648]',-,0.415,0.660,0.430,0.234,2.579,71.977,-1.319
'[15:04:53.656]',-,0.420,0.660,0.430,0.233,2.556,71.508,-1.319
'[15:04:53.664]',-,0.420,0.655,0.425,0.232,2.527,70.922,-1.319
'[15:04:53.672]',-,0.425,0.655,0.425,0.231,2.492,70.394,-1.319
'[15:04:53.680]',-,0.425,0.650,0.425,0.230,2.454,69.925,-1.319
'[15:04:53.688]',-,0.425,0.645,0.425,0.229,2.415,69.456,-1.377
'[15:04:53.696]',-,0.445,0.640,0.435,0.228,2.375,69.046,-1.377
'[15:04:53.704]',-,0.505,0.605,0.445,0.227,2.334,68.753,-1.377
'[15:04:53.712]',-,0.620,0.495,0.285,0.226,2.298,68.401,-1.377
'[15:04:53.720]',-,0.790,0.295,-0.070,0.226,2.266,68.225,-1.319
'[15:04:53.728]',-,0.950,0.085,-0.396,0.225,2.237,68.050,-1.192
'[15:04:53.736]',-,0.956,0.050,-0.435,0.224,2.213,67.874,-1.006
'[15:04:53.744]',-,0.605,0.400,0.055,0.223,2.193,67.581,-0.694
'[15:04:53.752]',-,0.385,0.700,0.415,0.221,2.178,67.405,-0.313
'[15:04:53.760]',-,0.320,0.795,0.535,0.220,2.167,67.229,0.059
'[15:04:53.768]',-,0.360,0.755,0.530,0.219,2.155,66.995,0.430
'[15:04:53.776]',-,0.415,0.685,0.510,0.217,2.144,66.584,0.684
'[15:04:53.784]',-,0.450,0.650,0.500,0.216,2.134,66.233,0.742
'[15:04:53.792]',-,0.465,0.640,0.495,0.216,2.123,65.881,0.742
'[15:04:53.800]',-,0.470,0.635,0.490,0.215,2.111,65.471,0.625
'[15:04:53.808]',-,0.480,0.620,0.485,0.215,2.103,65.119,0.430
'[15:04:53.816]',-,0.485,0.615,0.480,0.214,2.095,64.650,0.244
'[15:04:53.824]',-,0.490,0.615,0.475,0.213,2.084,64.181,0.117
'[15:04:53.832]',-,0.495,0.610,0.470,0.212,2.069,63.654,0.000
'[15:04:53.840]',-,0.500,0.605,0.465,0.211,2.053,63.243,-0.127
'[15:04:53.848]',-,0.510,0.600,0.455,0.210,2.036,62.833,-0.254
'[15:04:53.856]',-,0.515,0.595,0.450,0.210,2.022,62.423,-0.381
'[15:04:53.864]',-,0.525,0.585,0.435,0.209,2.005,62.071,-0.440
'[15:04:53.872]',-,0.535,0.575,0.430,0.209,1.983,61.544,-0.567
'[15:04:53.880]',-,0.540,0.570,0.420,0.209,1.963,61.133,-0.694
'[15:04:53.888]',-,0.545,0.560,0.410,0.209,1.943,60.723,-0.752
'[15:04:53.896]',-,0.555,0.550,0.400,0.209,1.921,60.488,-0.821
'[15:04:53.904]',-,0.570,0.540,0.385,0.209,1.900,60.606,-0.821
'[15:04:53.912]',-,0.585,0.525,0.370,0.209,1.884,61.133,-0.694
'[15:04:53.920]',-,0.605,0.510,0.350,0.208,1.866,62.305,-0.567
'[15:04:53.928]',-,0.630,0.485,0.330,0.208,1.846,64.591,-0.381
'[15:04:53.936]',-,0.655,0.465,0.300,0.207,1.826,68.753,-0.381
'[15:04:53.944]',-,0.685,0.440,0.270,0.207,1.806,74.849,-0.508
'[15:04:53.952]',-,0.710,0.415,0.245,0.207,1.788,82.117,-0.879
'[15:04:53.960]',-,0.735,0.395,0.220,0.206,1.768,88.916,-1.446
'[15:04:53.968]',-,0.750,0.380,0.200,0.206,1.750,94.484,-2.003
'[15:04:53.976]',-,0.755,0.375,0.195,0.206,1.733,99.056,-2.442
'[15:04:53.984]',-,0.735,0.380,0.200,0.206,1.718,103.276,-2.628
'[15:04:53.992]',-,0.700,0.410,0.230,0.205,1.704,107.320,-2.569
'[15:04:54.000]',-,0.650,0.450,0.275,0.204,1.690,110.427,-2.315
'[15:04:54.008]',-,0.600,0.495,0.325,0.204,1.678,112.126,-2.071
'[15:04:54.016]',-,0.550,0.540,0.375,0.204,1.666,112.478,-1.876
'[15:04:54.024]',-,0.510,0.580,0.420,0.204,1.650,112.068,-1.944
'[15:04:54.032]',-,0.475,0.610,0.445,0.203,1.636,111.423,-2.130
'[15:04:54.040]',-,0.450,0.630,0.465,0.203,1.626,111.130,-2.442
'[15:04:54.048]',-,0.435,0.650,0.475,0.203,1.617,111.130,-2.813
'[15:04:54.056]',-,0.425,0.660,0.480,0.202,1.610,111.423,-2.999
'[15:04:54.064]',-,0.415,0.665,0.480,0.201,1.605,111.775,-2.999
'[15:04:54.072]',-,0.415,0.670,0.485,0.200,1.599,112.126,-2.999
'[15:04:54.080]',-,0.410,0.670,0.485,0.200,1.593,112.361,-2.999
'[15:04:54.088]',-,0.410,0.670,0.485,0.199,1.587,112.419,-2.999
'[15:04:54.096]',-,0.410,0.670,0.485,0.198,1.581,112.419,-2.999
'[15:04:54.104]',-,0.415,0.665,0.485,0.196,1.574,112.302,-2.999
'[15:04:54.112]',-,0.420,0.665,0.485,0.195,1.568,112.009,-2.999
'[15:04:54.120]',-,0.425,0.665,0.480,0.194,1.561,111.364,-2.999
'[15:04:54.128]',-,0.425,0.660,0.475,0.193,1.551,110.485,-2.999
'[15:04:54.136]',-,0.430,0.660,0.475,0.193,1.541,109.430,-2.999
'[15:04:54.144]',-,0.430,0.655,0.470,0.192,1.529,108.141,-2.999
'[15:04:54.152]',-,0.430,0.655,0.470,0.192,1.516,106.441,-2.999
'[15:04:54.160]',-,0.435,0.645,0.465,0.192,1.503,104.214,-2.999
'[15:04:54.168]',-,0.435,0.645,0.460,0.191,1.491,101.459,-2.999
'[15:04:54.176]',-,0.440,0.645,0.455,0.191,1.478,98.235,-2.999
'[15:04:54.184]',-,0.445,0.645,0.455,0.190,1.465,94.718,-2.999
'[15:04:54.192]',-,0.445,0.645,0.450,0.189,1.453,91.729,-2.999
'[15:04:54.200]',-,0.445,0.640,0.450,0.189,1.442,89.619,-2.999
'[15:04:54.208]',-,0.445,0.640,0.450,0.189,1.435,88.564,-2.999
'[15:04:54.216]',-,0.450,0.640,0.445,0.189,1.429,88.095,-2.882
'[15:04:54.224]',-,0.445,0.640,0.445,0.189,1.423,87.685,-2.755
'[15:04:54.232]',-,0.445,0.640,0.445,0.189,1.419,87.099,-2.628
'[15:04:54.240]',-,0.445,0.640,0.440,0.189,1.420,86.571,-2.501
'[15:04:54.248]',-,0.450,0.635,0.440,0.190,1.430,86.161,-2.442
'[15:04:54.256]',-,0.450,0.635,0.440,0.190,1.456,85.985,-2.257
'[15:04:54.264]',-,0.445,0.635,0.440,0.191,1.503,85.868,-2.003
'[15:04:54.272]',-,0.445,0.640,0.440,0.192,1.577,85.633,-1.817
'[15:04:54.280]',-,0.450,0.635,0.440,0.194,1.675,85.282,-1.563
'[15:04:54.288]',-,0.450,0.635,0.435,0.195,1.797,84.930,-1.377
'[15:04:54.296]',-,0.450,0.630,0.435,0.196,1.934,84.461,-1.192
'[15:04:54.304]',-,0.450,0.630,0.435,0.198,2.075,83.992,-1.065
'[15:04:54.312]',-,0.450,0.630,0.430,0.199,2.197,83.406,-1.006
'[15:04:54.320]',-,0.455,0.630,0.435,0.200,2.303,82.879,-0.879
'[15:04:54.328]',-,0.450,0.630,0.435,0.201,2.409,82.292,-0.821
'[15:04:54.336]',-,0.455,0.625,0.435,0.202,2.503,81.706,-0.752
'[15:04:54.344]',-,0.470,0.615,0.445,0.203,2.580,81.179,-0.752
'[15:04:54.352]',-,0.500,0.590,0.450,0.204,2.636,80.651,-0.821
'[15:04:54.360]',-,0.525,0.575,0.435,0.205,2.677,80.065,-0.938
'[15:04:54.368]',-,0.540,0.565,0.410,0.206,2.706,79.479,-1.065
'[15:04:54.376]',-,0.545,0.555,0.380,0.207,2.723,78.893,-1.250
'[15:04:54.384]',-,0.555,0.545,0.355,0.208,2.729,78.307,-1.377
'[15:04:54.392]',-,0.545,0.545,0.345,0.209,2.725,77.721,-1.377
'[15:04:54.400]',-,0.535,0.550,0.360,0.209,2.716,77.193,-1.446
'[15:04:54.408]',-,0.520,0.565,0.375,0.210,2.701,76.607,-1.446
'[15:04:54.416]',-,0.490,0.590,0.385,0.211,2.686,76.021,-1.504
'[15:04:54.424]',-,0.460,0.615,0.405,0.211,2.671,75.493,-1.504
'[15:04:54.432]',-,0.440,0.635,0.420,0.211,2.655,74.907,-1.563
'[15:04:54.440]',-,0.430,0.645,0.430,0.211,2.640,74.380,-1.631
'[15:04:54.448]',-,0.425,0.655,0.430,0.210,2.629,73.735,-1.631
'[15:04:54.456]',-,0.425,0.655,0.435,0.210,2.620,73.149,-1.631
'[15:04:54.464]',-,0.420,0.655,0.435,0.209,2.565,72.621,-1.631
'[15:04:54.472]',-,0.420,0.655,0.435,0.208,2.484,72.035,-1.631
'[15:04:54.480]',-,0.420,0.655,0.435,0.208,2.434,71.508,-1.690
'[15:04:54.488]',-,0.425,0.655,0.435,0.207,2.396,70.980,-1.758
'[15:04:54.496]',-,0.425,0.650,0.430,0.207,2.361,70.511,-1.817
'[15:04:54.504]',-,0.430,0.645,0.430,0.206,2.323,70.042,-1.876
'[15:04:54.512]',-,0.440,0.640,0.430,0.206,2.288,69.632,-1.944
'[15:04:54.520]',-,0.465,0.630,0.445,0.206,2.257,69.163,-2.003
'[15:04:54.528]',-,0.535,0.580,0.450,0.205,2.223,68.812,-1.944
'[15:04:54.536]',-,0.665,0.440,0.210,0.204,2.188,68.460,-1.876
'[15:04:54.544]',-,0.845,0.215,-0.175,0.204,2.153,68.284,-1.758
'[15:04:54.552]',-,0.960,0.044,-0.426,0.203,2.120,68.108,-1.563
'[15:04:54.560]',-,0.810,0.165,-0.245,0.203,2.091,67.932,-1.250
'[15:04:54.568]',-,0.520,0.510,0.200,0.203,2.066,67.815,-0.821
'[15:04:54.576]',-,0.350,0.755,0.485,0.203,2.048,67.522,-0.313
'[15:04:54.584]',-,0.330,0.790,0.540,0.203,2.034,67.288,0.117
'[15:04:54.592]',-,0.375,0.730,0.530,0.203,2.024,66.995,0.430
'[15:04:54.600]',-,0.435,0.670,0.510,0.203,2.017,66.584,0.625
'[15:04:54.608]',-,0.460,0.640,0.505,0.203,2.010,66.233,0.742
'[15:04:54.616]',-,0.470,0.635,0.500,0.204,2.004,65.822,0.684
'[15:04:54.624]',-,0.475,0.625,0.490,0.204,1.998,65.412,0.557
'[15:04:54.632]',-,0.480,0.615,0.485,0.204,1.991,65.002,0.430
'[15:04:54.640]',-,0.490,0.610,0.480,0.205,1.981,64.533,0.244
'[15:04:54.648]',-,0.495,0.610,0.475,0.205,1.972,64.122,0.059
'[15:04:54.656]',-,0.500,0.600,0.470,0.206,1.962,63.654,-0.127
'[15:04:54.664]',-,0.510,0.595,0.465,0.206,1.952,63.185,-0.254
'[15:04:54.672]',-,0.520,0.590,0.455,0.207,1.939,62.716,-0.381
'[15:04:54.680]',-,0.530,0.580,0.445,0.207,1.928,62.305,-0.508
'[15:04:54.688]',-,0.535,0.575,0.440,0.208,1.916,61.837,-0.625
'[15:04:54.696]',-,0.540,0.570,0.430,0.208,1.903,61.485,-0.821
'[15:04:54.704]',-,0.550,0.560,0.420,0.209,1.890,61.075,-0.938
'[15:04:54.712]',-,0.555,0.550,0.410,0.209,1.875,60.723,-1.065
'[15:04:54.720]',-,0.565,0.545,0.400,0.210,1.856,60.547,-1.065
'[15:04:54.728]',-,0.575,0.530,0.380,0.210,1.837,60.723,-1.006
'[15:04:54.736]',-,0.595,0.515,0.365,0.211,1.818,61.426,-0.879
'[15:04:54.744]',-,0.615,0.495,0.345,0.212,1.800,62.774,-0.752
'[15:04:54.752]',-,0.640,0.475,0.320,0.212,1.779,65.353,-0.694
'[15:04:54.760]',-,0.665,0.445,0.290,0.213,1.760,69.808,-0.694
'[15:04:54.768]',-,0.690,0.425,0.265,0.213,1.741,76.138,-0.938
'[15:04:54.776]',-,0.720,0.400,0.235,0.214,1.723,83.347,-1.377
'[15:04:54.784]',-,0.735,0.385,0.215,0.214,1.706,89.912,-1.944
'[15:04:54.792]',-,0.750,0.375,0.200,0.215,1.689,95.129,-2.442
'[15:04:54.800]',-,0.745,0.375,0.195,0.215,1.673,99.407,-2.813
'[15:04:54.808]',-,0.725,0.390,0.210,0.216,1.658,103.510,-2.940
'[15:04:54.816]',-,0.685,0.420,0.250,0.216,1.645,107.262,-2.813
'[15:04:54.824]',-,0.630,0.465,0.295,0.217,1.630,110.075,-2.628
'[15:04:54.832]',-,0.580,0.510,0.350,0.217,1.615,111.540,-2.384
'[15:04:54.840]',-,0.535,0.550,0.395,0.217,1.600,111.775,-2.384
'[15:04:54.848]',-,0.500,0.590,0.430,0.217,1.588,111.247,-2.501
'[15:04:54.856]',-,0.470,0.615,0.450,0.217,1.580,110.485,-2.755
'[15:04:54.864]',-,0.450,0.635,0.470,0.217,1.573,110.134,-2.999
'[15:04:54.872]',-,0.435,0.650,0.475,0.216,1.568,110.134,-2.999
'[15:04:54.880]',-,0.425,0.660,0.480,0.216,1.564,110.427,-2.999
'[15:04:54.888]',-,0.425,0.665,0.485,0.216,1.557,110.720,-2.999
'[15:04:54.896]',-,0.420,0.665,0.485,0.216,1.549,110.896,-2.999
'[15:04:54.904]',-,0.420,0.665,0.485,0.215,1.545,111.071,-2.999
'[15:04:54.912]',-,0.420,0.665,0.485,0.215,1.543,111.071,-2.999
'[15:04:54.920]',-,0.420,0.665,0.485,0.215,1.536,110.896,-2.999
'[15:04:54.928]',-,0.420,0.665,0.485,0.214,1.526,110.720,-2.999
'[15:04:54.936]',-,0.425,0.660,0.480,0.213,1.519,110.368,-2.999
'[15:04:54.944]',-,0.425,0.660,0.480,0.212,1.512,109.782,-2.999
'[15:04:54.952]',-,0.430,0.660,0.475,0.211,1.503,108.903,-2.999
'[15:04:54.960]',-,0.435,0.655,0.475,0.210,1.494,107.789,-2.999
'[15:04:54.968]',-,0.435,0.650,0.470,0.209,1.483,106.441,-2.999
'[15:04:54.976]',-,0.440,0.645,0.465,0.208,1.475,104.624,-2.999
'[15:04:54.984]',-,0.445,0.645,0.460,0.208,1.468,102.279,-2.999
'[15:04:54.992]',-,0.445,0.640,0.455,0.208,1.458,99.407,-2.999
'[15:04:55.000]',-,0.450,0.640,0.450,0.208,1.450,96.008,-2.999
'[15:04:55.008]',-,0.450,0.640,0.450,0.208,1.446,92.608,-2.999
'[15:04:55.016]',-,0.450,0.640,0.450,0.209,1.442,89.795,-2.999
'[15:04:55.024]',-,0.450,0.635,0.450,0.210,1.434,88.095,-2.999
'[15:04:55.032]',-,0.450,0.635,0.445,0.211,1.425,87.450,-2.882
'[15:04:55.040]',-,0.450,0.635,0.445,0.212,1.414,87.157,-2.628
'[15:04:55.048]',-,0.450,0.635,0.445,0.213,1.404,86.864,-2.501
'[15:04:55.056]',-,0.450,0.635,0.445,0.214,1.396,86.337,-2.384
'[15:04:55.064]',-,0.450,0.635,0.440,0.215,1.395,85.868,-2.257
'[15:04:55.072]',-,0.455,0.635,0.435,0.217,1.406,85.458,-2.130
'[15:04:55.080]',-,0.455,0.635,0.435,0.218,1.435,85.340,-1.944
'[15:04:55.088]',-,0.450,0.635,0.435,0.220,1.485,85.223,-1.758
'[15:04:55.096]',-,0.455,0.630,0.435,0.222,1.554,84.989,-1.563
'[15:04:55.104]',-,0.455,0.630,0.435,0.224,1.630,84.696,-1.319
'[15:04:55.112]',-,0.455,0.630,0.430,0.226,1.716,84.285,-1.192
'[15:04:55.120]',-,0.455,0.630,0.430,0.227,1.823,83.875,-1.006
'[15:04:55.128]',-,0.455,0.630,0.430,0.229,1.941,83.347,-0.879
'[15:04:55.136]',-,0.460,0.625,0.435,0.231,2.063,82.761,-0.752
'[15:04:55.144]',-,0.470,0.620,0.445,0.232,2.178,82.175,-0.625
'[15:04:55.152]',-,0.490,0.600,0.450,0.233,2.283,81.530,-0.567
'[15:04:55.160]',-,0.520,0.575,0.445,0.234,2.374,81.003,-0.625
'[15:04:55.168]',-,0.540,0.565,0.420,0.235,2.446,80.417,-0.694
'[15:04:55.176]',-,0.550,0.555,0.385,0.236,2.498,79.772,-0.879
'[15:04:55.184]',-,0.555,0.545,0.355,0.237,2.537,79.186,-1.006
'[15:04:55.192]',-,0.560,0.540,0.345,0.238,2.565,78.541,-1.192
'[15:04:55.200]',-,0.545,0.545,0.355,0.239,2.582,78.014,-1.319
'[15:04:55.208]',-,0.530,0.560,0.370,0.240,2.587,77.428,-1.377
'[15:04:55.216]',-,0.505,0.580,0.385,0.242,2.587,76.841,-1.377
'[15:04:55.224]',-,0.470,0.605,0.400,0.242,2.585,76.314,-1.377
'[15:04:55.232]',-,0.445,0.630,0.420,0.243,2.578,75.728,-1.377
'[15:04:55.240]',-,0.430,0.645,0.430,0.243,2.570,75.200,-1.377
'[15:04:55.248]',-,0.425,0.650,0.435,0.243,2.561,74.673,-1.446
'[15:04:55.256]',-,0.420,0.655,0.430,0.242,2.553,74.087,-1.446
'[15:04:55.264]',-,0.420,0.655,0.430,0.241,2.544,73.618,-1.504
'[15:04:55.272]',-,0.420,0.655,0.430,0.240,2.535,73.032,-1.563
'[15:04:55.280]',-,0.425,0.655,0.425,0.239,2.524,72.504,-1.631
'[15:04:55.288]',-,0.430,0.650,0.425,0.239,2.511,71.977,-1.690
'[15:04:55.296]',-,0.430,0.650,0.425,0.238,2.496,71.449,-1.758
'[15:04:55.304]',-,0.435,0.645,0.430,0.237,2.475,70.863,-1.817
'[15:04:55.312]',-,0.440,0.645,0.425,0.237,2.451,70.335,-1.876
'[15:04:55.320]',-,0.460,0.640,0.435,0.237,2.424,69.984,-2.003
'[15:04:55.328]',-,0.510,0.605,0.445,0.237,2.396,69.632,-2.003
'[15:04:55.336]',-,0.615,0.500,0.305,0.236,2.364,69.280,-2.003
'[15:04:55.344]',-,0.780,0.300,-0.045,0.236,2.327,68.987,-1.944
'[15:04:55.352]',-,0.945,0.075,-0.386,0.235,2.291,68.812,-1.817
'[15:04:55.360]',-,0.956,0.040,-0.431,0.235,2.256,68.636,-1.563
'[15:04:55.368]',-,0.610,0.400,0.065,0.234,2.221,68.401,-1.192
'[15:04:55.376]',-,0.385,0.700,0.430,0.233,2.190,68.167,-0.752
'[15:04:55.384]',-,0.330,0.795,0.540,0.232,2.162,67.932,-0.313
'[15:04:55.392]',-,0.365,0.750,0.545,0.232,2.138,67.581,0.059
'[15:04:55.400]',-,0.425,0.680,0.515,0.231,2.117,67.229,0.313
'[15:04:55.408]',-,0.465,0.640,0.510,0.231,2.103,66.819,0.498
'[15:04:55.416]',-,0.475,0.625,0.500,0.231,2.093,66.350,0.498
'[15:04:55.424]',-,0.485,0.620,0.495,0.230,2.085,65.939,0.430
'[15:04:55.432]',-,0.490,0.615,0.485,0.230,2.079,65.471,0.313
'[15:04:55.440]',-,0.495,0.610,0.480,0.230,2.075,65.060,0.117
'[15:04:55.448]',-,0.500,0.605,0.475,0.230,2.072,64.533,0.000
'[15:04:55.456]',-,0.505,0.600,0.470,0.230,2.069,64.122,-0.195
'[15:04:55.464]',-,0.515,0.595,0.465,0.230,2.065,63.712,-0.313
'[15:04:55.472]',-,0.520,0.590,0.455,0.231,2.058,63.302,-0.440
'[15:04:55.480]',-,0.530,0.580,0.450,0.231,2.048,62.833,-0.567
'[15:04:55.488]',-,0.540,0.575,0.440,0.232,2.034,62.423,-0.752
'[15:04:55.496]',-,0.545,0.565,0.435,0.233,2.019,62.012,-0.879
'[15:04:55.504]',-,0.555,0.560,0.425,0.234,2.004,61.544,-1.065
'[15:04:55.512]',-,0.560,0.550,0.415,0.235,1.989,61.192,-1.192
'[15:04:55.520]',-,0.565,0.545,0.405,0.236,1.974,60.899,-1.250
'[15:04:55.528]',-,0.580,0.530,0.385,0.236,1.958,60.899,-1.250
'[15:04:55.536]',-,0.595,0.515,0.370,0.237,1.941,61.368,-1.133
'[15:04:55.544]',-,0.615,0.495,0.350,0.237,1.923,62.423,-0.938
'[15:04:55.552]',-,0.640,0.480,0.325,0.238,1.904,64.298,-0.879
'[15:04:55.560]',-,0.660,0.455,0.295,0.238,1.887,67.756,-0.879
'[15:04:55.568]',-,0.690,0.435,0.265,0.239,1.867,73.090,-1.065
'[15:04:55.576]',-,0.715,0.410,0.230,0.240,1.849,80.065,-1.377
'[15:04:55.584]',-,0.745,0.385,0.210,0.241,1.832,86.981,-1.944
'[15:04:55.592]',-,0.755,0.375,0.190,0.242,1.813,92.843,-2.501
'[15:04:55.600]',-,0.760,0.375,0.185,0.243,1.796,97.532,-2.940
'[15:04:55.608]',-,0.735,0.380,0.195,0.243,1.780,101.693,-2.999
'[15:04:55.616]',-,0.695,0.410,0.230,0.244,1.763,105.562,-2.999
'[15:04:55.624]',-,0.640,0.455,0.280,0.244,1.747,108.727,-2.882
'[15:04:55.632]',-,0.585,0.500,0.335,0.244,1.733,110.778,-2.755
'[15:04:55.640]',-,0.540,0.545,0.385,0.243,1.722,111.540,-2.628
'[15:04:55.648]',-,0.510,0.580,0.420,0.243,1.713,111.364,-2.755
'[15:04:55.656]',-,0.485,0.610,0.445,0.243,1.702,110.720,-2.999
'[15:04:55.664]',-,0.455,0.635,0.465,0.243,1.693,110.192,-2.999
'[15:04:55.672]',-,0.435,0.650,0.475,0.242,1.684,109.841,-2.999
'[15:04:55.680]',-,0.430,0.660,0.480,0.242,1.674,109.899,-2.999
'[15:04:55.688]',-,0.425,0.660,0.480,0.241,1.663,110.075,-2.999
'[15:04:55.696]',-,0.415,0.665,0.485,0.240,1.652,110.192,-2.999
'[15:04:55.704]',-,0.415,0.670,0.490,0.239,1.642,110.251,-2.999
'[15:04:55.712]',-,0.410,0.670,0.490,0.237,1.631,110.192,-2.999
'[15:04:55.720]',-,0.415,0.665,0.485,0.236,1.621,110.075,-2.999
'[15:04:55.728]',-,0.420,0.665,0.490,0.235,1.610,109.723,-2.999
'[15:04:55.736]',-,0.425,0.665,0.490,0.233,1.596,109.372,-2.999
'[15:04:55.744]',-,0.425,0.660,0.480,0.232,1.582,108.727,-2.999
'[15:04:55.752]',-,0.430,0.655,0.480,0.230,1.571,107.848,-2.999
'[15:04:55.760]',-,0.435,0.655,0.475,0.229,1.562,106.793,-2.999
'[15:04:55.768]',-,0.435,0.655,0.470,0.227,1.555,105.445,-2.999
'[15:04:55.776]',-,0.440,0.645,0.465,0.226,1.547,103.745,-2.999
'[15:04:55.784]',-,0.445,0.645,0.465,0.226,1.538,101.635,-2.999
'[15:04:55.792]',-,0.450,0.640,0.460,0.225,1.530,98.821,-2.999
'[15:04:55.800]',-,0.450,0.635,0.460,0.225,1.523,95.422,-2.999
'[15:04:55.808]',-,0.450,0.635,0.455,0.225,1.517,91.846,-2.999
'[15:04:55.816]',-,0.445,0.640,0.455,0.226,1.511,88.798,-2.999
'[15:04:55.824]',-,0.450,0.635,0.450,0.226,1.502,86.806,-2.999
'[15:04:55.832]',-,0.450,0.635,0.450,0.227,1.493,85.809,-2.999
'[15:04:55.840]',-,0.450,0.635,0.445,0.228,1.482,85.340,-2.999
'[15:04:55.848]',-,0.445,0.640,0.440,0.228,1.473,84.871,-2.999
'[15:04:55.856]',-,0.450,0.635,0.435,0.229,1.467,84.168,-2.999
'[15:04:55.864]',-,0.450,0.635,0.435,0.230,1.465,83.465,-2.999
'[15:04:55.872]',-,0.450,0.635,0.435,0.232,1.471,82.937,-2.999
'[15:04:55.880]',-,0.455,0.635,0.435,0.234,1.492,82.586,-2.999
'[15:04:55.888]',-,0.455,0.635,0.435,0.237,1.530,82.292,-2.999
'[15:04:55.896]',-,0.455,0.630,0.430,0.240,1.588,81.999,-2.999
'[15:04:55.904]',-,0.455,0.625,0.425,0.243,1.654,81.589,-2.999
'[15:04:55.912]',-,0.465,0.625,0.425,0.246,1.730,81.179,-2.999
'[15:04:55.920]',-,0.465,0.625,0.430,0.249,1.832,80.593,-2.999
'[15:04:55.928]',-,0.465,0.620,0.430,0.253,1.950,80.007,-2.999
'[15:04:55.936]',-,0.485,0.610,0.435,0.256,2.075,79.362,-2.999
'[15:04:55.944]',-,0.510,0.590,0.440,0.259,2.200,78.658,-2.999
'[15:04:55.952]',-,0.535,0.575,0.425,0.262,2.318,78.014,-2.999
'[15:04:55.960]',-,0.555,0.555,0.400,0.266,2.422,77.310,-2.999
