'Time','II','III','MCL','RESP','PLETH','ABP'
'[11:13:51.408]',0.020,0.305,0.995,0.261,2.149,101.576
'[11:13:51.416]',0.010,0.295,0.975,0.259,2.039,99.173
'[11:13:51.424]',-0.000,0.280,0.950,0.256,1.936,96.711
'[11:13:51.432]',-0.021,0.270,0.930,0.253,1.851,94.367
'[11:13:51.440]',-0.025,0.275,0.935,0.250,1.781,92.022
'[11:13:51.448]',-0.050,0.260,0.940,0.247,1.714,89.854
'[11:13:51.456]',-0.065,0.255,0.945,0.245,1.654,87.802
'[11:13:51.464]',-0.070,0.255,0.940,0.243,1.604,85.985
'[11:13:51.472]',-0.065,0.260,0.945,0.241,1.565,84.285
'[11:13:51.480]',-0.061,0.260,0.940,0.239,1.533,82.820
'[11:13:51.488]',-0.061,0.250,0.940,0.237,1.507,81.472
'[11:13:51.496]',-0.061,0.240,0.925,0.236,1.487,80.300
'[11:13:51.504]',0.015,0.230,0.985,0.234,1.471,79.303
'[11:13:51.512]',0.245,0.440,1.095,0.232,1.459,78.424
'[11:13:51.520]',0.655,0.905,1.135,0.231,1.452,77.603
'[11:13:51.528]',1.171,1.501,1.235,0.229,1.451,76.841
'[11:13:51.536]',0.640,1.406,1.005,0.228,1.455,76.255
'[11:13:51.544]',-0.146,0.845,0.715,0.228,1.464,75.669
'[11:13:51.552]',-0.276,0.505,0.680,0.227,1.482,75.259
'[11:13:51.560]',-0.211,0.300,0.870,0.226,1.510,74.849
'[11:13:51.568]',-0.140,0.220,0.935,0.226,1.548,74.614
'[11:13:51.576]',-0.106,0.190,0.970,0.226,1.593,74.438
'[11:13:51.584]',-0.095,0.185,0.975,0.226,1.641,74.321
'[11:13:51.592]',-0.095,0.175,0.980,0.226,1.690,74.321
'[11:13:51.600]',-0.086,0.175,0.985,0.226,1.736,74.380
'[11:13:51.608]',-0.075,0.175,0.980,0.226,1.776,74.556
'[11:13:51.616]',-0.075,0.175,0.980,0.226,1.808,74.731
'[11:13:51.624]',-0.075,0.180,0.990,0.226,1.832,75.024
'[11:13:51.632]',-0.065,0.190,0.990,0.226,1.845,75.435
'[11:13:51.640]',-0.055,0.200,1.000,0.226,1.846,75.845
'[11:13:51.648]',-0.050,0.200,1.000,0.226,1.838,76.373
'[11:13:51.656]',-0.050,0.205,1.000,0.225,1.819,76.783
'[11:13:51.664]',-0.050,0.205,1.005,0.225,1.791,77.252
'[11:13:51.672]',-0.050,0.215,1.000,0.224,1.757,77.662
'[11:13:51.680]',-0.045,0.225,1.010,0.223,1.717,78.072
'[11:13:51.688]',-0.035,0.230,1.015,0.223,1.674,78.365
'[11:13:51.696]',-0.030,0.235,1.020,0.223,1.630,78.600
'[11:13:51.704]',-0.025,0.245,1.025,0.223,1.585,78.717
'[11:13:51.712]',-0.030,0.245,1.025,0.222,1.539,78.776
'[11:13:51.720]',-0.025,0.255,1.030,0.222,1.495,78.776
'[11:13:51.728]',-0.035,0.255,1.040,0.222,1.454,78.600
'[11:13:51.736]',-0.035,0.265,1.040,0.223,1.418,78.248
'[11:13:51.744]',-0.035,0.260,1.040,0.223,1.388,77.779
'[11:13:51.752]',-0.050,0.270,1.045,0.224,1.357,77.252
'[11:13:51.760]',-0.050,0.265,1.050,0.225,1.326,76.724
'[11:13:51.768]',-0.061,0.265,1.055,0.226,1.298,76.490
'[11:13:51.776]',-0.075,0.260,1.060,0.227,1.274,77.193
'[11:13:51.784]',-0.095,0.260,1.065,0.228,1.251,79.714
'[11:13:51.792]',-0.106,0.255,1.055,0.229,1.231,85.223
'[11:13:51.800]',-0.126,0.255,1.050,0.229,1.212,94.015
'[11:13:51.808]',-0.140,0.245,1.045,0.230,1.196,105.620
'[11:13:51.816]',-0.151,0.250,1.040,0.231,1.182,118.867
'[11:13:51.824]',-0.151,0.265,1.035,0.231,1.170,132.289
'[11:13:51.832]',-0.146,0.285,1.025,0.232,1.164,144.305
'[11:13:51.840]',-0.120,0.300,1.020,0.232,1.161,153.507
'[11:13:51.848]',-0.106,0.320,1.005,0.232,1.158,159.017
'[11:13:51.856]',-0.086,0.325,1.000,0.231,1.156,160.482
'[11:13:51.864]',-0.065,0.320,0.990,0.231,1.156,158.431
'[11:13:51.872]',-0.050,0.320,0.985,0.230,1.157,153.566
'[11:13:51.880]',-0.045,0.315,0.975,0.230,1.160,146.942
'[11:13:51.888]',-0.025,0.300,0.975,0.230,1.165,139.381
'[11:13:51.896]',-0.025,0.290,0.970,0.230,1.173,131.586
'[11:13:51.904]',-0.025,0.275,0.960,0.230,1.183,124.025
'[11:13:51.912]',-0.030,0.270,0.955,0.230,1.195,117.109
'[11:13:51.920]',-0.025,0.260,0.960,0.230,1.207,110.778
'[11:13:51.928]',-0.035,0.250,0.955,0.230,1.220,105.327
'[11:13:51.936]',-0.035,0.255,0.950,0.230,1.233,100.521
'[11:13:51.944]',-0.035,0.245,0.950,0.230,1.245,96.594
'[11:13:51.952]',-0.035,0.245,0.950,0.230,1.256,93.429
'[11:13:51.960]',-0.050,0.240,0.945,0.231,1.267,91.026
'[11:13:51.968]',-0.050,0.245,0.940,0.232,1.277,89.209
'[11:13:51.976]',-0.050,0.240,0.940,0.233,1.286,87.978
'[11:13:51.984]',-0.061,0.240,0.940,0.235,1.295,87.157
'[11:13:51.992]',-0.055,0.235,0.935,0.237,1.301,86.688
'[11:13:52.000]',-0.061,0.235,0.935,0.240,1.303,86.278
'[11:13:52.008]',-0.065,0.225,0.930,0.242,1.298,85.926
'[11:13:52.016]',-0.065,0.235,0.935,0.244,1.286,85.575
'[11:13:52.024]',-0.065,0.230,0.935,0.246,1.275,85.164
'[11:13:52.032]',-0.070,0.230,0.930,0.248,1.271,84.930
'[11:13:52.040]',-0.065,0.230,0.930,0.251,1.281,84.930
'[11:13:52.048]',-0.070,0.230,0.935,0.253,1.316,85.399
'[11:13:52.056]',-0.070,0.225,0.930,0.255,1.393,86.513
'[11:13:52.064]',-0.065,0.235,0.935,0.257,1.520,88.037
'[11:13:52.072]',-0.075,0.240,0.930,0.259,1.694,90.088
'[11:13:52.080]',-0.075,0.235,0.935,0.260,1.904,92.491
'[11:13:52.088]',-0.065,0.240,0.940,0.261,2.130,95.070
'[11:13:52.096]',-0.065,0.245,0.935,0.262,2.348,97.649
'[11:13:52.104]',-0.070,0.240,0.935,0.263,2.537,100.228
'[11:13:52.112]',-0.075,0.235,0.935,0.264,2.676,102.573
'[11:13:52.120]',-0.061,0.245,0.945,0.265,2.760,104.507
'[11:13:52.128]',-0.055,0.245,0.950,0.265,2.787,105.913
'[11:13:52.136]',-0.041,0.255,0.960,0.266,2.773,106.851
'[11:13:52.144]',-0.005,0.265,0.985,0.266,2.727,107.203
'[11:13:52.152]',0.004,0.280,1.005,0.267,2.652,106.851
'[11:13:52.160]',0.015,0.280,1.010,0.267,2.556,106.031
'[11:13:52.168]',0.020,0.295,1.010,0.267,2.449,104.741
'[11:13:52.176]',-0.000,0.300,0.995,0.268,2.336,102.983
'[11:13:52.184]',-0.021,0.280,0.965,0.268,2.225,100.990
'[11:13:52.192]',-0.015,0.270,0.955,0.268,2.116,98.821
'[11:13:52.200]',-0.045,0.270,0.935,0.268,2.015,96.477
'[11:13:52.208]',-0.045,0.270,0.940,0.268,1.920,94.191
'[11:13:52.216]',-0.065,0.260,0.940,0.268,1.836,91.846
'[11:13:52.224]',-0.075,0.250,0.945,0.269,1.764,89.736
'[11:13:52.232]',-0.081,0.255,0.945,0.269,1.709,87.685
'[11:13:52.240]',-0.086,0.260,0.945,0.270,1.667,85.751
'[11:13:52.248]',-0.086,0.255,0.950,0.272,1.630,83.992
'[11:13:52.256]',-0.081,0.260,0.950,0.273,1.600,82.351
'[11:13:52.264]',-0.075,0.255,0.945,0.274,1.577,80.944
'[11:13:52.272]',-0.045,0.235,0.935,0.276,1.557,79.596
'[11:13:52.280]',0.120,0.340,1.065,0.278,1.540,78.424
'[11:13:52.288]',0.480,0.690,1.150,0.279,1.526,77.428
'[11:13:52.296]',1.045,1.316,1.230,0.281,1.514,76.490
'[11:13:52.304]',1.205,1.501,1.265,0.283,1.507,75.669
'[11:13:52.312]',0.055,1.010,0.805,0.285,1.506,74.907
'[11:13:52.320]',-0.291,0.595,0.665,0.287,1.516,74.321
'[11:13:52.328]',-0.245,0.360,0.805,0.290,1.536,73.794
'[11:13:52.336]',-0.171,0.240,0.910,0.293,1.559,73.383
'[11:13:52.344]',-0.126,0.200,0.955,0.296,1.588,72.973
'[11:13:52.352]',-0.110,0.190,0.975,0.298,1.628,72.739
'[11:13:52.360]',-0.106,0.180,0.975,0.301,1.672,72.563
'[11:13:52.368]',-0.095,0.180,0.980,0.302,1.717,72.504
'[11:13:52.376]',-0.090,0.175,0.990,0.304,1.761,72.504
'[11:13:52.384]',-0.086,0.185,0.990,0.305,1.804,72.563
'[11:13:52.392]',-0.081,0.185,0.995,0.307,1.839,72.797
'[11:13:52.400]',-0.070,0.195,0.995,0.308,1.863,73.032
'[11:13:52.408]',-0.070,0.195,0.995,0.309,1.878,73.442
'[11:13:52.416]',-0.065,0.205,1.000,0.309,1.882,73.852
'[11:13:52.424]',-0.061,0.205,1.005,0.310,1.877,74.321
'[11:13:52.432]',-0.055,0.215,1.000,0.310,1.866,74.731
'[11:13:52.440]',-0.045,0.220,1.005,0.311,1.848,75.259
'[11:13:52.448]',-0.041,0.225,1.010,0.312,1.822,75.669
'[11:13:52.456]',-0.030,0.230,1.015,0.312,1.788,76.197
'[11:13:52.464]',-0.025,0.240,1.020,0.314,1.750,76.607
'[11:13:52.472]',-0.021,0.245,1.025,0.315,1.709,76.959
'[11:13:52.480]',-0.021,0.250,1.030,0.316,1.666,77.310
'[11:13:52.488]',-0.015,0.260,1.035,0.318,1.623,77.486
'[11:13:52.496]',-0.021,0.265,1.035,0.320,1.580,77.662
'[11:13:52.504]',-0.015,0.270,1.045,0.321,1.539,77.662
'[11:13:52.512]',-0.021,0.270,1.050,0.323,1.500,77.545
'[11:13:52.520]',-0.025,0.275,1.055,0.325,1.463,77.310
'[11:13:52.528]',-0.025,0.270,1.060,0.327,1.434,77.076
'[11:13:52.536]',-0.041,0.270,1.060,0.329,1.409,76.841
'[11:13:52.544]',-0.050,0.270,1.060,0.331,1.380,77.135
'[11:13:52.552]',-0.075,0.260,1.055,0.333,1.353,78.600
'[11:13:52.560]',-0.095,0.250,1.050,0.334,1.327,82.292
'[11:13:52.568]',-0.115,0.245,1.040,0.336,1.304,89.150
'[11:13:52.576]',-0.130,0.235,1.030,0.338,1.283,99.290
'[11:13:52.584]',-0.146,0.245,1.020,0.340,1.266,111.951
'[11:13:52.592]',-0.146,0.245,1.015,0.341,1.252,125.607
'[11:13:52.600]',-0.146,0.260,1.005,0.342,1.242,138.854
'[11:13:52.608]',-0.130,0.270,1.000,0.343,1.235,149.932
'[11:13:52.616]',-0.110,0.295,0.995,0.345,1.227,157.551
'[11:13:52.624]',-0.086,0.305,0.990,0.346,1.222,161.127
'[11:13:52.632]',-0.061,0.320,0.990,0.348,1.221,160.658
'[11:13:52.640]',-0.045,0.320,0.990,0.349,1.222,156.848
'[11:13:52.648]',-0.030,0.320,0.985,0.350,1.223,150.752
'[11:13:52.656]',-0.021,0.320,0.980,0.351,1.226,143.191
'[11:13:52.664]',-0.010,0.310,0.975,0.351,1.233,135.161
'[11:13:52.672]',-0.005,0.300,0.975,0.352,1.242,127.190
'[11:13:52.680]',-0.000,0.295,0.975,0.352,1.246,119.570
'[11:13:52.688]',-0.000,0.295,0.970,0.353,1.247,112.595
'[11:13:52.696]',-0.000,0.285,0.970,0.353,1.254,106.382
'[11:13:52.704]',-0.000,0.280,0.960,0.354,1.264,100.990
'[11:13:52.712]',-0.005,0.275,0.960,0.355,1.276,96.360
'[11:13:52.720]',-0.010,0.275,0.960,0.356,1.289,92.550
'[11:13:52.728]',-0.010,0.280,0.960,0.357,1.304,89.502
'[11:13:52.736]',-0.015,0.280,0.960,0.358,1.318,87.157
'[11:13:52.744]',-0.021,0.280,0.955,0.360,1.331,85.458
'[11:13:52.752]',-0.025,0.280,0.960,0.361,1.343,84.285
'[11:13:52.760]',-0.030,0.275,0.955,0.363,1.353,83.465
'[11:13:52.768]',-0.035,0.270,0.955,0.364,1.359,82.937
'[11:13:52.776]',-0.041,0.270,0.955,0.365,1.358,82.527
'[11:13:52.784]',-0.045,0.270,0.950,0.366,1.352,82.175
'[11:13:52.792]',-0.045,0.270,0.950,0.367,1.343,81.941
'[11:13:52.800]',-0.045,0.270,0.950,0.367,1.336,81.824
'[11:13:52.808]',-0.050,0.270,0.950,0.368,1.340,81.999
'[11:13:52.816]',-0.050,0.270,0.955,0.368,1.370,82.586
'[11:13:52.824]',-0.050,0.270,0.955,0.368,1.439,83.934
'[11:13:52.832]',-0.055,0.270,0.955,0.369,1.530,85.809
'[11:13:52.840]',-0.050,0.270,0.955,0.369,1.652,88.271
'[11:13:52.848]',-0.050,0.270,0.955,0.369,1.831,91.084
'[11:13:52.856]',-0.055,0.270,0.955,0.369,2.048,94.308
'[11:13:52.864]',-0.050,0.265,0.955,0.368,2.280,97.590
'[11:13:52.872]',-0.050,0.270,0.955,0.368,2.498,100.873
'[11:13:52.880]',-0.050,0.270,0.960,0.367,2.678,103.862
'[11:13:52.888]',-0.050,0.270,0.960,0.366,2.806,106.382
'[11:13:52.896]',-0.050,0.270,0.960,0.364,2.875,108.317
'[11:13:52.904]',-0.050,0.270,0.960,0.363,2.885,109.606
'[11:13:52.912]',-0.035,0.270,0.965,0.361,2.846,110.192
'[11:13:52.920]',-0.010,0.280,0.975,0.359,2.769,110.075
'[11:13:52.928]',0.020,0.300,1.005,0.356,2.679,109.196
'[11:13:52.936]',0.030,0.305,1.020,0.353,2.582,107.730
'[11:13:52.944]',0.040,0.300,1.020,0.349,2.466,105.738
'[11:13:52.952]',0.044,0.330,1.025,0.345,2.345,103.452
'[11:13:52.960]',0.004,0.315,0.995,0.341,2.224,100.873
'[11:13:52.968]',-0.000,0.295,0.975,0.336,2.106,98.235
'[11:13:52.976]',-0.015,0.280,0.950,0.332,1.994,95.539
'[11:13:52.984]',-0.025,0.280,0.940,0.327,1.892,93.077
'[11:13:52.992]',-0.030,0.275,0.940,0.323,1.801,90.557
'[11:13:53.000]',-0.055,0.265,0.945,0.318,1.721,88.271
'[11:13:53.008]',-0.065,0.265,0.945,0.313,1.644,86.161
'[11:13:53.016]',-0.070,0.270,0.945,0.309,1.585,84.227
'[11:13:53.024]',-0.065,0.265,0.940,0.305,1.546,82.527
'[11:13:53.032]',-0.065,0.270,0.940,0.301,1.517,81.003
'[11:13:53.040]',-0.065,0.265,0.945,0.299,1.493,79.655
'[11:13:53.048]',-0.055,0.245,0.930,0.296,1.470,78.424
'[11:13:53.056]',0.035,0.280,1.005,0.294,1.452,77.428
'[11:13:53.064]',0.290,0.505,1.100,0.292,1.437,76.548
'[11:13:53.072]',0.745,1.010,1.125,0.290,1.429,75.786
'[11:13:53.080]',1.186,1.501,1.195,0.288,1.429,75.200
'[11:13:53.088]',0.465,1.296,0.900,0.287,1.440,74.614
'[11:13:53.096]',-0.220,0.750,0.655,0.286,1.461,74.145
'[11:13:53.104]',-0.296,0.455,0.740,0.285,1.494,73.794
'[11:13:53.112]',-0.196,0.280,0.870,0.284,1.537,73.559
'[11:13:53.120]',-0.126,0.220,0.945,0.283,1.587,73.383
'[11:13:53.128]',-0.095,0.200,0.975,0.282,1.635,73.325
'[11:13:53.136]',-0.090,0.190,0.985,0.281,1.682,73.325
'[11:13:53.144]',-0.086,0.180,0.985,0.281,1.734,73.442
'[11:13:53.152]',-0.075,0.185,0.990,0.280,1.786,73.618
'[11:13:53.160]',-0.070,0.185,0.990,0.280,1.832,73.852
'[11:13:53.168]',-0.065,0.195,0.995,0.280,1.866,74.145
'[11:13:53.176]',-0.061,0.195,1.000,0.279,1.888,74.556
'[11:13:53.184]',-0.055,0.200,1.000,0.279,1.896,74.966
'[11:13:53.192]',-0.050,0.200,1.000,0.279,1.891,75.493
'[11:13:53.200]',-0.045,0.210,1.000,0.278,1.875,75.962
'[11:13:53.208]',-0.045,0.215,1.010,0.278,1.848,76.490
'[11:13:53.216]',-0.045,0.220,1.015,0.278,1.812,76.959
'[11:13:53.224]',-0.041,0.225,1.020,0.278,1.769,77.486
'[11:13:53.232]',-0.035,0.230,1.020,0.277,1.726,77.897
'[11:13:53.240]',-0.025,0.235,1.020,0.277,1.683,78.248
'[11:13:53.248]',-0.021,0.245,1.025,0.276,1.634,78.541
'[11:13:53.256]',-0.015,0.250,1.030,0.276,1.583,78.717
'[11:13:53.264]',-0.015,0.250,1.035,0.275,1.530,78.834
'[11:13:53.272]',-0.015,0.260,1.040,0.274,1.478,78.834
'[11:13:53.280]',-0.015,0.265,1.040,0.273,1.428,78.717
'[11:13:53.288]',-0.021,0.270,1.045,0.272,1.381,78.483
'[11:13:53.296]',-0.021,0.270,1.050,0.271,1.339,78.072
'[11:13:53.304]',-0.025,0.270,1.055,0.270,1.299,77.545
'[11:13:53.312]',-0.030,0.270,1.060,0.270,1.263,77.135
'[11:13:53.320]',-0.045,0.270,1.065,0.269,1.232,76.959
'[11:13:53.328]',-0.055,0.265,1.060,0.269,1.208,78.014
'[11:13:53.336]',-0.075,0.260,1.050,0.268,1.191,81.120
'[11:13:53.344]',-0.090,0.255,1.045,0.267,1.173,87.275
'[11:13:53.352]',-0.115,0.260,1.045,0.267,1.158,96.770
'[11:13:53.360]',-0.126,0.250,1.040,0.265,1.145,108.961
'[11:13:53.368]',-0.135,0.255,1.030,0.264,1.133,122.560
'[11:13:53.376]',-0.130,0.265,1.020,0.263,1.123,135.865
'[11:13:53.384]',-0.126,0.285,1.010,0.262,1.117,147.294
'[11:13:53.392]',-0.100,0.305,1.005,0.261,1.112,155.676
'[11:13:53.400]',-0.081,0.320,1.000,0.260,1.109,160.189
'[11:13:53.408]',-0.061,0.330,1.000,0.259,1.109,160.716
'[11:13:53.416]',-0.045,0.340,0.995,0.258,1.110,157.844
'[11:13:53.424]',-0.030,0.330,0.990,0.257,1.115,152.452
'[11:13:53.432]',-0.021,0.325,0.985,0.255,1.123,145.419
'[11:13:53.440]',-0.015,0.310,0.975,0.253,1.131,137.682
'[11:13:53.448]',-0.015,0.300,0.975,0.252,1.140,129.945
'[11:13:53.456]',-0.005,0.290,0.970,0.250,1.150,122.501
'[11:13:53.464]',-0.015,0.280,0.970,0.248,1.161,115.702
'[11:13:53.472]',-0.015,0.270,0.965,0.247,1.175,109.489
'[11:13:53.480]',-0.015,0.265,0.965,0.246,1.190,104.096
'[11:13:53.488]',-0.021,0.260,0.960,0.245,1.203,99.583
'[11:13:53.496]',-0.021,0.260,0.960,0.244,1.217,95.832
'[11:13:53.504]',-0.025,0.255,0.955,0.244,1.230,92.843
'[11:13:53.512]',-0.025,0.255,0.950,0.244,1.241,90.674
'[11:13:53.520]',-0.035,0.250,0.955,0.244,1.252,89.092
'[11:13:53.528]',-0.041,0.245,0.950,0.244,1.262,88.037
'[11:13:53.536]',-0.041,0.245,0.950,0.245,1.272,87.450
'[11:13:53.544]',-0.045,0.245,0.945,0.246,1.279,87.040
'[11:13:53.552]',-0.050,0.245,0.945,0.247,1.279,86.806
'[11:13:53.560]',-0.050,0.245,0.945,0.248,1.272,86.571
'[11:13:53.568]',-0.055,0.250,0.940,0.250,1.260,86.278
'[11:13:53.576]',-0.061,0.245,0.940,0.251,1.249,85.985
'[11:13:53.584]',-0.061,0.245,0.940,0.253,1.247,85.809
'[11:13:53.592]',-0.061,0.240,0.940,0.255,1.265,85.868
'[11:13:53.600]',-0.061,0.245,0.940,0.257,1.318,86.395
'[11:13:53.608]',-0.055,0.240,0.935,0.258,1.417,87.450
'[11:13:53.616]',-0.055,0.245,0.935,0.260,1.568,89.033
'[11:13:53.624]',-0.061,0.240,0.940,0.262,1.765,91.084
'[11:13:53.632]',-0.065,0.245,0.940,0.264,1.958,93.546
'[11:13:53.640]',-0.065,0.245,0.940,0.266,2.147,96.184
'[11:13:53.648]',-0.061,0.245,0.940,0.267,2.353,98.821
'[11:13:53.656]',-0.061,0.240,0.935,0.268,2.541,101.342
'[11:13:53.664]',-0.061,0.245,0.940,0.269,2.684,103.628
'[11:13:53.672]',-0.061,0.245,0.940,0.269,2.772,105.562
'[11:13:53.680]',-0.055,0.245,0.945,0.270,2.803,106.910
'[11:13:53.688]',-0.045,0.245,0.945,0.271,2.781,107.672
'[11:13:53.696]',-0.015,0.260,0.965,0.270,2.720,107.730
'[11:13:53.704]',0.010,0.270,0.985,0.270,2.632,107.262
'[11:13:53.712]',0.020,0.270,0.995,0.270,2.528,106.089
'[11:13:53.720]',0.020,0.275,1.000,0.269,2.413,104.624
'[11:13:53.728]',0.024,0.295,0.995,0.268,2.309,102.690
'[11:13:53.736]',-0.005,0.270,0.960,0.267,2.212,100.462
'[11:13:53.744]',-0.010,0.260,0.945,0.266,2.109,98.177
'[11:13:53.752]',-0.025,0.250,0.920,0.264,2.010,95.773
'[11:13:53.760]',-0.041,0.245,0.915,0.262,1.916,93.429
'[11:13:53.768]',-0.055,0.250,0.920,0.260,1.829,91.084
'[11:13:53.776]',-0.070,0.240,0.925,0.257,1.753,88.974
'[11:13:53.784]',-0.075,0.235,0.925,0.254,1.688,86.981
'[11:13:53.792]',-0.081,0.240,0.925,0.252,1.633,85.106
'[11:13:53.800]',-0.075,0.240,0.930,0.250,1.592,83.465
'[11:13:53.808]',-0.075,0.240,0.935,0.248,1.562,81.999
'[11:13:53.816]',-0.075,0.235,0.930,0.247,1.540,80.593
'[11:13:53.824]',-0.070,0.215,0.920,0.245,1.523,79.420
'[11:13:53.832]',0.060,0.280,1.005,0.243,1.511,78.365
'[11:13:53.840]',0.350,0.545,1.120,0.242,1.501,77.369
'[11:13:53.848]',0.865,1.115,1.185,0.240,1.493,76.490
'[11:13:53.856]',1.135,1.501,1.260,0.238,1.487,75.728
'[11:13:53.864]',0.285,1.191,0.915,0.237,1.485,75.024
'[11:13:53.872]',-0.240,0.695,0.680,0.236,1.491,74.497
'[11:13:53.880]',-0.285,0.405,0.785,0.236,1.506,73.969
'[11:13:53.888]',-0.196,0.235,0.880,0.235,1.531,73.618
'[11:13:53.896]',-0.135,0.185,0.935,0.234,1.565,73.325
'[11:13:53.904]',-0.110,0.170,0.955,0.234,1.607,73.090
'[11:13:53.912]',-0.115,0.155,0.965,0.234,1.654,73.032
'[11:13:53.920]',-0.106,0.160,0.960,0.233,1.702,73.032
'[11:13:53.928]',-0.095,0.155,0.970,0.233,1.742,73.090
'[11:13:53.936]',-0.090,0.165,0.975,0.233,1.777,73.325
'[11:13:53.944]',-0.090,0.160,0.970,0.233,1.810,73.559
'[11:13:53.952]',-0.086,0.170,0.975,0.233,1.838,73.852
'[11:13:53.960]',-0.081,0.175,0.980,0.233,1.853,74.263
'[11:13:53.968]',-0.075,0.175,0.985,0.233,1.857,74.614
'[11:13:53.976]',-0.075,0.180,0.985,0.233,1.849,75.024
'[11:13:53.984]',-0.065,0.195,0.990,0.233,1.832,75.493
'[11:13:53.992]',-0.070,0.195,0.990,0.233,1.804,75.845
'[11:13:54.000]',-0.061,0.200,1.000,0.233,1.769,76.255
'[11:13:54.008]',-0.055,0.200,1.000,0.234,1.728,76.548
'[11:13:54.016]',-0.050,0.215,1.005,0.234,1.683,76.841
'[11:13:54.024]',-0.045,0.225,1.010,0.234,1.637,77.135
'[11:13:54.032]',-0.041,0.230,1.015,0.234,1.587,77.252
'[11:13:54.040]',-0.041,0.235,1.015,0.235,1.545,77.310
'[11:13:54.048]',-0.035,0.245,1.025,0.236,1.513,77.252
'[11:13:54.056]',-0.030,0.250,1.035,0.237,1.476,76.959
'[11:13:54.064]',-0.035,0.255,1.045,0.239,1.430,76.607
'[11:13:54.072]',-0.030,0.260,1.045,0.241,1.389,76.197
'[11:13:54.080]',-0.030,0.265,1.060,0.243,1.361,75.669
'[11:13:54.088]',-0.041,0.270,1.070,0.246,1.332,75.200
'[11:13:54.096]',-0.050,0.270,1.070,0.248,1.306,75.024
'[11:13:54.104]',-0.055,0.270,1.075,0.250,1.281,75.786
'[11:13:54.112]',-0.081,0.265,1.070,0.252,1.257,78.541
'[11:13:54.120]',-0.106,0.255,1.070,0.254,1.236,84.285
'[11:13:54.128]',-0.120,0.255,1.055,0.257,1.216,93.312
'[11:13:54.136]',-0.135,0.255,1.045,0.259,1.203,105.093
'[11:13:54.144]',-0.140,0.255,1.040,0.261,1.194,118.574
'[11:13:54.152]',-0.140,0.270,1.030,0.263,1.183,132.055
'[11:13:54.160]',-0.120,0.285,1.020,0.265,1.173,144.070
'[11:13:54.168]',-0.106,0.305,1.015,0.268,1.164,152.980
'[11:13:54.176]',-0.081,0.320,1.005,0.269,1.158,158.196
'[11:13:54.184]',-0.055,0.330,1.000,0.271,1.155,159.310
'[11:13:54.192]',-0.041,0.335,1.000,0.273,1.155,156.848
'[11:13:54.200]',-0.025,0.330,0.995,0.274,1.159,151.690
'[11:13:54.208]',-0.010,0.320,0.995,0.275,1.165,144.715
'[11:13:54.216]',-0.010,0.310,0.990,0.276,1.174,136.978
'[11:13:54.224]',-0.005,0.300,0.990,0.277,1.186,129.124
'[11:13:54.232]',-0.000,0.295,0.985,0.278,1.198,121.446
'[11:13:54.240]',-0.005,0.280,0.985,0.280,1.211,114.354
'[11:13:54.248]',-0.010,0.275,0.980,0.281,1.223,107.965
'[11:13:54.256]',-0.010,0.270,0.980,0.283,1.236,102.338
'[11:13:54.264]',-0.015,0.270,0.975,0.286,1.247,97.532
'[11:13:54.272]',-0.015,0.265,0.975,0.287,1.258,93.546
'[11:13:54.280]',-0.021,0.265,0.970,0.289,1.271,90.322
'[11:13:54.288]',-0.025,0.260,0.970,0.291,1.283,87.802
'[11:13:54.296]',-0.025,0.265,0.965,0.292,1.295,85.926
'[11:13:54.304]',-0.030,0.260,0.965,0.294,1.306,84.637
'[11:13:54.312]',-0.035,0.265,0.960,0.296,1.316,83.699
'[11:13:54.320]',-0.035,0.260,0.960,0.299,1.323,83.113
'[11:13:54.328]',-0.041,0.260,0.960,0.302,1.326,82.761
'[11:13:54.336]',-0.045,0.255,0.955,0.304,1.324,82.351
'[11:13:54.344]',-0.045,0.255,0.955,0.306,1.315,82.058
'[11:13:54.352]',-0.045,0.255,0.960,0.307,1.303,81.882
'[11:13:54.360]',-0.050,0.260,0.965,0.309,1.295,81.882
'[11:13:54.368]',-0.050,0.260,0.965,0.311,1.304,82.234
'[11:13:54.376]',-0.050,0.260,0.965,0.312,1.344,83.172
'[11:13:54.384]',-0.050,0.260,0.965,0.314,1.427,84.696
'[11:13:54.392]',-0.045,0.255,0.960,0.316,1.560,86.747
'[11:13:54.400]',-0.050,0.260,0.960,0.317,1.743,89.326
'[11:13:54.408]',-0.050,0.260,0.960,0.319,1.964,92.198
'[11:13:54.416]',-0.050,0.260,0.955,0.320,2.200,95.363
'[11:13:54.424]',-0.050,0.255,0.965,0.321,2.402,98.528
'[11:13:54.432]',-0.050,0.260,0.965,0.322,2.565,101.635
'[11:13:54.440]',-0.050,0.260,0.965,0.322,2.711,104.390
'[11:13:54.448]',-0.050,0.265,0.965,0.323,2.813,106.675
'[11:13:54.456]',-0.041,0.265,0.965,0.323,2.862,108.375
'[11:13:54.464]',-0.010,0.275,0.980,0.323,2.858,109.372
'[11:13:54.472]',0.015,0.295,1.010,0.323,2.810,109.606
'[11:13:54.480]',0.024,0.300,1.020,0.322,2.730,109.137
'[11:13:54.488]',0.030,0.300,1.020,0.321,2.629,108.024
'[11:13:54.496]',0.035,0.320,1.025,0.321,2.515,106.382
'[11:13:54.504]',0.010,0.305,0.995,0.320,2.396,104.272
'[11:13:54.512]',-0.005,0.290,0.975,0.320,2.276,101.928
