'Time','II','AVR','V','RESP','PLETH','ABP','LAP'
'[18:23:25.968]',0.705,0.300,0.495,0.222,1.948,68.724,37.004
'[18:23:25.976]',0.670,0.340,0.530,0.222,1.936,73.510,37.004
'[18:23:25.984]',0.640,0.370,0.495,0.222,1.921,81.618,37.004
'[18:23:25.992]',0.590,0.410,0.515,0.222,1.904,92.853,37.004
'[18:23:26.000]',0.535,0.460,0.480,0.221,1.887,105.796,37.004
'[18:23:26.008]',0.505,0.495,0.510,0.221,1.868,118.789,37.004
'[18:23:26.016]',0.470,0.525,0.475,0.220,1.852,130.756,37.004
'[18:23:26.024]',0.470,0.525,0.515,0.219,1.839,141.013,37.004
'[18:23:26.032]',0.445,0.545,0.490,0.216,1.826,149.268,37.004
'[18:23:26.040]',0.440,0.560,0.520,0.215,1.819,155.080,37.004
'[18:23:26.048]',0.430,0.565,0.525,0.211,1.812,158.108,37.004
'[18:23:26.056]',0.430,0.565,0.500,0.208,1.803,158.255,37.004
'[18:23:26.064]',0.425,0.565,0.530,0.203,1.789,155.862,37.004
'[18:23:26.072]',0.440,0.570,0.495,0.198,1.769,151.759,37.004
'[18:23:26.080]',0.465,0.535,0.540,0.192,1.747,146.483,37.004
'[18:23:26.088]',0.440,0.555,0.500,0.186,1.727,140.671,37.004
'[18:23:26.096]',0.435,0.565,0.520,0.180,1.711,134.907,37.004
'[18:23:26.104]',0.445,0.565,0.480,0.174,1.696,129.388,37.004
'[18:23:26.112]',0.445,0.560,0.520,0.168,1.682,124.259,37.004
'[18:23:26.120]',0.470,0.530,0.490,0.162,1.670,119.766,37.004
'[18:23:26.128]',0.475,0.535,0.505,0.154,1.661,115.809,37.004
'[18:23:26.136]',0.495,0.520,0.470,0.146,1.656,112.488,37.004
'[18:23:26.144]',0.475,0.525,0.480,0.137,1.650,109.753,37.004
'[18:23:26.152]',0.460,0.540,0.440,0.128,1.647,107.506,37.004
'[18:23:26.160]',0.475,0.530,0.480,0.120,1.652,105.503,37.004
'[18:23:26.168]',0.470,0.535,0.460,0.112,1.655,103.794,37.004
'[18:23:26.176]',0.450,0.545,0.495,0.104,1.653,102.182,37.004
'[18:23:26.184]',0.465,0.540,0.480,0.097,1.652,100.668,37.004
'[18:23:26.192]',0.470,0.540,0.525,0.089,1.648,99.007,37.004
'[18:23:26.200]',0.475,0.535,0.505,0.081,1.640,97.102,37.004
'[18:23:26.208]',0.470,0.540,0.540,0.072,1.630,95.051,37.004
'[18:23:26.216]',0.470,0.535,0.510,0.064,1.618,92.657,37.004
'[18:23:26.224]',0.455,0.550,0.525,0.056,1.612,90.313,37.004
'[18:23:26.232]',0.450,0.545,0.485,0.049,1.609,88.115,37.004
'[18:23:26.240]',0.465,0.520,0.500,0.043,1.602,86.356,37.004
'[18:23:26.248]',0.475,0.520,0.470,0.036,1.595,85.184,37.004
'[18:23:26.256]',0.460,0.540,0.465,0.032,1.612,84.549,37.004
'[18:23:26.264]',0.455,0.550,0.490,0.028,1.637,84.403,37.004
'[18:23:26.272]',0.460,0.545,0.470,0.026,1.650,84.696,37.004
'[18:23:26.280]',0.450,0.540,0.490,0.024,1.663,85.233,37.004
'[18:23:26.288]',0.455,0.540,0.455,0.022,1.678,86.112,37.004
'[18:23:26.296]',0.465,0.540,0.500,0.021,1.702,87.236,37.004
'[18:23:26.304]',0.460,0.550,0.490,0.021,1.732,88.408,37.004
'[18:23:26.312]',0.445,0.550,0.520,0.020,1.766,89.678,37.004
'[18:23:26.320]',0.460,0.530,0.485,0.020,1.802,90.752,37.004
'[18:23:26.328]',0.480,0.510,0.520,0.021,1.835,91.534,37.004
'[18:23:26.336]',0.515,0.475,0.505,0.022,1.870,92.120,37.004
'[18:23:26.344]',0.515,0.455,0.540,0.023,1.913,92.364,37.004
'[18:23:26.352]',0.530,0.445,0.520,0.025,1.960,92.315,37.004
'[18:23:26.360]',0.530,0.445,0.530,0.028,2.008,91.973,37.004
'[18:23:26.368]',0.525,0.450,0.470,0.031,2.057,91.436,37.004
'[18:23:26.376]',0.460,0.500,0.470,0.033,2.107,90.655,37.004
'[18:23:26.384]',0.440,0.520,0.440,0.036,2.151,89.727,37.004
'[18:23:26.392]',0.450,0.520,0.480,0.040,2.182,88.701,37.004
'[18:23:26.400]',0.425,0.560,0.450,0.043,2.203,87.529,37.004
'[18:23:26.408]',0.420,0.565,0.485,0.046,2.220,86.356,37.004
'[18:23:26.416]',0.425,0.570,0.460,0.049,2.235,85.233,37.004
'[18:23:26.424]',0.410,0.595,0.490,0.052,2.245,84.158,37.004
'[18:23:26.432]',0.400,0.575,0.465,0.054,2.254,83.133,37.004
'[18:23:26.440]',0.450,0.540,0.495,0.057,2.265,82.107,37.004
'[18:23:26.448]',0.430,0.565,0.480,0.060,2.277,81.130,37.004
'[18:23:26.456]',0.425,0.570,0.505,0.063,2.288,80.153,37.004
'[18:23:26.464]',0.420,0.585,0.495,0.066,2.300,79.323,37.004
'[18:23:26.472]',0.430,0.565,0.525,0.069,2.313,78.492,37.004
'[18:23:26.480]',0.415,0.590,0.555,0.072,2.319,77.760,37.004
'[18:23:26.488]',0.465,0.550,0.565,0.076,2.316,77.027,37.004
'[18:23:26.496]',0.570,0.405,0.470,0.079,2.308,76.441,37.004
'[18:23:26.504]',0.865,0.080,0.310,0.083,2.298,75.855,37.004
'[18:23:26.512]',1.140,-0.150,0.135,0.087,2.286,75.366,37.004
'[18:23:26.520]',0.860,0.170,0.095,0.091,2.275,74.878,37.004
'[18:23:26.528]',0.665,0.530,0.325,0.095,2.259,74.341,37.004
'[18:23:26.536]',0.600,0.615,0.410,0.099,2.242,73.901,37.004
'[18:23:26.544]',0.475,0.635,0.460,0.103,2.225,73.510,37.004
'[18:23:26.552]',0.440,0.585,0.455,0.107,2.206,73.120,37.004
'[18:23:26.560]',0.425,0.565,0.520,0.111,2.194,72.778,37.004
'[18:23:26.568]',0.410,0.580,0.525,0.116,2.188,72.533,37.004
'[18:23:26.576]',0.405,0.570,0.575,0.120,2.185,72.387,37.004
'[18:23:26.584]',0.410,0.565,0.575,0.124,2.183,72.289,37.004
'[18:23:26.592]',0.405,0.575,0.610,0.128,2.176,72.240,37.004
'[18:23:26.600]',0.405,0.570,0.565,0.132,2.166,72.289,37.004
'[18:23:26.608]',0.415,0.565,0.575,0.136,2.161,72.387,37.004
'[18:23:26.616]',0.395,0.575,0.525,0.140,2.152,72.387,37.004
'[18:23:26.624]',0.415,0.555,0.555,0.143,2.142,72.289,37.004
'[18:23:26.632]',0.425,0.540,0.550,0.147,2.137,72.240,37.004
'[18:23:26.640]',0.440,0.530,0.595,0.151,2.134,72.094,37.004
'[18:23:26.648]',0.445,0.535,0.570,0.154,2.133,71.850,37.004
'[18:23:26.656]',0.460,0.515,0.580,0.157,2.132,71.557,37.004
'[18:23:26.664]',0.470,0.495,0.540,0.160,2.132,71.117,37.004
'[18:23:26.672]',0.470,0.495,0.510,0.162,2.128,70.531,37.004
'[18:23:26.680]',0.475,0.495,0.455,0.164,2.120,70.042,37.004
'[18:23:26.688]',0.520,0.450,0.430,0.166,2.113,69.407,37.004
'[18:23:26.696]',0.540,0.435,0.460,0.169,2.109,68.821,37.004
'[18:23:26.704]',0.560,0.420,0.440,0.170,2.105,68.235,37.004
'[18:23:26.712]',0.590,0.390,0.490,0.172,2.096,67.698,37.004
'[18:23:26.720]',0.620,0.365,0.475,0.174,2.089,67.258,37.004
'[18:23:26.728]',0.655,0.330,0.515,0.176,2.085,66.819,37.004
'[18:23:26.736]',0.675,0.320,0.495,0.177,2.077,66.477,37.004
'[18:23:26.744]',0.705,0.295,0.530,0.179,2.066,66.233,37.004
'[18:23:26.752]',0.710,0.290,0.510,0.180,2.058,66.281,37.004
'[18:23:26.760]',0.705,0.305,0.540,0.182,2.048,67.063,37.004
'[18:23:26.768]',0.690,0.295,0.505,0.183,2.040,69.310,37.004
'[18:23:26.776]',0.665,0.335,0.540,0.184,2.029,74.194,37.004
'[18:23:26.784]',0.635,0.360,0.515,0.185,2.018,82.302,37.004
'[18:23:26.792]',0.585,0.405,0.540,0.186,2.009,93.488,37.004
'[18:23:26.800]',0.550,0.440,0.515,0.187,1.998,106.285,37.004
'[18:23:26.808]',0.525,0.475,0.550,0.187,1.983,119.180,37.004
'[18:23:26.816]',0.485,0.515,0.515,0.187,1.967,130.951,37.004
'[18:23:26.824]',0.465,0.530,0.540,0.188,1.952,141.062,37.004
'[18:23:26.832]',0.455,0.540,0.505,0.187,1.938,149.121,37.004
'[18:23:26.840]',0.440,0.550,0.530,0.186,1.926,154.787,37.004
'[18:23:26.848]',0.430,0.560,0.500,0.184,1.910,157.620,37.004
'[18:23:26.856]',0.450,0.545,0.530,0.183,1.890,157.620,37.004
'[18:23:26.864]',0.430,0.565,0.540,0.180,1.866,155.129,37.004
'[18:23:26.872]',0.440,0.555,0.515,0.177,1.843,150.879,37.004
'[18:23:26.880]',0.435,0.565,0.540,0.173,1.821,145.555,37.004
'[18:23:26.888]',0.430,0.565,0.505,0.169,1.804,139.743,37.004
'[18:23:26.896]',0.440,0.560,0.530,0.164,1.790,133.931,37.004
'[18:23:26.904]',0.455,0.540,0.500,0.160,1.780,128.362,37.004
'[18:23:26.912]',0.480,0.520,0.530,0.155,1.775,123.283,37.004
'[18:23:26.920]',0.470,0.525,0.495,0.150,1.769,118.789,37.004
'[18:23:26.928]',0.450,0.545,0.520,0.143,1.766,114.881,37.004
'[18:23:26.936]',0.445,0.555,0.490,0.136,1.764,111.609,37.004
'[18:23:26.944]',0.450,0.545,0.515,0.128,1.758,108.922,37.004
'[18:23:26.952]',0.470,0.535,0.495,0.120,1.748,106.676,37.004
'[18:23:26.960]',0.475,0.530,0.530,0.112,1.737,104.722,37.004
'[18:23:26.968]',0.470,0.540,0.505,0.105,1.725,103.061,37.004
'[18:23:26.976]',0.460,0.540,0.535,0.097,1.717,101.498,37.004
'[18:23:26.984]',0.450,0.545,0.510,0.091,1.712,99.984,37.004
'[18:23:26.992]',0.470,0.535,0.545,0.083,1.706,98.323,37.004
'[18:23:27.000]',0.460,0.540,0.505,0.076,1.700,96.467,37.004
'[18:23:27.008]',0.475,0.525,0.540,0.069,1.697,94.416,37.004
'[18:23:27.016]',0.470,0.535,0.510,0.062,1.696,92.120,37.004
'[18:23:27.024]',0.465,0.545,0.535,0.056,1.695,89.824,37.004
'[18:23:27.032]',0.470,0.540,0.500,0.050,1.695,87.822,37.004
'[18:23:27.040]',0.465,0.535,0.520,0.045,1.691,86.259,37.004
'[18:23:27.048]',0.455,0.545,0.490,0.040,1.686,85.233,37.004
'[18:23:27.056]',0.455,0.545,0.505,0.037,1.684,84.745,37.004
'[18:23:27.064]',0.445,0.555,0.480,0.034,1.683,84.745,37.004
'[18:23:27.072]',0.460,0.540,0.500,0.032,1.685,85.038,37.004
'[18:23:27.080]',0.475,0.525,0.510,0.030,1.693,85.673,37.004
'[18:23:27.088]',0.480,0.525,0.485,0.029,1.703,86.552,37.004
'[18:23:27.096]',0.465,0.540,0.525,0.028,1.715,87.626,37.004
'[18:23:27.104]',0.470,0.530,0.500,0.028,1.733,88.799,37.004
'[18:23:27.112]',0.485,0.505,0.535,0.028,1.758,89.873,37.004
'[18:23:27.120]',0.490,0.500,0.510,0.030,1.785,90.752,37.004
'[18:23:27.128]',0.495,0.505,0.550,0.031,1.814,91.436,37.004
'[18:23:27.136]',0.515,0.485,0.540,0.034,1.848,91.876,37.004
'[18:23:27.144]',0.505,0.480,0.565,0.036,1.890,91.973,37.004
'[18:23:27.152]',0.530,0.450,0.530,0.039,1.935,91.925,37.004
'[18:23:27.160]',0.545,0.420,0.535,0.043,1.980,91.534,37.004
'[18:23:27.168]',0.550,0.440,0.475,0.046,2.022,90.997,37.004
'[18:23:27.176]',0.470,0.490,0.485,0.050,2.064,90.166,37.004
'[18:23:27.184]',0.455,0.505,0.445,0.054,2.107,89.238,37.004
'[18:23:27.192]',0.460,0.530,0.495,0.058,2.144,88.261,37.004
'[18:23:27.200]',0.420,0.565,0.455,0.062,2.178,87.187,37.004
'[18:23:27.208]',0.395,0.590,0.485,0.066,2.207,86.112,37.004
'[18:23:27.216]',0.400,0.585,0.465,0.070,2.229,84.989,37.004
'[18:23:27.224]',0.410,0.580,0.505,0.074,2.242,83.914,37.004
'[18:23:27.232]',0.415,0.575,0.480,0.078,2.252,82.840,37.004
'[18:23:27.240]',0.425,0.565,0.535,0.081,2.264,81.863,37.004
'[18:23:27.248]',0.435,0.560,0.515,0.085,2.273,80.935,37.004
'[18:23:27.256]',0.430,0.565,0.545,0.089,2.274,80.055,37.004
'[18:23:27.264]',0.445,0.550,0.530,0.093,2.272,79.225,37.004
'[18:23:27.272]',0.430,0.545,0.555,0.097,2.271,78.492,37.004
'[18:23:27.280]',0.410,0.590,0.585,0.101,2.267,77.809,37.004
'[18:23:27.288]',0.460,0.535,0.565,0.105,2.258,77.125,37.004
'[18:23:27.296]',0.645,0.325,0.445,0.109,2.254,76.539,37.004
'[18:23:27.304]',1.010,-0.050,0.255,0.113,2.252,76.001,37.004
'[18:23:27.312]',1.170,-0.155,0.115,0.118,2.244,75.415,37.004
'[18:23:27.320]',0.770,0.300,0.100,0.122,2.235,74.927,37.004
'[18:23:27.328]',0.645,0.580,0.350,0.127,2.224,74.487,37.004
'[18:23:27.336]',0.550,0.630,0.410,0.132,2.212,74.097,37.004
'[18:23:27.344]',0.445,0.635,0.460,0.139,2.199,73.803,37.004
'[18:23:27.352]',0.415,0.590,0.445,0.145,2.191,73.510,37.004
'[18:23:27.360]',0.410,0.570,0.515,0.152,2.186,73.168,37.004
'[18:23:27.368]',0.400,0.565,0.505,0.160,2.184,72.924,37.004
'[18:23:27.376]',0.385,0.580,0.570,0.167,2.179,72.680,37.004
'[18:23:27.384]',0.400,0.560,0.570,0.174,2.174,72.533,37.004
'[18:23:27.392]',0.400,0.565,0.590,0.182,2.165,72.533,37.004
'[18:23:27.400]',0.395,0.570,0.555,0.190,2.154,72.533,37.004
'[18:23:27.408]',0.415,0.550,0.580,0.199,2.143,72.533,37.004
'[18:23:27.416]',0.400,0.560,0.545,0.208,2.131,72.533,37.004
'[18:23:27.424]',0.405,0.565,0.580,0.218,2.125,72.533,37.004
'[18:23:27.432]',0.405,0.550,0.565,0.228,2.122,72.485,37.004
'[18:23:27.440]',0.440,0.520,0.605,0.238,2.120,72.289,37.004
'[18:23:27.448]',0.440,0.520,0.575,0.248,2.119,71.996,37.004
'[18:23:27.456]',0.455,0.510,0.580,0.259,2.112,71.605,37.004
'[18:23:27.464]',0.470,0.495,0.520,0.269,2.104,71.166,37.004
'[18:23:27.472]',0.465,0.490,0.495,0.281,2.099,70.677,37.004
'[18:23:27.480]',0.490,0.475,0.460,0.294,2.093,70.091,37.004
'[18:23:27.488]',0.495,0.475,0.435,0.308,2.084,69.505,37.004
'[18:23:27.496]',0.510,0.465,0.455,0.322,2.076,68.870,37.004
'[18:23:27.504]',0.545,0.435,0.450,0.338,2.069,68.284,37.004
'[18:23:27.512]',0.605,0.370,0.510,0.354,2.060,67.747,37.004
'[18:23:27.520]',0.645,0.340,0.500,0.370,2.049,67.356,37.004
'[18:23:27.528]',0.655,0.330,0.545,0.387,2.037,66.965,37.004
'[18:23:27.536]',0.670,0.325,0.530,0.403,2.024,66.672,37.004
'[18:23:27.544]',0.700,0.305,0.570,0.418,2.012,66.477,37.004
'[18:23:27.552]',0.705,0.300,0.540,0.433,1.999,66.623,37.004
'[18:23:27.560]',0.695,0.305,0.560,0.447,1.987,67.551,37.004
'[18:23:27.568]',0.670,0.325,0.535,0.463,1.972,70.287,37.004
'[18:23:27.576]',0.645,0.360,0.565,0.479,1.954,75.855,37.004
'[18:23:27.584]',0.615,0.390,0.535,0.495,1.939,84.842,37.004
'[18:23:27.592]',0.575,0.430,0.570,0.512,1.923,96.614,37.004
'[18:23:27.600]',0.545,0.450,0.535,0.527,1.908,109.606,37.004
'[18:23:27.608]',0.520,0.470,0.555,0.543,1.897,122.306,37.004
'[18:23:27.616]',0.475,0.510,0.515,0.557,1.886,133.686,37.004
'[18:23:27.624]',0.455,0.530,0.535,0.571,1.877,143.309,37.004
'[18:23:27.632]',0.445,0.540,0.495,0.585,1.866,150.831,37.004
'[18:23:27.640]',0.425,0.555,0.525,0.600,1.851,155.764,37.004
'[18:23:27.648]',0.420,0.565,0.505,0.614,1.835,157.864,37.004
'[18:23:27.656]',0.430,0.555,0.545,0.629,1.817,157.229,37.004
'[18:23:27.664]',0.435,0.545,0.560,0.643,1.803,154.347,37.004
'[18:23:27.672]',0.420,0.565,0.535,0.657,1.789,149.854,37.004
'[18:23:27.680]',0.420,0.575,0.570,0.671,1.779,144.432,37.004
'[18:23:27.688]',0.430,0.565,0.550,0.684,1.774,138.668,37.004
'[18:23:27.696]',0.420,0.565,0.575,0.694,1.768,132.954,37.004
'[18:23:27.704]',0.425,0.555,0.540,0.705,1.760,127.434,37.004
'[18:23:27.712]',0.445,0.535,0.570,0.714,1.752,122.501,37.004
'[18:23:27.720]',0.460,0.530,0.535,0.722,1.745,118.056,37.004
'[18:23:27.728]',0.455,0.540,0.555,0.730,1.739,114.295,37.004
'[18:23:27.736]',0.435,0.550,0.520,0.737,1.732,111.120,37.004
'[18:23:27.744]',0.430,0.560,0.535,0.743,1.726,108.483,37.004
'[18:23:27.752]',0.450,0.540,0.520,0.750,1.719,106.382,37.004
'[18:23:27.760]',0.470,0.530,0.565,0.755,1.710,104.478,37.004
'[18:23:27.768]',0.450,0.550,0.550,0.761,1.702,102.866,37.004
'[18:23:27.776]',0.455,0.535,0.580,0.765,1.695,101.303,37.004
'[18:23:27.784]',0.445,0.540,0.550,0.770,1.688,99.691,37.004
'[18:23:27.792]',0.430,0.555,0.580,0.774,1.682,97.932,37.004
'[18:23:27.800]',0.435,0.550,0.545,0.779,1.676,95.979,37.004
'[18:23:27.808]',0.445,0.550,0.585,0.785,1.670,93.781,37.004
'[18:23:27.816]',0.455,0.545,0.570,0.790,1.660,91.436,37.004
'[18:23:27.824]',0.460,0.540,0.595,0.797,1.655,89.238,37.004
'[18:23:27.832]',0.445,0.545,0.560,0.805,1.653,87.382,37.004
'[18:23:27.840]',0.455,0.535,0.590,0.813,1.649,86.112,37.004
'[18:23:27.848]',0.470,0.520,0.570,0.822,1.647,85.428,37.004
'[18:23:27.856]',0.435,0.550,0.585,0.830,1.646,85.233,37.004
'[18:23:27.864]',0.425,0.565,0.560,0.839,1.645,85.428,37.004
'[18:23:27.872]',0.430,0.565,0.585,0.848,1.648,85.917,37.004
'[18:23:27.880]',0.430,0.560,0.595,0.857,1.656,86.698,37.004
'[18:23:27.888]',0.435,0.545,0.570,0.869,1.666,87.626,37.004
'[18:23:27.896]',0.445,0.540,0.610,0.880,1.683,88.799,37.004
'[18:23:27.904]',0.455,0.535,0.590,0.893,1.711,89.971,37.004
'[18:23:27.912]',0.445,0.540,0.630,0.907,1.743,91.045,37.004
'[18:23:27.920]',0.445,0.545,0.610,0.919,1.774,91.925,37.004
'[18:23:27.928]',0.445,0.530,0.655,0.932,1.808,92.511,37.004
'[18:23:27.936]',0.465,0.510,0.635,0.944,1.850,92.804,37.004
'[18:23:27.944]',0.495,0.495,0.690,0.956,1.897,92.804,37.004
'[18:23:27.952]',0.485,0.490,0.655,0.969,1.945,92.608,37.004
'[18:23:27.960]',0.495,0.470,0.665,0.983,1.988,92.120,37.004
'[18:23:27.968]',0.495,0.475,0.590,0.991,2.028,91.436,37.004
'[18:23:27.976]',0.495,0.485,0.595,1.000,2.067,90.557,37.004
'[18:23:27.984]',0.460,0.510,0.525,1.000,2.103,89.629,37.004
'[18:23:27.992]',0.440,0.510,0.535,1.000,2.136,88.554,37.004
'[18:23:28.000]',0.425,0.530,0.485,1.000,2.165,87.480,37.004
'[18:23:28.008]',0.420,0.560,0.525,1.000,2.189,86.405,37.004
'[18:23:28.016]',0.385,0.585,0.495,1.000,2.210,85.282,37.004
'[18:23:28.024]',0.390,0.590,0.530,1.000,2.227,84.256,37.004
'[18:23:28.032]',0.400,0.575,0.500,1.000,2.239,83.230,37.004
'[18:23:28.040]',0.410,0.580,0.540,1.000,2.250,82.302,37.004
'[18:23:28.048]',0.415,0.580,0.520,1.000,2.263,81.374,37.004
'[18:23:28.056]',0.415,0.575,0.540,1.000,2.276,80.446,37.004
'[18:23:28.064]',0.440,0.550,0.550,1.000,2.282,79.567,37.004
'[18:23:28.072]',0.460,0.530,0.535,1.000,2.282,78.737,37.004
'[18:23:28.080]',0.420,0.565,0.570,1.000,2.282,78.004,37.004
'[18:23:28.088]',0.380,0.605,0.565,1.000,2.279,77.320,37.004
'[18:23:28.096]',0.445,0.550,0.620,1.000,2.271,76.685,37.004
'[18:23:28.104]',0.620,0.365,0.510,1.000,2.260,76.050,37.004
'[18:23:28.112]',1.000,0.025,0.370,1.000,2.248,75.464,37.004
'[18:23:28.120]',1.265,-0.150,0.195,1.000,2.237,74.878,37.004
'[18:23:28.128]',0.910,0.220,0.240,1.000,2.225,74.341,37.004
'[18:23:28.136]',0.710,0.520,0.380,1.000,2.212,73.852,37.004
'[18:23:28.144]',0.605,0.580,0.470,1.000,2.199,73.413,37.004
'[18:23:28.152]',0.485,0.595,0.490,1.000,2.191,72.973,37.004
'[18:23:28.160]',0.420,0.590,0.540,1.000,2.183,72.631,37.004
'[18:23:28.168]',0.410,0.595,0.535,1.000,2.176,72.289,37.004
'[18:23:28.176]',0.420,0.560,0.615,1.000,2.172,71.996,37.004
'[18:23:28.184]',0.405,0.565,0.610,1.000,2.170,71.801,37.004
'[18:23:28.192]',0.400,0.575,0.675,1.000,2.169,71.654,37.004
'[18:23:28.200]',0.395,0.560,0.635,1.000,2.169,71.605,37.004
'[18:23:28.208]',0.405,0.560,0.650,1.000,2.169,71.605,37.004
'[18:23:28.216]',0.400,0.565,0.595,1.000,2.169,71.654,37.004
'[18:23:28.224]',0.405,0.555,0.620,1.000,2.169,71.752,37.004
'[18:23:28.232]',0.410,0.565,0.600,1.000,2.162,71.752,37.004
'[18:23:28.240]',0.435,0.530,0.645,1.000,2.153,71.752,37.004
'[18:23:28.248]',0.465,0.505,0.650,1.000,2.149,71.605,37.004
'[18:23:28.256]',0.470,0.500,0.630,1.000,2.140,71.361,37.004
'[18:23:28.264]',0.445,0.525,0.595,1.000,2.129,70.970,37.004
'[18:23:28.272]',0.465,0.505,0.575,1.000,2.120,70.531,37.004
'[18:23:28.280]',0.470,0.520,0.525,1.000,2.110,70.042,37.004
'[18:23:28.288]',0.465,0.500,0.495,1.000,2.103,69.505,37.004
'[18:23:28.296]',0.495,0.475,0.500,1.000,2.099,68.968,37.004
'[18:23:28.304]',0.510,0.465,0.465,1.000,2.100,68.431,37.004
'[18:23:28.312]',0.545,0.440,0.525,1.000,2.104,67.942,37.004
'[18:23:28.320]',0.585,0.400,0.520,1.000,2.106,67.405,37.004
'[18:23:28.328]',0.615,0.365,0.565,1.000,2.107,66.916,37.004
'[18:23:28.336]',0.650,0.330,0.545,1.000,2.101,66.428,37.004
'[18:23:28.344]',0.690,0.300,0.585,1.000,2.088,66.037,37.004
'[18:23:28.352]',0.720,0.285,0.570,1.000,2.072,65.744,37.004
'[18:23:28.360]',0.730,0.290,0.605,1.000,2.052,65.744,37.004
'[18:23:28.368]',0.695,0.320,0.585,1.000,2.032,66.477,37.004
'[18:23:28.376]',0.665,0.350,0.595,1.000,2.013,68.821,37.004
'[18:23:28.384]',0.640,0.375,0.555,1.000,1.997,73.755,37.004
'[18:23:28.392]',0.610,0.395,0.565,1.000,1.983,82.107,37.004
'[18:23:28.400]',0.590,0.415,0.520,1.000,1.970,93.439,37.004
'[18:23:28.408]',0.550,0.450,0.540,1.000,1.963,106.285,37.004
'[18:23:28.416]',0.510,0.485,0.500,1.000,1.960,119.180,37.004
'[18:23:28.424]',0.480,0.510,0.530,1.000,1.958,130.853,37.004
'[18:23:28.432]',0.465,0.525,0.505,1.000,1.951,140.866,37.004
'[18:23:28.440]',0.435,0.560,0.530,1.000,1.938,148.730,37.004
'[18:23:28.448]',0.445,0.565,0.505,1.000,1.923,154.250,37.004
'[18:23:28.456]',0.435,0.540,0.530,1.000,1.902,156.936,37.004
'[18:23:28.464]',0.435,0.555,0.505,1.000,1.879,156.790,37.004
'[18:23:28.472]',0.445,0.555,0.525,1.000,1.855,154.299,37.004
'[18:23:28.480]',0.450,0.550,0.530,1.000,1.834,150.000,37.004
'[18:23:28.488]',0.445,0.560,0.495,1.000,1.817,144.627,37.004
'[18:23:28.496]',0.440,0.560,0.525,1.000,1.803,138.815,37.004
'[18:23:28.504]',0.430,0.565,0.495,1.000,1.789,132.954,37.004
'[18:23:28.512]',0.440,0.550,0.525,1.000,1.776,127.385,37.004
'[18:23:28.520]',0.445,0.555,0.510,1.000,1.766,122.306,37.004
'[18:23:28.528]',0.440,0.560,0.540,0.989,1.761,117.763,37.004
'[18:23:28.536]',0.435,0.570,0.505,0.978,1.760,113.856,37.004
'[18:23:28.544]',0.440,0.560,0.525,0.963,1.759,110.534,37.004
'[18:23:28.552]',0.455,0.535,0.495,0.948,1.761,107.799,37.004
'[18:23:28.560]',0.465,0.525,0.530,0.933,1.768,105.552,37.004
'[18:23:28.568]',0.445,0.550,0.510,0.918,1.772,103.550,37.004
'[18:23:28.576]',0.445,0.540,0.540,0.904,1.774,101.889,37.004
'[18:23:28.584]',0.465,0.520,0.525,0.890,1.775,100.228,37.004
'[18:23:28.592]',0.470,0.520,0.565,0.875,1.772,98.567,37.004
'[18:23:28.600]',0.460,0.540,0.540,0.860,1.771,96.760,37.004
'[18:23:28.608]',0.450,0.550,0.560,0.845,1.767,94.806,37.004
'[18:23:28.616]',0.445,0.555,0.505,0.829,1.762,92.608,37.004
'[18:23:28.624]',0.450,0.540,0.535,0.815,1.760,90.215,37.004
'[18:23:28.632]',0.450,0.540,0.505,0.800,1.759,87.968,37.004
'[18:23:28.640]',0.460,0.530,0.530,0.786,1.755,86.063,37.004
'[18:23:28.648]',0.465,0.540,0.505,0.773,1.747,84.745,37.004
'[18:23:28.656]',0.435,0.560,0.520,0.762,1.736,83.914,37.004
'[18:23:28.664]',0.430,0.565,0.495,0.751,1.728,83.621,37.004
'[18:23:28.672]',0.445,0.540,0.520,0.741,1.720,83.670,37.004
'[18:23:28.680]',0.455,0.540,0.535,0.732,1.717,84.061,37.004
'[18:23:28.688]',0.455,0.540,0.505,0.725,1.721,84.745,37.004
'[18:23:28.696]',0.455,0.540,0.535,0.718,1.730,85.721,37.004
'[18:23:28.704]',0.460,0.535,0.500,0.713,1.744,86.943,37.004
'[18:23:28.712]',0.480,0.515,0.535,0.708,1.766,88.066,37.004
'[18:23:28.720]',0.495,0.505,0.515,0.705,1.790,89.189,37.004
'[18:23:28.728]',0.500,0.495,0.555,0.702,1.810,90.069,37.004
'[18:23:28.736]',0.515,0.460,0.525,0.699,1.837,90.655,37.004
'[18:23:28.744]',0.540,0.430,0.550,0.697,1.871,91.045,37.004
'[18:23:28.752]',0.520,0.450,0.495,0.695,1.914,91.192,37.004
'[18:23:28.760]',0.485,0.485,0.505,0.693,1.960,91.094,37.004
'[18:23:28.768]',0.430,0.545,0.445,0.692,2.008,90.752,37.004
'[18:23:28.776]',0.425,0.540,0.465,0.690,2.051,90.166,37.004
'[18:23:28.784]',0.445,0.525,0.430,0.689,2.091,89.434,37.004
'[18:23:28.792]',0.435,0.540,0.470,0.688,2.133,88.506,37.004
'[18:23:28.800]',0.410,0.560,0.435,0.688,2.170,87.480,37.004
'[18:23:28.808]',0.405,0.575,0.470,0.688,2.197,86.405,37.004
'[18:23:28.816]',0.425,0.570,0.445,0.687,2.218,85.282,37.004
'[18:23:28.824]',0.400,0.580,0.470,0.687,2.231,84.158,37.004
