'Time','I','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[15:29:29.176]',-,-0.061,0.910,0.865,-0.189,2.896,117.226,27.755,10.120
'[15:29:29.184]',-,-0.055,0.915,0.875,-0.189,2.981,112.713,27.618,9.437
'[15:29:29.192]',-,-0.065,0.905,0.865,-0.190,3.054,108.141,30.798,8.870
'[15:29:29.200]',-,-0.050,0.900,0.875,-0.190,3.113,103.745,35.500,8.870
'[15:29:29.208]',-,-0.065,0.910,0.870,-0.190,3.158,100.169,38.861,9.495
'[15:29:29.216]',-,-0.050,0.895,0.875,-0.190,3.192,97.942,39.997,10.433
'[15:29:29.224]',-,-0.061,0.910,0.865,-0.190,3.215,97.239,39.497,11.439
'[15:29:29.232]',-,-0.050,0.895,0.875,-0.190,3.231,97.532,37.816,12.309
'[15:29:29.240]',-,-0.055,0.900,0.865,-0.189,3.239,98.235,35.182,12.875
'[15:29:29.248]',-,-0.041,0.890,0.875,-0.189,3.241,98.587,32.070,13.002
'[15:29:29.256]',-,-0.050,0.895,0.855,-0.188,3.236,98.411,29.435,12.748
'[15:29:29.264]',-,-0.041,0.890,0.865,-0.188,3.224,98.001,28.550,12.436
'[15:29:29.272]',-,-0.055,0.905,0.850,-0.187,3.206,97.415,30.049,12.064
'[15:29:29.280]',-,-0.045,0.895,0.860,-0.186,3.185,97.004,33.183,11.556
'[15:29:29.288]',-,-0.055,0.895,0.850,-0.185,3.163,96.535,36.567,10.873
'[15:29:29.296]',-,-0.041,0.890,0.860,-0.184,3.140,96.008,38.861,10.189
'[15:29:29.304]',-,-0.050,0.895,0.860,-0.182,3.114,95.305,39.633,9.681
'[15:29:29.312]',-,-0.035,0.885,0.855,-0.180,3.086,94.484,38.861,9.368
'[15:29:29.320]',-,-0.050,0.895,0.865,-0.179,3.055,93.663,37.067,9.251
'[15:29:29.328]',-,-0.035,0.885,0.850,-0.178,3.021,92.901,34.432,9.310
'[15:29:29.336]',-,-0.050,0.895,0.865,-0.177,2.982,92.257,31.548,9.437
'[15:29:29.344]',-,-0.025,0.875,0.855,-0.175,2.941,91.612,28.799,9.622
'[15:29:29.352]',-,-0.035,0.880,0.880,-0.174,2.897,90.967,26.687,9.935
'[15:29:29.360]',-,-0.010,0.855,0.900,-0.173,2.850,90.322,25.438,10.433
'[15:29:29.368]',-,-0.005,0.845,0.925,-0.172,2.804,89.678,24.938,10.931
'[15:29:29.376]',-,0.015,0.820,0.950,-0.170,2.754,88.974,24.870,11.244
'[15:29:29.384]',-,-0.005,0.835,0.965,-0.170,2.697,88.388,24.870,11.371
'[15:29:29.392]',-,0.010,0.830,0.950,-0.169,2.633,87.685,25.006,11.498
'[15:29:29.400]',-,-0.010,0.855,0.900,-0.169,2.562,87.040,25.120,11.683
'[15:29:29.408]',-,-0.025,0.875,0.830,-0.168,2.483,86.395,25.120,11.869
'[15:29:29.416]',-,-0.005,0.870,0.835,-0.167,2.396,85.809,25.006,11.869
'[15:29:29.424]',-,-0.021,0.875,0.820,-0.167,2.302,85.164,24.938,11.810
'[15:29:29.432]',-,-0.015,0.860,0.840,-0.166,2.204,84.637,24.938,11.752
'[15:29:29.440]',-,-0.025,0.880,0.830,-0.166,2.106,84.051,25.256,11.625
'[15:29:29.448]',-,-0.021,0.870,0.850,-0.165,2.011,83.523,25.870,11.498
'[15:29:29.456]',-,-0.035,0.895,0.845,-0.164,1.926,82.996,26.551,11.371
'[15:29:29.464]',-,-0.030,0.890,0.850,-0.164,1.852,82.468,27.119,11.371
'[15:29:29.472]',-,-0.055,0.900,0.850,-0.163,1.799,81.941,27.255,11.312
'[15:29:29.480]',-,-0.041,0.880,0.900,-0.162,1.760,81.413,26.869,11.000
'[15:29:29.488]',-,-0.075,0.810,1.040,-0.162,1.727,80.944,26.188,10.619
'[15:29:29.496]',-,0.150,0.610,1.140,-0.161,1.703,80.417,25.370,10.501
'[15:29:29.504]',-,0.470,0.430,0.815,-0.161,1.686,80.007,24.802,10.931
'[15:29:29.512]',-,0.620,0.370,0.320,-0.160,1.604,79.538,24.552,11.810
'[15:29:29.520]',-,0.340,0.725,0.200,-0.159,1.490,79.127,24.552,12.748
'[15:29:29.528]',-,0.125,0.905,0.175,-0.159,1.429,78.717,24.757,13.618
'[15:29:29.536]',-,-0.015,0.955,0.390,-0.158,1.394,78.365,24.938,14.184
'[15:29:29.544]',-,-0.025,0.900,0.665,-0.158,1.371,78.014,24.802,14.370
'[15:29:29.552]',-,-0.050,0.915,0.810,-0.157,1.356,77.603,24.371,14.126
'[15:29:29.560]',-,-0.055,0.900,0.880,-0.156,1.344,77.310,23.689,13.813
'[15:29:29.568]',-,-0.081,0.915,0.905,-0.156,1.336,77.076,23.121,13.618
'[15:29:29.576]',-,-0.086,0.910,0.915,-0.155,1.331,76.724,22.985,13.686
'[15:29:29.584]',-,-0.075,0.915,0.920,-0.153,1.326,76.490,23.303,13.813
'[15:29:29.592]',-,-0.086,0.905,0.920,-0.152,1.321,76.197,23.735,13.745
'[15:29:29.600]',-,-0.075,0.895,0.930,-0.151,1.315,75.904,24.007,13.559
'[15:29:29.608]',-,-0.081,0.910,0.920,-0.150,1.308,75.669,23.939,13.618
'[15:29:29.616]',-,-0.061,0.895,0.930,-0.148,1.301,75.376,23.689,14.057
'[15:29:29.624]',-,-0.070,0.900,0.920,-0.147,1.294,75.083,23.235,14.809
'[15:29:29.632]',-,-0.050,0.885,0.935,-0.146,1.286,74.849,22.690,15.493
'[15:29:29.640]',-,-0.061,0.895,0.920,-0.145,1.277,74.556,22.054,16.118
'[15:29:29.648]',-,-0.050,0.880,0.930,-0.144,1.266,74.321,21.622,16.558
'[15:29:29.656]',-,-0.055,0.890,0.925,-0.142,1.255,74.028,21.690,16.685
'[15:29:29.664]',-,-0.045,0.870,0.935,-0.140,1.245,73.794,22.690,16.626
'[15:29:29.672]',-,-0.050,0.875,0.925,-0.139,1.239,73.559,24.802,16.499
'[15:29:29.680]',-,-0.030,0.865,0.935,-0.137,1.232,73.383,27.437,16.372
'[15:29:29.688]',-,-0.035,0.870,0.930,-0.137,1.223,73.149,29.367,16.060
'[15:29:29.696]',-,-0.021,0.845,0.935,-0.136,1.213,72.914,29.753,15.689
'[15:29:29.704]',-,-0.025,0.855,0.940,-0.136,1.202,72.680,28.799,15.308
'[15:29:29.712]',-,-0.005,0.840,0.930,-0.135,1.192,72.387,27.437,15.063
'[15:29:29.720]',-,-0.015,0.840,0.945,-0.136,1.183,72.035,26.437,15.063
'[15:29:29.728]',-,0.010,0.820,0.935,-0.136,1.174,71.859,26.619,15.181
'[15:29:29.736]',-,-0.000,0.830,0.945,-0.136,1.166,71.977,28.186,15.493
'[15:29:29.744]',-,0.020,0.810,0.945,-0.136,1.158,72.973,30.866,15.689
'[15:29:29.752]',-,0.015,0.815,0.945,-0.136,1.152,75.611,34.114,15.689
'[15:29:29.760]',-,0.040,0.795,0.940,-0.136,1.147,80.475,37.680,15.562
'[15:29:29.768]',-,0.035,0.790,0.945,-0.136,1.146,87.626,41.178,15.308
'[15:29:29.776]',-,0.060,0.775,0.940,-0.136,1.147,96.125,44.062,14.995
'[15:29:29.784]',-,0.065,0.765,0.945,-0.136,1.148,104.741,46.175,14.751
'[15:29:29.792]',-,0.050,0.775,0.935,-0.136,1.149,112.419,47.560,14.438
'[15:29:29.800]',-,0.070,0.750,0.940,-0.136,1.151,118.808,48.241,14.057
'[15:29:29.808]',-,0.075,0.765,0.925,-0.137,1.154,123.966,48.378,13.618
'[15:29:29.816]',-,0.060,0.750,0.925,-0.138,1.160,128.304,48.060,13.188
'[15:29:29.824]',-,0.065,0.770,0.910,-0.139,1.167,131.938,47.378,12.875
'[15:29:29.832]',-,0.070,0.760,0.905,-0.139,1.174,134.927,46.629,12.690
'[15:29:29.840]',-,0.044,0.795,0.880,-0.140,1.181,137.213,46.061,12.563
'[15:29:29.848]',-,0.035,0.790,0.875,-0.141,1.188,138.912,46.061,12.436
'[15:29:29.856]',-,0.015,0.830,0.855,-0.141,1.196,140.202,46.493,12.250
'[15:29:29.864]',-,-0.000,0.840,0.850,-0.142,1.204,141.198,47.174,11.937
'[15:29:29.872]',-,-0.025,0.870,0.840,-0.142,1.214,142.019,47.878,11.625
'[15:29:29.880]',-,-0.030,0.870,0.845,-0.144,1.224,142.722,48.446,11.371
'[15:29:29.888]',-,-0.050,0.900,0.830,-0.145,1.233,143.308,48.877,11.312
'[15:29:29.896]',-,-0.055,0.905,0.835,-0.145,1.241,143.719,49.059,11.439
'[15:29:29.904]',-,-0.075,0.920,0.835,-0.146,1.249,144.129,49.195,11.556
'[15:29:29.912]',-,-0.070,0.915,0.830,-0.147,1.257,144.422,49.241,11.752
'[15:29:29.920]',-,-0.090,0.935,0.840,-0.147,1.265,144.715,49.241,11.810
'[15:29:29.928]',-,-0.075,0.920,0.830,-0.148,1.273,145.067,49.241,11.869
'[15:29:29.936]',-,-0.095,0.940,0.845,-0.148,1.281,145.360,49.241,11.937
'[15:29:29.944]',-,-0.081,0.930,0.830,-0.150,1.287,145.536,49.127,12.123
'[15:29:29.952]',-,-0.095,0.945,0.845,-0.151,1.291,145.536,48.741,12.436
'[15:29:29.960]',-,-0.081,0.950,0.840,-0.151,1.293,145.477,48.196,12.748
'[15:29:29.968]',-,-0.095,0.935,0.850,-0.152,1.296,145.184,47.560,13.002
'[15:29:29.976]',-,-0.086,0.945,0.845,-0.153,1.302,144.715,46.924,13.061
'[15:29:29.984]',-,-0.095,0.935,0.855,-0.153,1.315,144.188,46.379,13.002
'[15:29:29.992]',-,-0.081,0.940,0.850,-0.153,1.343,143.367,45.925,12.807
'[15:29:30.000]',-,-0.095,0.930,0.860,-0.153,1.395,142.371,45.629,12.690
'[15:29:30.008]',-,-0.086,0.945,0.850,-0.153,1.476,141.140,45.311,12.563
'[15:29:30.016]',-,-0.081,0.935,0.865,-0.153,1.587,139.674,44.812,12.563
'[15:29:30.024]',-,-0.095,0.940,0.855,-0.154,1.724,137.975,44.176,12.621
'[15:29:30.032]',-,-0.075,0.935,0.870,-0.155,1.880,136.040,43.245,12.563
'[15:29:30.040]',-,-0.090,0.940,0.865,-0.155,2.042,133.696,42.132,12.494
'[15:29:30.048]',-,-0.075,0.920,0.875,-0.156,2.201,130.941,40.565,12.436
'[15:29:30.056]',-,-0.081,0.930,0.865,-0.156,2.349,127.717,38.498,12.377
'[15:29:30.064]',-,-0.055,0.910,0.870,-0.157,2.463,124.142,35.681,12.494
'[15:29:30.072]',-,-0.065,0.915,0.865,-0.157,2.552,120.098,32.433,12.621
'[15:29:30.080]',-,-0.050,0.900,0.870,-0.157,2.636,115.702,29.753,12.748
'[15:29:30.088]',-,-0.050,0.905,0.865,-0.157,2.708,111.130,29.617,12.807
'[15:29:30.096]',-,-0.045,0.895,0.870,-0.157,2.765,106.734,33.001,12.875
'[15:29:30.104]',-,-0.050,0.905,0.860,-0.157,2.810,103.041,37.862,12.934
'[15:29:30.112]',-,-0.025,0.885,0.865,-0.157,2.844,100.638,41.564,13.002
'[15:29:30.120]',-,-0.041,0.895,0.860,-0.156,2.868,99.700,42.927,13.188
'[15:29:30.128]',-,-0.025,0.880,0.865,-0.156,2.884,99.935,42.495,13.500
'[15:29:30.136]',-,-0.035,0.890,0.870,-0.155,2.891,100.521,40.814,13.745
'[15:29:30.144]',-,-0.025,0.880,0.860,-0.153,2.892,100.931,38.248,13.930
'[15:29:30.152]',-,-0.035,0.895,0.870,-0.152,2.889,100.756,35.114,14.057
'[15:29:30.160]',-,-0.030,0.885,0.855,-0.151,2.881,100.228,32.252,14.126
'[15:29:30.168]',-,-0.041,0.890,0.865,-0.150,2.865,99.700,30.866,14.184
'[15:29:30.176]',-,-0.021,0.880,0.850,-0.150,2.845,99.173,31.684,14.184
'[15:29:30.184]',-,-0.035,0.875,0.865,-0.149,2.823,98.763,34.319,14.184
'[15:29:30.192]',-,-0.025,0.890,0.860,-0.148,2.800,98.235,37.612,14.057
'[15:29:30.200]',-,-0.041,0.875,0.865,-0.148,2.775,97.532,40.133,13.872
'[15:29:30.208]',-,-0.030,0.890,0.855,-0.147,2.748,96.711,41.178,13.686
'[15:29:30.216]',-,-0.025,0.870,0.865,-0.146,2.718,96.008,40.746,13.500
'[15:29:30.224]',-,-0.030,0.885,0.860,-0.145,2.687,95.246,39.315,13.500
'[15:29:30.232]',-,-0.025,0.875,0.870,-0.144,2.653,94.601,37.249,13.618
'[15:29:30.240]',-,-0.041,0.890,0.855,-0.142,2.616,94.074,34.932,13.745
'[15:29:30.248]',-,-0.025,0.865,0.885,-0.141,2.577,93.429,32.615,13.813
'[15:29:30.256]',-,-0.010,0.870,0.895,-0.140,2.535,92.784,30.616,13.745
'[15:29:30.264]',-,0.010,0.830,0.920,-0.139,2.493,92.139,29.004,13.559
'[15:29:30.272]',-,0.004,0.835,0.940,-0.138,2.450,91.436,28.005,13.305
'[15:29:30.280]',-,0.035,0.810,0.960,-0.137,2.400,90.733,27.550,13.119
'[15:29:30.288]',-,0.020,0.820,0.950,-0.137,2.344,90.029,27.505,13.188
'[15:29:30.296]',-,0.020,0.825,0.915,-0.136,2.282,89.443,27.618,13.373
'[15:29:30.304]',-,-0.015,0.870,0.835,-0.136,2.211,88.740,27.755,13.686
'[15:29:30.312]',-,-0.000,0.860,0.825,-0.135,2.134,88.095,27.868,13.930
'[15:29:30.320]',-,-0.015,0.870,0.830,-0.134,2.050,87.509,27.936,14.126
'[15:29:30.328]',-,-0.000,0.845,0.825,-0.133,1.962,86.923,28.118,14.243
'[15:29:30.336]',-,-0.010,0.865,0.845,-0.131,1.873,86.337,28.618,14.370
'[15:29:30.344]',-,-0.000,0.870,0.835,-0.130,1.787,85.809,29.435,14.555
'[15:29:30.352]',-,-0.035,0.890,0.850,-0.129,1.709,85.282,30.185,14.809
'[15:29:30.360]',-,-0.025,0.880,0.845,-0.128,1.641,84.813,30.503,15.181
'[15:29:30.368]',-,-0.045,0.890,0.850,-0.128,1.590,84.285,30.435,15.493
'[15:29:30.376]',-,-0.035,0.895,0.840,-0.127,1.553,83.816,30.117,15.689
'[15:29:30.384]',-,-0.055,0.830,1.005,-0.126,1.523,83.347,29.549,15.689
'[15:29:30.392]',-,0.100,0.650,1.125,-0.126,1.501,82.937,28.936,15.620
'[15:29:30.400]',-,0.395,0.465,0.935,-0.125,1.486,82.527,28.300,15.689
'[15:29:30.408]',-,0.635,0.385,0.400,-0.124,1.475,82.117,27.936,15.806
'[15:29:30.416]',-,0.430,0.645,0.215,-0.122,1.467,81.648,27.868,16.001
'[15:29:30.424]',-,0.165,0.875,0.175,-0.120,1.460,81.296,28.005,16.187
'[15:29:30.432]',-,0.024,0.940,0.335,-0.118,1.455,80.886,28.254,16.314
'[15:29:30.440]',-,-0.015,0.945,0.585,-0.115,1.449,80.475,28.300,16.372
'[15:29:30.448]',-,-0.010,0.895,0.785,-0.112,1.443,80.124,28.050,16.499
'[15:29:30.456]',-,-0.050,0.905,0.860,-0.109,1.437,79.714,27.550,16.626
'[15:29:30.464]',-,-0.045,0.895,0.895,-0.106,1.432,79.420,26.937,16.812
'[15:29:30.472]',-,-0.065,0.905,0.900,-0.103,1.427,79.127,26.369,17.056
'[15:29:30.480]',-,-0.055,0.895,0.915,-0.100,1.421,78.776,26.188,17.369
'[15:29:30.488]',-,-0.075,0.905,0.915,-0.098,1.413,78.541,26.301,17.681
'[15:29:30.496]',-,-0.061,0.895,0.920,-0.095,1.404,78.248,26.505,17.935
'[15:29:30.504]',-,-0.075,0.905,0.920,-0.092,1.393,78.014,26.551,18.062
'[15:29:30.512]',-,-0.050,0.890,0.915,-0.090,1.382,77.603,26.369,18.189
'[15:29:30.520]',-,-0.065,0.895,0.925,-0.087,1.370,77.310,26.119,18.434
'[15:29:30.528]',-,-0.050,0.875,0.920,-0.085,1.359,76.959,25.688,18.561
'[15:29:30.536]',-,-0.050,0.880,0.930,-0.082,1.346,76.607,25.256,18.561
'[15:29:30.544]',-,-0.045,0.870,0.920,-0.080,1.332,76.314,24.870,18.502
'[15:29:30.552]',-,-0.050,0.875,0.935,-0.078,1.320,75.962,24.757,18.307
'[15:29:30.560]',-,-0.030,0.865,0.920,-0.075,1.307,75.728,25.302,18.062
'[15:29:30.568]',-,-0.041,0.870,0.930,-0.073,1.298,75.493,27.005,17.808
'[15:29:30.576]',-,-0.021,0.855,0.920,-0.070,1.291,75.259,29.435,17.808
'[15:29:30.584]',-,-0.030,0.850,0.930,-0.068,1.283,74.907,31.616,18.062
'[15:29:30.592]',-,-0.010,0.860,0.920,-0.065,1.275,74.673,32.433,18.307
'[15:29:30.600]',-,-0.021,0.845,0.930,-0.063,1.266,74.380,31.684,18.375
'[15:29:30.608]',-,-0.000,0.840,0.925,-0.060,1.258,74.028,30.298,18.375
'[15:29:30.616]',-,-0.005,0.830,0.940,-0.058,1.251,73.735,29.117,18.375
'[15:29:30.624]',-,0.004,0.835,0.925,-0.056,1.247,73.501,28.868,18.434
'[15:29:30.632]',-,0.015,0.815,0.945,-0.054,1.244,73.618,29.753,18.561
'[15:29:30.640]',-,0.024,0.820,0.930,-0.052,1.243,74.614,31.820,18.619
'[15:29:30.648]',-,0.035,0.800,0.945,-0.051,1.243,77.193,34.568,18.502
'[15:29:30.656]',-,0.024,0.800,0.935,-0.049,1.243,82.058,37.748,18.189
'[15:29:30.664]',-,0.044,0.780,0.940,-0.049,1.245,89.150,41.132,17.877
'[15:29:30.672]',-,0.050,0.785,0.935,-0.048,1.248,97.825,44.244,17.564
'[15:29:30.680]',-,0.070,0.760,0.940,-0.047,1.251,106.558,46.810,17.252
'[15:29:30.688]',-,0.060,0.765,0.930,-0.046,1.254,114.295,48.627,17.056
'[15:29:30.696]',-,0.070,0.750,0.935,-0.046,1.258,120.625,49.945,16.812
'[15:29:30.704]',-,0.065,0.760,0.920,-0.045,1.262,125.725,50.740,16.431
'[15:29:30.712]',-,0.085,0.750,0.910,-0.043,1.266,130.062,51.126,15.874
'[15:29:30.720]',-,0.070,0.765,0.915,-0.042,1.270,133.755,51.194,15.249
'[15:29:30.728]',-,0.080,0.755,0.895,-0.042,1.274,136.744,51.194,14.751
'[15:29:30.736]',-,0.044,0.785,0.880,-0.040,1.277,139.088,51.126,14.438
'[15:29:30.744]',-,0.050,0.790,0.870,-0.040,1.280,140.847,51.194,14.311
'[15:29:30.752]',-,0.020,0.820,0.855,-0.039,1.283,142.195,51.626,14.370
'[15:29:30.760]',-,0.020,0.825,0.845,-0.039,1.285,143.191,52.443,14.555
'[15:29:30.768]',-,-0.010,0.855,0.835,-0.038,1.290,144.070,53.374,14.624
'[15:29:30.776]',-,-0.015,0.870,0.825,-0.038,1.295,144.715,53.942,14.624
'[15:29:30.784]',-,-0.045,0.890,0.835,-0.038,1.299,145.301,53.806,14.682
'[15:29:30.792]',-,-0.050,0.895,0.820,-0.039,1.302,145.712,52.807,14.682
'[15:29:30.800]',-,-0.070,0.910,0.825,-0.039,1.304,146.063,50.990,14.751
'[15:29:30.808]',-,-0.075,0.920,0.815,-0.040,1.305,146.415,48.945,14.868
'[15:29:30.816]',-,-0.065,0.915,0.830,-0.042,1.306,146.825,47.242,15.122
'[15:29:30.824]',-,-0.075,0.930,0.820,-0.042,1.307,147.118,46.674,15.376
'[15:29:30.832]',-,-0.070,0.925,0.830,-0.043,1.306,147.411,47.378,15.435
'[15:29:30.840]',-,-0.086,0.940,0.825,-0.043,1.304,147.704,48.877,15.435
'[15:29:30.848]',-,-0.075,0.930,0.840,-0.044,1.301,147.822,50.490,15.493
'[15:29:30.856]',-,-0.095,0.940,0.830,-0.045,1.296,147.763,51.694,15.562
'[15:29:30.864]',-,-0.075,0.920,0.845,-0.045,1.294,147.529,51.989,15.435
'[15:29:30.872]',-,-0.090,0.940,0.835,-0.046,1.296,147.177,51.626,15.181
'[15:29:30.880]',-,-0.081,0.930,0.850,-0.046,1.306,146.591,50.944,14.995
'[15:29:30.888]',-,-0.095,0.940,0.845,-0.048,1.332,145.887,50.127,14.936
'[15:29:30.896]',-,-0.081,0.925,0.850,-0.049,1.384,144.891,49.309,14.995
'[15:29:30.904]',-,-0.095,0.940,0.845,-0.050,1.465,143.660,48.378,15.122
'[15:29:30.912]',-,-0.075,0.925,0.855,-0.051,1.575,142.195,47.310,15.249
'[15:29:30.920]',-,-0.086,0.930,0.855,-0.053,1.709,140.436,46.129,15.308
'[15:29:30.928]',-,-0.065,0.915,0.850,-0.054,1.859,138.444,44.925,15.181
'[15:29:30.936]',-,-0.075,0.930,0.865,-0.055,2.017,136.040,43.881,14.995
'[15:29:30.944]',-,-0.061,0.915,0.855,-0.056,2.172,133.286,42.631,14.809
'[15:29:30.952]',-,-0.075,0.920,0.870,-0.056,2.316,130.179,40.678,14.497
'[15:29:30.960]',-,-0.050,0.905,0.855,-0.057,2.441,126.604,37.430,14.370
'[15:29:30.968]',-,-0.061,0.915,0.865,-0.057,2.534,122.560,33.365,14.497
'[15:29:30.976]',-,-0.041,0.895,0.850,-0.058,2.602,118.164,30.117,14.868
'[15:29:30.984]',-,-0.055,0.905,0.870,-0.058,2.663,113.533,30.298,15.308
'[15:29:30.992]',-,-0.035,0.910,0.855,-0.058,2.711,109.137,34.818,15.620
'[15:29:31.000]',-,-0.030,0.895,0.860,-0.057,2.747,105.327,40.883,15.874
'[15:29:31.008]',-,-0.045,0.900,0.850,-0.057,2.771,102.748,45.130,16.001
'[15:29:31.016]',-,-0.025,0.885,0.860,-0.056,2.787,101.693,46.424,16.060
'[15:29:31.024]',-,-0.041,0.895,0.850,-0.056,2.796,101.811,45.675,16.060
'[15:29:31.032]',-,-0.025,0.880,0.860,-0.056,2.798,102.338,43.676,16.060
'[15:29:31.040]',-,-0.045,0.895,0.850,-0.056,2.794,102.807,40.883,15.933
'[15:29:31.048]',-,-0.025,0.880,0.860,-0.056,2.786,102.631,37.498,15.562
'[15:29:31.056]',-,-0.045,0.895,0.850,-0.056,2.775,102.045,34.114,15.308
'[15:29:31.064]',-,-0.030,0.885,0.860,-0.056,2.760,101.283,31.752,15.308
'[15:29:31.072]',-,-0.050,0.905,0.850,-0.056,2.740,100.756,31.184,15.620
'[15:29:31.080]',-,-0.030,0.885,0.860,-0.055,2.720,100.228,32.751,15.874
'[15:29:31.088]',-,-0.045,0.895,0.855,-0.054,2.700,99.700,35.613,16.118
'[15:29:31.096]',-,-0.030,0.885,0.860,-0.053,2.677,98.997,38.611,16.187
'[15:29:31.104]',-,-0.045,0.895,0.865,-0.052,2.653,98.177,40.565,16.245
'[15:29:31.112]',-,-0.030,0.880,0.855,-0.051,2.626,97.356,41.132,16.118
'[15:29:31.120]',-,-0.041,0.895,0.860,-0.049,2.596,96.594,40.428,15.933
'[15:29:31.128]',-,-0.025,0.880,0.850,-0.048,2.566,95.949,38.929,15.806
'[15:29:31.136]',-,-0.030,0.890,0.860,-0.047,2.533,95.246,37.112,15.493
'[15:29:31.144]',-,-0.021,0.870,0.850,-0.046,2.498,94.484,35.114,14.995
'[15:29:31.152]',-,-0.025,0.875,0.875,-0.045,2.461,93.722,33.183,14.370
'[15:29:31.160]',-,0.004,0.845,0.895,-0.044,2.422,93.077,31.434,13.872
'[15:29:31.168]',-,-0.000,0.845,0.920,-0.043,2.383,92.315,29.935,13.745
'[15:29:31.176]',-,0.030,0.815,0.940,-0.043,2.343,91.553,29.004,13.813
'[15:29:31.184]',-,0.010,0.830,0.955,-0.042,2.296,90.909,28.550,14.126
'[15:29:31.192]',-,0.020,0.835,0.940,-0.042,2.242,90.264,28.550,14.497
'[15:29:31.200]',-,-0.000,0.850,0.880,-0.042,2.181,89.560,28.754,14.868
'[15:29:31.208]',-,-0.000,0.865,0.820,-0.042,2.111,88.916,28.868,15.122
'[15:29:31.216]',-,0.004,0.860,0.825,-0.042,2.035,88.271,29.004,15.376
'[15:29:31.224]',-,-0.005,0.875,0.815,-0.042,1.952,87.743,29.117,15.689
'[15:29:31.232]',-,-0.015,0.865,0.835,-0.042,1.867,87.216,29.049,15.933
'[15:29:31.240]',-,-0.021,0.870,0.825,-0.042,1.784,86.747,28.799,16.001
'[15:29:31.248]',-,-0.005,0.875,0.845,-0.042,1.707,86.161,28.550,15.933
'[15:29:31.256]',-,-0.041,0.895,0.830,-0.042,1.639,85.692,28.686,15.874
'[15:29:31.264]',-,-0.030,0.890,0.845,-0.042,1.588,85.106,29.299,15.874
'[15:29:31.272]',-,-0.045,0.895,0.835,-0.042,1.550,84.637,30.117,16.060
'[15:29:31.280]',-,-0.035,0.875,0.915,-0.042,1.520,84.168,30.616,16.245
'[15:29:31.288]',-,-0.065,0.790,1.030,-0.042,1.498,83.699,30.435,16.372
'[15:29:31.296]',-,0.195,0.575,1.115,-0.042,1.482,83.230,29.799,16.372
'[15:29:31.304]',-,0.525,0.405,0.710,-0.042,1.471,82.820,29.117,16.187
'[15:29:31.312]',-,0.620,0.380,0.280,-0.041,1.463,82.292,28.618,16.118
'[15:29:31.320]',-,0.290,0.765,0.185,-0.040,1.457,81.882,28.504,16.314
'[15:29:31.328]',-,0.100,0.920,0.170,-0.040,1.450,81.472,28.618,16.626
'[15:29:31.336]',-,-0.030,0.965,0.415,-0.039,1.442,81.120,28.754,16.939
'[15:29:31.344]',-,-0.025,0.905,0.685,-0.038,1.433,80.710,28.504,17.056
'[15:29:31.352]',-,-0.050,0.915,0.815,-0.038,1.424,80.358,27.936,17.252
'[15:29:31.360]',-,-0.061,0.905,0.880,-0.037,1.414,80.007,27.187,17.564
'[15:29:31.368]',-,-0.070,0.915,0.895,-0.037,1.407,79.596,26.437,17.877
'[15:29:31.376]',-,-0.065,0.910,0.900,-0.036,1.398,79.245,25.938,18.248
'[15:29:31.384]',-,-0.086,0.915,0.910,-0.035,1.386,78.834,25.801,18.619
'[15:29:31.392]',-,-0.070,0.910,0.905,-0.034,1.371,78.483,26.006,18.932
'[15:29:31.400]',-,-0.081,0.915,0.920,-0.032,1.355,78.190,26.188,19.127
'[15:29:31.408]',-,-0.065,0.900,0.915,-0.031,1.337,77.897,26.256,19.059
'[15:29:31.416]',-,-0.061,0.895,0.920,-0.030,1.318,77.603,26.301,18.932
'[15:29:31.424]',-,-0.070,0.905,0.920,-0.029,1.298,77.369,26.256,18.815
'[15:29:31.432]',-,-0.055,0.895,0.920,-0.027,1.279,77.076,26.006,18.502
'[15:29:31.440]',-,-0.065,0.900,0.920,-0.026,1.261,76.666,25.506,18.121
'[15:29:31.448]',-,-0.050,0.880,0.925,-0.026,1.245,76.373,24.938,17.877
'[15:29:31.456]',-,-0.055,0.890,0.915,-0.025,1.231,76.021,24.802,17.808
'[15:29:31.464]',-,-0.035,0.870,0.925,-0.024,1.220,75.845,25.438,17.877
'[15:29:31.472]',-,-0.050,0.875,0.915,-0.024,1.212,75.611,27.255,17.935
'[15:29:31.480]',-,-0.030,0.855,0.920,-0.024,1.203,75.435,29.549,18.062
'[15:29:31.488]',-,-0.041,0.865,0.920,-0.023,1.195,75.024,31.252,18.375
'[15:29:31.496]',-,-0.025,0.850,0.935,-0.023,1.186,74.731,31.548,18.815
'[15:29:31.504]',-,-0.025,0.860,0.920,-0.023,1.178,74.380,31.298,19.186
'[15:29:31.512]',-,-0.010,0.845,0.935,-0.023,1.172,74.087,31.048,19.440
'[15:29:31.520]',-,-0.025,0.850,0.925,-0.023,1.167,73.852,31.184,19.371
'[15:29:31.528]',-,0.004,0.830,0.920,-0.023,1.162,73.794,31.434,18.932
'[15:29:31.536]',-,-0.005,0.830,0.940,-0.023,1.158,74.087,32.115,18.434
'[15:29:31.544]',-,0.020,0.815,0.925,-0.023,1.155,75.552,33.183,18.189
'[15:29:31.552]',-,0.010,0.825,0.945,-0.023,1.153,78.893,34.750,18.189
